from	to	count	docs
TAC torácica sin contraste	trombólisis	1	 32351657_ES
drenaje torácico	ventilación mecánica	1	 32612465B_ES
análisis de sangre	exploración física	5	 32399449_ES, 32360439-B_ES, 32292053_ES, 32587121_ES, 32427645_ES
aislamiento domiciliario	punción lumbar	1	 32586958_ES
gasometría	tratamiento antivírico	1	 32161941_ES
auscultación torácica	gasometría arterial	1	 32607304_Es
biopsia	prueba de covid19	1	 32222713_ES
rehabilitación	trombólisis	1	32360439-D_ES
RMN cardiaca	prueba de rtpcr	1	 32635747_ES
TAC pulmonar	rtpcr	1	 32073161_ES
prueba de sarscov2	tratamiento antiinflamatorio	1	 32427161_ES
angiografía coronaria	frotis nasofaríngeo	2	 32607304_Es, 32275347_ES
exploración clínica	rtpcr	1	 32637086A_ES
TAC torácicas	análisis bioquímico sérico	1	32168162_ES
frotis faríngeos	gasometría	1	 32161941_ES
TAC pulmonar	frotis nasofaríngeo	1	 32276139_C_ES
angiografía	tratamiento con integrilin	1	32360439-B_ES
rtpcr de frotis nasofaríngeo	ventilación mecánica	1	 32619798_ES
intubación	ventilación mecánica	1	 32320556_ES
angiotomografía computarizada coronaria	radiografía torácica	1	 32267502_ES
pruebas de esputo	rtpcr	1	 32232784_ES
exploración neurológica	frotis nasofaríngeo	6	 32586958_ES, 32601756_ES, 32653906_ES, 32418288_ES, 32563170_ES, 32198834_ES
frotis nasofaríngeo	radiografía torácica	36	 32593478_ES, 32399449-B_ES, 32267140_ES, 32557532_ES, 32637266A_ES, 32609542_ES, 32607304_Es, 32612465D_ES, 32612465B_ES, 32637327B_ES, 32636116_ES, 32363217_ES, 32623310_ES, 32637086A_ES, 32637327A_ES, 32292054_ES, 32205138_ES, 32317275_ES, 32612465C_ES, 32584431_ES, 32250095_ES, 32415334_ES, 32639064_ES, 32418288_ES, 32426200_ES, 32563170_ES, 32267461_ES, 32622819A_ES, 32282027_ES, 32633439_ES, 32605766_ES, 32612465A_ES, 32637086B_ES, 32637266B_ES, 32427645_ES, 32618794_ES
TAC torácicas	diálisis	1	 32292904_ES
radiografía torácica	respiración asistida	3	 32292915_ES, 32363217_ES, 32426200_ES
EEG	electroencefalograma	3	 32583150B_ES, 32589794_ES, 32418288_ES
EEG	RMN	3	 32583150B_ES, 32589794_ES, 32418288_ES
RMN cerebrales	frotis nasofaríngeo para sarscov2	1	32563170_ES
TAC torácica sin contraste	terapia antibiótica	1	 32554425_ES
oxigenoterapia mediante cánula nasal	punción lumbar	1	 32292054_ES
parto por cesárea	radiografía torácica	2	 32590725_ES, 32292054_ES
PCR de sarscov2	lavado broncoalveolar	1	32554811_ES
análisis microbiológicos	tratamiento antiinflamatorio	1	32168162_ES
IET	intubación endotraqueal	1	32360384_ES
exploración física	frotis faríngeos	5	 32292904_ES, 32179908_ES, 32119083_ES, 32238024_ES, 32292053_ES
fisioterapia	traqueostomía	1	 32426200_ES
PCR de frotis nasofaríngeo	hemocultivos	1	 32586752_ES
ecografía abdominal	exploración física	1	 32636116_ES
frotis nasofaríngeo	pruebas funcionales hepáticas	2	 32623310_ES, 32637086B_ES
TAC torácica	electrocardiograma	5	 32399449_ES, 32360384_ES, 32584431_ES, 32282027_ES, 32360439_ES
aislamiento domiciliario	exploración física	1	 32586958_ES
angiografía por resonancia magnética	trombólisis	1	32360439-D_ES
estudio de conducción nerviosa	gasometría	1	 32399950_ES
frotis nasales	intubación endotraqueal	1	32360384_ES
TAC torácica	pruebas funcionales hepáticas	3	 32623310_ES, 32637086B_ES, 32222713_ES
RMN	rtpcr	1	 32418288_ES
TAC torácica	prueba de rtpcr	3	 32352486_ES, 32635747_ES, 32359804_ES
RMN	ecocardiograma transtorácico	1	 32593338_ES
TAC torácica sin contraste	rtpcr	1	 32278585_ES
frotis faríngeo	oxigenoterapia mediante cánula nasal	1	 32292053_ES
oxigenoterapia mediante cánula nasal	prueba de covid19	2	 32427774-B_ES, 32427774_ES
TAC pulmonar	oxigenoterapia	2	 32073161_ES, 32399950_ES
anestesia	hidratación iv	1	32363336_ES
ARM	exploración neurológica	2	32360439-D_ES, 32639461_ES
hemocultivos	radiografías torácicas	3	 32638890_ES, 32250095_ES, 32222713_ES
ecocardiograma	punción lumbar	1	 32639461_ES
EEG	rtpcr	1	 32418288_ES
oxigenoterapia	parto	1	 32161941_ES
RMN cerebral	análisis de sangre	1	 32554425_ES
RMN	hemograma	2	 32586958_ES, 32653906_ES
ecocardiografía	radiografía torácica	2	 32265235_ES, 32282027_ES
intubado	oxígeno	1	 32637327A_ES
PCR del LCR	análisis del líquido cefalorraquídeo	1	 32586752_ES
análisis de sangre	trombólisis	2	 32351657_ES, 32360439-B_ES
ECG	TAC torácica	9	 32556106_ES, 32423911_ES, 32399449_ES, 32635747_ES, 32615807A_ES, 32611659_ES, 32584431_ES, 32267502_ES, 32360439_ES
ecocardiografía	frotis nasofaríngeo	2	 32275347_ES, 32282027_ES
TAC torácica de la madre	tratamiento antibacteriano	1	32292053_ES
anticoagulantes	intubado	1	32554811_ES
frotis nasofaríngeo	rehabilitación	1	 32588185_ES
ECG	prueba de troponina I	1	 32615807C_ES
análisis de sangre	frotis nasofaríngeo	13	 32554425_ES, 32588185_ES, 32352486_ES, 32399449_ES, 32622819B_ES, 32601756_ES, 32317275_ES, 32653906_ES,32644205_ES, 32639064_ES, 32418288_ES, 32563170_ES, 32427645_ES
ARM	ecocardiograma	1	 32639461_ES
análisis de sangre	punción lumbar	4	 32399950_ES, 32293714_ES, 32601756_ES, 32418288_ES
hemodiálisis	oxigenoterapia mediante cánula nasal	2	 32292904_ES, 32412848_ES
TAC de alta resolución	profilaxis antitrombótica	1	 32554621_ES
anticoagulantes	fisioterapia	1	 32426200_ES
ECG	anticoagulante	1	 32363351_ES
citometría de flujo	tratamiento antibacteriano	1	32292053_ES
análisis histológico placentario	ecografía doppler	1	32637327A_ES
frotis nasal	oxigenoterapia	1	 32631838_ES
ECG	cultivos de esputo	1	 32611659_ES
prueba de sarscov2	urocultivos	1	 32318729_ES
RMN medular	hemocultivos	1	32622819B_ES
análisis de orina	colecistectomía	1	 32292867_ES
oxigenoterapia	punción lumbar	6	 32593478_ES, 32318729_ES, 32399950_ES, 32586958_ES, 32292054_ES, 32293714_ES
hemocultivos	punción lumbar	3	 32318729_ES, 32586752_ES, 32639461_ES
ECG	TAC craneal	3	 32360439-D_ES, 32417987_ES, 32360439_ES
pulsioximetría	terapia antivírica	1	 32293714_ES
biopsia	hemodiálisis	1	 32222713_ES
hemograma	urocultivos	1	 32318729_ES
mascarilla N95	tratamiento antivírico	1	 32161941_ES
estudios de conducción nerviosa	frotis nasofaríngeos	1	 32588185_ES
prueba de sarscov2 mediante rtpcr	ventilación protectora	1	 32637327A_ES
exploración clínica	radiografía torácica	4	 32648092C_ES, 32648092A_ES, 32637086A_ES, 32399451_ES
ecografía	parto por cesárea	1	 32590725_ES
frotis nasofaríngeo	prueba de sarscov2	6	 32614251_ES, 32612465D_ES, 32612465B_ES, 32612465C_ES, 32639064_ES, 32633439_ES
TAC	intubación endotraqueal	1	 32607564_ES
ecografía abdominal	radiografía de tórax	1	 32653210_ES
radiografía torácica	radioterapia	1	 32637327A_ES
cesárea	oxigenoterapia mediante cánula nasal	2	 32363336-B_ES,32363336_ES
angiografía pulmonar	ecografía a pie de cama	1	32399449-B_ES
análisis de orina	prueba de sarscov2	1	 32318729_ES
EEG	cultivo de LCR	1	32563170_ES
pruebas serológicas	ventilación mecánica positiva continua	1	 32427161_ES
hidratación iv	traqueostomía	1	 32426200_ES
análisis microbiológicos	frotis nasofaríngeos	1	 32615155_ES
intubación endotraqueal	vasopresores	1	 32292915_ES
análisis de sangre	ventilación mecánica	1	 32320556_ES
radiografía de tórax	reanimación cardiopulmonar	1	 3229222_ES
aspirados nasofaríngeos	intubado	1	32554811_ES
electrocardiograma	oxígeno	1	 32427645_ES
RMN cerebral y raquídea	punción lumbar	1	 32605766_ES
TAC	gasometría arterial	1	 32637086A_ES
exploración neurológica	fisioterapia	1	 32617903B_ES
antibiótico	hemocultivos	1	 32607564_ES
ecografías torácicas	terapia antibiótica	1	32602267_ES
radiografía torácica	taponamiento del circuito de diálisis	1	 32612465D_ES
angiografía	oxigenoterapia	1	 32648092B_ES
TAC torácicas	rtpcr	3	 32208010_ES, 32165205_ES, 32278585_ES
diálisis local de utah	hemodiafiltración venovenosa continua	1	32222713_ES
ecocardiograma	radiografía torácica	12	 32399449-B_ES, 32423738_ES, 32640066_ES, 32607304_Es, 32360384_ES, 32554811_ES, 32363336-B_ES, 32636116_ES, 32363351_ES, 32426200_ES, 32637086B_ES, 32617903B_ES
TAC torácica de la madre	cesárea	1	 32161941_ES
oxigenoterapia	tratamiento antibacteriano	1	 32607564_ES
ecocardiograma transtorácico	radiografía torácica	5	 32607304_Es, 32320556_ES, 32586778_ES, 32363351_ES, 32267502_ES
biopsia	hemograma	2	 32425356_ES, 32222713_ES
RMN cardiaca	frotis nasofaríngeos	1	 32556106_ES
urocultivos	ventilación mecánica	1	 32637437­_ES
ecocardiograma transtorácico	frotis nasofaríngeos y orofaríngeos	1	 32267502_ES
TAC torácica de la madre	frotis faríngeo	1	 32161941_ES
exploración física	radiografía torácica	13	 32282871_B_ES, 32607304_Es, 32360384_ES, 32636116_ES, 32363217_ES, 32282312_ES, 32292054_ES, 32363351_ES, 32292867_ES, 32250095_ES, 32267502_ES, 32637437­_ES, 32427645_ES
ablación cardiaca triple	resonancia magnética cardiaca	1	32329981_ES
radiografía torácica	ventilación no invasiva	6	 32594429_ES, 32417987_ES, 32245909_ES, 32602267_ES, 32622819A_ES, 32612465A_ES
ecografía	ventilación no invasiva	1	 32589931_ES
hemocultivos	oxigenoterapia	10	 32318729_ES, 32267140_ES, 32423738_ES, 32607564_ES, 32196627_ES, 32623310_ES, 32292867_ES, 32277408_ES, 32602267_ES, 32606105_ES
hemocultivos	intubación endotraqueal	1	 32607564_ES
oxigenación por membrana extracorporal	radiografía torácica	1	 32427774_ES
frotis nasal	intubación endotraqueal	1	32360384_ES
prueba de gripe	taponamiento del circuito de diálisis	2	 32612465D_ES,32612465B_ES
TAC	estudios de coagulación	1	 32402687-B_ES
PCR de frotis nasofaríngeo	RMN cerebral	1	 32586752_ES
electroencefalograma	oxigenoterapia nasal	1	 32414534_ES
RMN cerebral	TAC	1	 32554425_ES
análisis de sangre	oxigenoterapia	10	 32554425_ES, 32423738_ES, 32161941_ES, 32399950_ES, 32399449_ES, 32615155_ES, 32320556_ES, 32293714_ES, 32292053_ES, 32602267_ES
electroencefalograma	frotis nasofaríngeos	1	 32417987_ES
ecocardiograma transtorácico	hemograma	1	 32607304_Es
prueba de sarscov2 mediante rtpcr	pulsioximetría	1	 32637327A_ES
PCR del LCR	análisis de sangre	1	 32563170_ES
hemodiálisis	intervención coronaria percutánea	1	 32222713_ES
administró oxígeno y antibióticos	drenaje torácico	1	32320556_ES
electrocardiograma	ventilación mecánica	3	 32607304_Es, 32360384_ES, 32650881_ES
TAC	ventilación invasiva	1	 32607564_ES
oxigenoterapia	ventilación no invasiva	3	 32638347A_ES, 32615155_ES, 32602267_ES
TAC pulmonar	análisis de orina	1	 32587121_ES
auscultación torácica	oxigenoterapia	2	 32607304_Es, 32602267_ES
TAC torácica sin contraste	prueba de ARN de sarscov2	1	32606044_ES
TAC torácica	frotis nasofaríngeos	9	 32556106_ES, 32588185_ES, 32615155_ES, 32245909_ES, 32601756_ES, 32276139_C_ES, 32165205_ES, 32276139_B_ES, 32427161_ES
angiotomografía computarizada coronaria	ecocardiograma transtorácico	1	 32267502_ES
angiografía por TAC	radiografía torácica	2	 32648092A_ES, 32353183-B_ES
ecocardiograma	parto vaginal	1	 32363336-B_ES
análisis de líquido cefalorraquídeo	rehabilitación	1	 32588185_ES
ecocardiograma	exploración neurológica	2	 32639461_ES, 32617903B_ES
RMN cardiaca	lavado broncoalveolar	1	 32622819B_ES
rehabilitación	telemetría	1	32360439-D_ES
intervención coronaria percutánea	prueba de covid19	1	 32222713_ES
exploración	exploración neurológica	1	 32639461_ES
TAC torácica de la madre	citometría de flujo	1	32292053_ES
hemograma	oxigenoterapia	6	 32318729_ES, 32609542_ES, 32607304_Es, 32586958_ES, 32292054_ES, 32606105_ES
ecografía pulmonar	frotis nasofaríngeo	1	 32399449-B_ES
TAC torácicas	frotis faríngeo	1	 32278585_ES
ECG	análisis de sangre	2	 32399449_ES, 32360439_ES
oxigenoterapia	prueba de covid19	2	 32592761_ES, 32606105_ES
EEG	ventilación mecánica	1	 32589794_ES
TAC	respiración asistida	1	 32426200_ES
ecografía pulmonar	radiografía torácica	3	 32399449-B_ES, 32423911_ES, 32196627_ES
RMN	TAC torácica sin contraste	1	 32554425_ES
antibióticos iv	radiografía torácica	1	 32594429_ES
ecocardiograma	pruebas hematológicas	1	 32637086B_ES
PCR de sarscov2	radiografía torácica	1	 32292054_ES
exploración física	respiración asistida	1	 32363217_ES
angiografía	electrocardiograma	1	 32353183_ES
radiografía torácica	restricción hídrica	1	 32363336-B_ES
ECG	pruebas serológicas	1	 32556106_ES
hemograma	prueba de sarscov2	1	 32318729_ES
biopsia	intubado	1	 32222713_ES
rtpcr	tratamiento antibacteriano	1	 32607564_ES
RMN vertebral	traqueostomía	1	32399694­­_ES
frotis faríngeo	tratamiento antivírico	1	 32161941_ES
frotis nasofaríngeo	frotis nasofaríngeos y orofaríngeos	1	 32198834_ES
exploración física	frotis nasofaríngeos y orofaríngeos	2	 32267502_ES, 32198834_ES
análisis de sangre	gasometría arterial	2	 32399451_ES, 32292053_ES
ecocardiograma transtorácico	gasometría arterial	1	 32607304_Es
biopsia	radiografías torácicas	1	 32222713_ES
fisioterapia	respiración asistida	1	 32426200_ES
RMN	frotis nasal	1	 32651243_ES
exploración neurológica	intubado	3	 32198834_ES, 32639461_ES, 32617903B_ES
aislamiento domiciliario	radiografías torácicas	1	 32586958_ES
frotis nasofaríngeo	respiración asistida	2	 32363217_ES, 32426200_ES
PCR del LCR	radiografía torácica	1	 32563170_ES
análisis de sangre	lavado broncoalveolar	2	 32622819B_ES, 32399451_ES
TAC torácica	frotis faríngeos	8	 32161941_ES, 32292904_ES, 32208010_ES, 32179908_ES, 32119083_ES, 32293714_ES, 32238024_ES, 32292053_ES
angiografía pulmonar	electrocardiograma	1	 32402687-B_ES
RMN	RMN cerebral y raquídea	1	 32605766_ES
análisis de sangre	electrocardiograma	5	 32423738_ES, 32399449_ES, 32586778_ES, 32360439_ES, 32427645_ES
análisis bioquímico sérico	gasometría	1	32168162_ES
ecocardiografía	prueba rtpcr	1	 32265235_ES
diálisis	radiografía torácica	1	 32222713_ES
antibiótico	terapia antivírica	1	 32607564_ES
intervención coronaria percutánea	pruebas funcionales hepáticas	1	 32222713_ES
exploración física	frotis faríngeo	4	 32428291_ES, 32238024_ES, 32201125_ES, 32292053_ES
PCR de frotis nasofaríngeo	TAC craneal	1	 32586752_ES
análisis de sangre	frotis orofaríngeo	1	 32359804_ES
ECG	ecocardiograma transtorácico	4	 32607304_Es, 32593338_ES, 32363351_ES, 32267502_ES
TAC	retiraron los antibióticos	1	 32631838_ES
exploración pulmonar	frotis nasofaríngeo	1	 32637266A_ES
pruebas hematológicas	radiografía torácica	1	 32637086B_ES
frotis faríngeo	terapia antivírica	1	 32085846_ES
TAC torácica sin contraste	gasometría	1	 32351657_ES
RMN cerebral	TAC torácica	4	 32414534_ES, 32612435_ES, 32586752_ES, 32590204_ES
ECG	drenaje torácico	1	 32423911_ES
ecografías torácicas	esteroides	1	32602267_ES
electrocardiograma	radiografía torácica	12	 32423738_ES, 32353183_ES, 32637266A_ES, 32607304_Es, 32360384_ES, 32353183-B_ES, 32636116_ES, 32586778_ES, 32363351_ES, 32584431_ES, 32282027_ES, 32427645_ES
TAC torácica	fisioterapia	1	 32426200_ES
RMN cerebrales	cultivo de LCR	1	32563170_ES
TAC	oxigenoterapia	8	 32554425_ES, 32399449-B_ES, 32638347C_ES, 32207255_ES, 32638347A_ES, 32607564_ES, 32426200_ES, 32631838_ES
aislamiento domiciliario	oxigenoterapia	1	 32586958_ES
TAC torácica y abdominal	electrocardiograma	1	 32586778_ES
exploración	radiografías torácicas	1	32644205_ES
electrocardiograma	lavado broncoalveolar	1	 32277408_ES
fisioterapia	frotis nasofaríngeo	1	 32426200_ES
ARM	trombólisis	1	32360439-D_ES
hemodiálisis	tratamiento antibiótico	1	 32222713_ES
cesárea	frotis faríngeos	2	 32161941_ES, 32119083_ES
RMN cerebral	análisis del LCR	1	 32590204_ES
gasometría arterial	oxigenoterapia mediante cánula nasal	4	 32427774_ES, 32412848_ES, 32363336-B_ES, 32292053_ES
oxigenoterapia	ventilación invasiva	1	 32607564_ES
ecocardiograma	exploración física	7	 3229222_ES, 32607304_Es, 32402687_ES, 32360384_ES, 32636116_ES, 32402687-B_ES, 32363351_ES
angiografía pulmonar	anticoagulante	1	 32402687-B_ES
gasometría arterial	ventilación mecánica	1	 32607304_Es
corticoesteroides	transfusión de plasma	1	32638347C_ES
TAC torácica	leche materna	1	 32179908_ES
TAC pulmonar	frotis nasofaríngeos	3	 32073161_ES, 32276139_C_ES, 32276139_ES
restricción hídrica	tratamiento diurético	1	32423738_ES
exploración cardiaca	rtpcr	1	 32198834_ES
ecografía	frotis nasofaríngeo	2	 32585767_ES, 32618794_ES
frotis nasofaríngeos	prueba molecular de sarscov2	1	32415334_ES
TAC torácica sin contraste	frotis nasofaríngeo	1	 32554425_ES
análisis de sangre	drenaje torácico	2	 32317275_ES, 32602267_ES
anamnesis	radiografía torácica	2	 32636116_ES, 32292054_ES
análisis del líquido cefalorraquídeo	prueba de covid19	1	32605766_ES
pruebas funcionales hepáticas	transfusión de plasma	1	 32637086B_ES
análisis de orina	frotis nasofaríngeos	1	 32417987_ES
TAC torácica	hemograma	5	 32423911_ES, 32611659_ES, 32359711_ES, 32637086B_ES, 32222713_ES
oxigenoterapia	rtpcr	12	 32593478_ES, 32267140_ES, 32073161_ES, 32638347C_ES, 32609542_ES, 32638347A_ES, 32615155_ES, 32607564_ES, 32320556_ES, 32623310_ES, 32085846_ES, 32631838_ES
TAC torácica	intervención coronaria percutánea	1	 32222713_ES
intubación endotraqueal	lavado broncoalveolar	1	 32607564_ES
angiografía coronaria	ecocardiograma	3	 32607304_Es, 32650881_ES, 32363351_ES
resonancia magnética cardiaca	ventilación mecánica positiva continua	1	 32267502_ES
TAC craneal	terapia antivírica	3	 32417987_ES, 32293714_ES, 32418288_ES
radiografía torácica	radiografías torácicas	2	 32250095_ES, 32222713_ES
retiraron los antibióticos	rtpcr	1	 32631838_ES
análisis de sangre	frotis nasofaríngeo para sarscov2	1	 32587121_ES
ecografía torácica	frotis nasofaríngeo	1	 32557532_ES
frotis nasal	ventilación mecánica	2	 32651243_ES, 32631838_ES
angiografía coronaria	ecocardiograma transtorácico	2	 32607304_Es, 32363351_ES
extubación	ventilación mecánica	1	 32619798_ES
intubación endotraqueal	prueba de rtpcr	1	 32292915_ES
radiografía torácica	rtpcr	17	 32593478_ES, 32267140_ES, 32073161_ES, 32637266A_ES, 32609542_ES, 32360384_ES, 32637327B_ES, 32363217_ES, 32320556_ES, 32623310_ES, 32637086A_ES, 32266524_ES, 32278585_ES, 32418288_ES, 32267461_ES, 32637086B_ES, 32637266B_ES
colecistectomía	radiografía torácica	1	 32292867_ES
análisis de sangre	exploración respiratoria	1	 32639089_ES
lavado broncoalveolar	ventilación invasiva	1	 32607564_ES
TAC torácica de la madre	mascarilla N95	1	 32161941_ES
intubación endotraqueal	respiración asistida	1	 32292915_ES
anamnesis	oxigenoterapia mediante cánula nasal	1	 32292054_ES
mascarilla N95	parto	1	 32161941_ES
oxigenoterapia	ventilación mecánica positiva continua	1	 32607304_Es
TAC torácica	intubación orotraqueal	2	 32275347_ES, 32623310_ES
taponamiento del circuito de diálisis	ventilación mecánica	1	 32612465D_ES
RMN cardiaca	TAC torácica	2	 32556106_ES, 32635747_ES
ECG	prueba de rtpcr	1	 32635747_ES
ecocardiograma transtorácico	electrocardiograma	4	 32607304_Es, 32593338_ES, 32586778_ES, 32363351_ES
angiografía	tratamiento anticoagulante	1	 32648092B_ES
frotis nasofaríngeo	pruebas serológicas	2	 32352487_ES, 32415334_ES
frotis nasofaríngeo	gasometría	3	 32612435_ES, 32363217_ES, 32622819A_ES
análisis serológico	pruebas funcionales hepáticas	1	 32623310_ES
frotis nasofaríngeos	rtpcr	5	 32267140_ES, 32073161_ES, 32614251_ES, 32615155_ES, 32165205_ES
TAC torácica	exploración física	14	 32292904_ES, 32269194_ES, 32399449_ES, 32589931_ES, 32360384_ES, 32612435_ES, 32179908_ES, 32119083_ES, 32238024_ES, 32283294_ES, 32267502_ES, 32201125_ES, 32292053_ES, 32198834_ES
ecografía renal	radiografía torácica	1	 32617903B_ES
exploración física	ventilación mecánica positiva continua	3	 32607304_Es, 32363217_ES, 32267502_ES
PCR de sarscov2	exploración física	1	 32292054_ES
ecografía abdominal	electrocardiograma	1	 32636116_ES
esteroides	exploración física	1	 32198834_ES
anticoagulante	ecocardiograma transtorácico	1	 32363351_ES
TAC torácica	estudios de conducción nerviosa	1	 32588185_ES
ecocardiograma	oxigenoterapia mediante cánula nasal	2	 32363336-B_ES,32363336_ES
ecocardiografía	intubación orotraqueal	1	 32275347_ES
ecocardiograma	frotis nasofaríngeo	5	 32399449-B_ES, 32607304_Es, 32636116_ES, 32426200_ES, 32637086B_ES
ecocardiografía	ecocardiograma	1	 3229222_ES
ecografía	ventilación mecánica	1	 32590725_ES
antibióticos	radiografía torácica	1	 32250095_ES
hemodiálisis	oxigenoterapia	1	 32412848_ES
TAC craneal	frotis faríngeos	2	32283294_ES, 32293714_ES
ecocardiograma	ventilación mecánica positiva continua	1	 32607304_Es
electrocardiograma	exploración pulmonar	1	 32637266A_ES
ecocardiograma	exploración	1	 32639461_ES
PCR de sarscov2	TAC	1	 32611761A_ES
TAC pulmonar	TAC torácica	1	 32276139_C_ES
electroencefalograma	ventilación mecánica	2	 32589794_ES, 32651243_ES
ecocardiograma	traqueostomía	1	 32426200_ES
ECG	TAC	1	 32399449-B_ES
angiografía coronaria	oxigenoterapia	1	 32607304_Es
cultivos de LCR	tratamiento antibiótico	1	32594151_ES
antibiótico	oxigenoterapia	1	 32607564_ES
TAC craneal	evaluación neurológica	2	32283294_ES, 32426200_ES
cesárea	telemetría	1	 32363336-B_ES
RMN cerebral	punción lumbar	1	 32586752_ES
hemograma	punción lumbar	3	 32318729_ES, 32586958_ES, 32292054_ES
gasometría	ventilación mecánica positiva continua	1	 32363217_ES
lavado broncoalveolar	rtpcr	2	 32414534_ES, 32607564_ES
hidratación iv	oxigenoterapia mediante cánula nasal	1	32363336_ES
auscultación torácica	drenaje torácico	1	 32602267_ES
ECG	RMN	2	 32360439-D_ES, 32593338_ES
aislamiento domiciliario	colecistectomía	1	32631645_ES
oxigenoterapia mediante cánula nasal	reanimación cardiopulmonar	1	32363336_ES
RMN cerebral	TAC torácica sin contraste	1	 32554425_ES
angiografía por TAC	laparotomía	1	 32353183-B_ES
hemodiálisis	pruebas funcionales hepáticas	1	 32222713_ES
ecocardiograma	ventilación mecánica	5	 32607304_Es, 32360384_ES, 32650881_ES, 32622823_ES, 32639461_ES
ecocardiograma	telemetría	1	 32363336-B_ES
radiografía torácica	tratamiento antiinflamatorio	1	 32427161_ES
EEG	frotis nasofaríngeo	1	 32418288_ES
RMN cardiaca	cribaje genético	1	32616174_ES
ARM	TAC	1	 32639461_ES
quimioterapia	ventilación protectora	1	 32637327A_ES
intubado	trasplante renal	1	 32198834_ES
PCR de frotis nasofaríngeo	RMN	1	 32586752_ES
gasometría	hemocultivos	1	 32622819A_ES
broncoscopia	radiografía torácica	1	 32399451_ES
citometría de flujo	pruebas funcionales hepáticas	1	32292053_ES
angiografía coronaria	anticoagulante	1	 32363351_ES
cesárea	exploración física	2	 32119083_ES, 32363217_ES
análisis de sangre	neurológica	1	32644205_ES
electroencefalograma	rtpcr	2	 32414534_ES, 32418288_ES
EEG	análisis del LCR	1	32563170_ES
análisis serológico	hemocultivos	1	 32623310_ES
exploración cardiaca	tratamiento antibacteriano	1	32292053_ES
intubación	radiografía torácica	2	 32423738_ES, 32320556_ES
PCR de sarscov2	intubación	1	32554811_ES
oxigenoterapia	tratamiento antivírico	1	 32161941_ES
electrocardiograma	frotis nasofaríngeos	2	 32593338_ES, 32277408_ES
angiografía pulmonar	frotis nasal	1	 32631838_ES
análisis de sangre	análisis del LCR	1	 32359804_ES
TAC torácica	traqueostomía	1	 32426200_ES
aspirado traqueal	electroencefalograma	1	 32589794_ES
TAC	TAC torácica sin contraste	1	 32554425_ES
antibiótico	lavado broncoalveolar	1	 32607564_ES
TAC pulmonar	tratamiento antibiótico	1	 32073161_ES
RMN	ecocardiografía	1	 32282027_ES
gasometría	mascarilla N95	1	 32161941_ES
TAC craneal	respiración asistida	1	 32426200_ES
IET	prueba rtpcr	1	32360384_ES
frotis nasofaríngeo	parto vaginal	1	 32614251_ES
exploración neurológica de las extremidades inferiores	terapia antivírica	1	32602610_ES
electromiograma	extubación	1	 32619798_ES
drenaje torácico	intubado	1	 32612465B_ES
estudio de conducción nerviosa	oxigenoterapia	1	 32399950_ES
angiografía por TAC	análisis histopatológico de la tromboembolectomía	1	32562891_ES
pruebas funcionales hepáticas	radiografías torácicas	1	 32222713_ES
cesárea	gasometría arterial	1	 32363336-B_ES
colecistectomía	exploración física	1	 32292867_ES
RMN cardiaca	ventilación mecánica	1	 32650881_ES
diálisis	intubado	1	 32222713_ES
prueba de sarscov2	rtpcr	2	 32614251_ES, 32208010_ES
ECG	angiotomografía computarizada coronaria	1	 32267502_ES
oxigenoterapia	tratamiento anticoagulante	1	 32648092B_ES
PCR de sarscov2	parto por cesárea	1	 32292054_ES
frotis nasofaríngeo	taponamiento del circuito de diálisis	1	 32612465D_ES
PCR de frotis nasofaríngeo	TAC torácica	1	 32586752_ES
angiotomografía computarizada coronaria	ventilación mecánica positiva continua	1	 32267502_ES
ventilación invasiva	ventilación mecánica	1	 32607564_ES
análisis del líquido cefalorraquídeo	hemocultivos	1	 32586752_ES
TAC torácica de la madre	análisis de sangre	1	 32161941_ES
exploración neurológica	rehabilitación	1	32360439-D_ES
exploración neurológica	radiografía torácica	4	 32417987_ES, 32418288_ES, 32563170_ES, 32617903B_ES
TAC craneal	telemetría	1	 32360439_ES
ECG	cesárea	1	32363336_ES
oxigenoterapia	traqueostomía	1	 32426200_ES
TAC torácica	hidratación iv	1	 32426200_ES
auscultación torácica	hemocultivos	1	 32602267_ES
TAC pulmonar	radiografía torácica	1	 32073161_ES
frotis faríngeos	frotis nasofaríngeo	1	 32179908_ES
cultivos de esputo	rtpcr	1	 32611659_ES
TAC torácica sin contraste	TAC torácicas	1	 32278585_ES
frotis nasofaríngeo	oxigenoterapia nasal	1	 32414534_ES
ECG	ventilación mecánica	1	 32607304_Es
TAC cerebral	angiografía	1	 32648092B_ES
RMN cerebrales	análisis de sangre	1	 32554425_ES
antibióticos iv	intubado	1	 32594429_ES
retiraron los antibióticos	ventilación mecánica	1	 32631838_ES
radiografías torácicas	tratamiento antibiótico	1	 32222713_ES
terapia antivírica	tratamiento antibacteriano	1	 32607564_ES
TAC torácica	análisis de sangre	12	 32161941_ES, 32588185_ES, 32352486_ES, 32399449_ES, 32615155_ES, 32293714_ES, 32359804_ES, 32601756_ES, 32292053_ES, 32602267_ES, 32401344_ES, 32360439_ES
anticoagulantes	ecocardiograma	1	 32426200_ES
exploración neurológica	frotis nasal	1	 32651243_ES
cultivos víricos en células vero	transfusión de plasma	1	32638347C_ES
hemocultivos	hemograma	3	 32318729_ES, 32606105_ES, 32222713_ES
