span_lower	label	doc_freq	doc_perc(%)	term_freq	lemma	snomedid	umls_cui	original_span	span_normalized	filename	filename_positive	filename_certain
neumonía leve por covid-19	ENFERMEDAD	1	0.5	1	neumonía leve por covid-19			neumonía leve por COVID-19	neumonia leve por covid19	32639064_ES	32639064_ES	32639064_ES
neumonía intersticial aguda	ENFERMEDAD	1	0.5	1	neumonía intersticial agudo	236302005, 129459004		neumonía intersticial aguda	neumonia intersticial aguda	32622819A_ES	32622819A_ES	32622819A_ES
neumonía gramnegativa (pseudomonas aeruginosa y klebsiella pneumoniae	ENFERMEDAD	1	0.5	1	neumonía gramnegativo ( pseudomona aeruginosa y klebsiella pneumoniae			neumonía gramnegativa (Pseudomonas aeruginosa y Klebsiella pneumoniae	neumonia gramnegativa pseudomonas aeruginosa y klebsiella pneumoniae	32275347_ES	32275347_ES	32275347_ES
neumonía en la zona inferior del pulmón	ENFERMEDAD	1	0.5	1	neumonía en el zona inferior de+el pulmón			neumonía en la zona inferior del pulmón	neumonia en la zona inferior del pulmon	32238024_ES	32238024_ES	32238024_ES
neumonía bacteriana	ENFERMEDAD	1	0.5	1	neumonía bacteriano	53084003		neumonía bacteriana	neumonia bacteriana	32292053_ES		32292053_ES
neumonía atípica o vírica	ENFERMEDAD	1	0.5	1	neumonía atípico o vírico			neumonía atípica o vírica	neumonia atipica o virica	32292915_ES	32292915_ES	
neumonía atípica grave	ENFERMEDAD	1	0.5	1	neumonía atípico grave	233606009		neumonía atípica grave	neumonia atipica grave	32119083_ES	32119083_ES	32119083_ES
neumonía asociada al respirador	ENFERMEDAD	1	0.5	1	neumonía asociar a+el respirador			neumonía asociada al respirador	neumonia asociada al respirador	32623310_ES		32623310_ES
neumonitis intersticial	ENFERMEDAD	1	0.5	1	neumonitis intersticial	64667001	C0206061	neumonitis intersticial	neumonitis intersticial	32222713_ES	32222713_ES	32222713_ES
neumonitis inducida	ENFERMEDAD	1	0.5	1	neumonitis inducir			neumonitis inducida	neumonitis inducida	32198834_ES	32198834_ES	32198834_ES
neumomediastino	ENFERMEDAD	1	0.5	1	neumomediastino			neumomediastino	neumomediastino	32583150B_ES	32583150B_ES	32583150B_ES
neumocistosis	ENFERMEDAD	1	0.5	1	neumocistosis	88860002	C1535939	neumocistosis	neumocistosis	32198834_ES	32198834_ES	32198834_ES
neoplasia maligna	ENFERMEDAD	1	0.5	1	neoplasia maligno	367651003, 363346000	C0006826, C1288351	neoplasia maligna	neoplasia maligna	32601756_ES		32601756_ES
nefropatía resistente a inmunoglobulinas	ENFERMEDAD	1	0.5	1	nefropatía resistente a inmunoglobulina			nefropatía resistente a inmunoglobulinas	nefropatia resistente a inmunoglobulinas	32640066_ES	32640066_ES	32640066_ES
nefropatía crónica en estadio 3a	ENFERMEDAD	1	0.5	1	nefropatía crónico en estadío 3 a			nefropatía crónica en estadio 3a	nefropatia cronica en estadio 3a	32622819A_ES	32622819A_ES	32622819A_ES
nefropatía atípica	ENFERMEDAD	1	0.5	1	nefropatía atípico			nefropatía atípica	nefropatia atipica	32639461_ES	32639461_ES	32639461_ES
nefrolitiasis	ENFERMEDAD	1	0.5	1	nefrolitiasis	56491003	C0392525	nefrolitiasis	nefrolitiasis	32292915_ES	32292915_ES	32292915_ES
necrosis con ulceración de la mucosa de 12mm en cara anterior del ciego	ENFERMEDAD	1	0.5	1	necrosis con ulceración de el mucosa de 12 mm en cara anterior de+el ciego			necrosis con ulceración de la mucosa de 12mm en cara anterior del ciego	necrosis con ulceracion de la mucosa de 12mm en cara anterior del ciego	32402416­_ES	32402416­_ES	32402416­_ES
muerte cerebral	ENFERMEDAD	1	0.5	1	muerte cerebral			muerte cerebral	muerte cerebral	32583150A_ES	32583150A_ES	32583150A_ES
mucopolisacaridosis de tipo I H	ENFERMEDAD	1	0.5	1	mucopolisacaridosis de tipo I H			mucopolisacaridosis de tipo I H	mucopolisacaridosis de tipo I H	32423738_ES	32423738_ES	32423738_ES
mononucleosis aguda	ENFERMEDAD	1	0.5	1	mononucleosis agudo			mononucleosis aguda	mononucleosis aguda	32352486_ES		32352486_ES
miopericarditis recurrente	ENFERMEDAD	1	0.5	1	miopericarditis recurrente			miopericarditis recurrente	miopericarditis recurrente	32607304_Es	32607304_Es	32607304_Es
miopatía en el bíceps braquial	ENFERMEDAD	1	0.5	1	miopatía en el bíceps braquial			miopatía en el bíceps braquial	miopatia en el biceps braquial	32619798_ES	32619798_ES	32619798_ES
miopatía	ENFERMEDAD	1	0.5	1	miopatía	52794005, 129565002		miopatía	miopatia	32619798_ES	32619798_ES	32619798_ES
miocarditis linfocítica aguda no vírica	ENFERMEDAD	1	0.5	1	miocarditis linfocítico agudo no vírico			miocarditis linfocítica aguda no vírica	miocarditis linfocitica aguda no virica	32267502_ES	32267502_ES	32267502_ES
miocarditis fulminante	ENFERMEDAD	1	0.5	1	miocarditis fulminante			miocarditis fulminante	miocarditis fulminante	32277408_ES	32277408_ES	32277408_ES
miocarditis combinada	ENFERMEDAD	1	0.5	1	miocarditis combinar			miocarditis combinada	miocarditis combinada	32282027_ES	32282027_ES	32282027_ES
miocardiopatía infiltrativa	ENFERMEDAD	1	0.5	1	miocardiopatía infiltrativo			miocardiopatía infiltrativa	miocardiopatia infiltrativa	32622819B_ES	32622819B_ES	32622819B_ES
migraña	ENFERMEDAD	1	0.5	1	migraña	37796009		migraña	migrana	3229222_ES	3229222_ES	3229222_ES
microhemorragias del	ENFERMEDAD	1	0.5	1	microhemorragia de+el			microhemorragias del	microhemorragias del	32639461_ES	32639461_ES	32639461_ES
microhemorragia subaracnoidea en el lóbulo frontal	ENFERMEDAD	1	0.5	1	microhemorragia subaracnoideo en el lóbulo frontal			microhemorragia subaracnoidea en el lóbulo frontal	microhemorragia subaracnoidea en el lobulo frontal	32294340_ES	32294340_ES	32294340_ES
microangiopatía	ENFERMEDAD	1	0.5	1	microangiopatía	58729003, 57223003		microangiopatía	microangiopatia	32617903A_ES	32617903A_ES	32617903A_ES
metástasis óseas sintomáticas	ENFERMEDAD	1	0.5	1	metástasis óseo sintomático			metástasis óseas sintomáticas	metastasis oseas sintomaticas	32247642_ES	32247642_ES	32247642_ES
metástasis	ENFERMEDAD	1	0.5	1	metástasis	14799000		metástasis	metastasis	32165205_ES	32165205_ES	32165205_ES
metastásica	ENFERMEDAD	1	0.5	1	metastásico			metastásica	metastasica	32165205_ES	32165205_ES	32165205_ES
metaplasia escamosa	ENFERMEDAD	1	0.5	1	metaplasia escamoso	83577005	C0025570, C1367969	metaplasia escamosa	metaplasia escamosa	32638890_ES	32638890_ES	32638890_ES
meningitis bacteriana	ENFERMEDAD	1	0.5	1	meningitis bacteriano	95883001	C0085437	meningitis bacteriana	meningitis bacteriana	32607564_ES	32607564_ES	32607564_ES
meningitis	ENFERMEDAD	1	0.5	1	meningitis	7180009	C0025289	meningitis	meningitis	32292054_ES	32292054_ES	32292054_ES
meningioma frontal	ENFERMEDAD	1	0.5	1	meningioma frontal			meningioma frontal	meningioma frontal	32631645_ES	32631645_ES	32631645_ES
mastocitosis sistémica	ENFERMEDAD	1	0.5	1	mastocitosis sistémico	70910003		mastocitosis sistémica	mastocitosis sistemica	32622819B_ES		32622819B_ES
mastitis	ENFERMEDAD	1	0.5	1	mastitis	45198002, 266579006	C0024894, C3495439	mastitis	mastitis	32161941_ES	32161941_ES	32161941_ES
macrohematuria	ENFERMEDAD	1	0.5	1	macrohematuria	197941005	C0473237	macrohematuria	macrohematuria	32622819A_ES	32622819A_ES	32622819A_ES
líquido en la cavidad peritoneal	ENFERMEDAD	1	0.5	1	líquido en el cavidad peritoneal	207253004		líquido en la cavidad peritoneal	liquido en la cavidad peritoneal	32351657_ES	32351657_ES	32351657_ES
líquido bronquial	ENFERMEDAD	1	0.5	1	líquido bronquial	725133006		líquido bronquial	liquido bronquial	32622819A_ES	32622819A_ES	32622819A_ES
líquido amniótico con meconio	ENFERMEDAD	1	0.5	1	líquido amniótico con meconio	249135009		líquido amniótico con meconio	liquido amniotico con meconio	32161941_ES	32161941_ES	32161941_ES
lupus eritematoso diseminado	ENFERMEDAD	1	0.5	1	lupus eritematoso diseminar	55464009	C0024141	lupus eritematoso diseminado	lupus eritematoso diseminado	32276139_ES	32276139_ES	32276139_ES
lumbociática crónica	ENFERMEDAD	1	0.5	1	lumbociática crónico			lumbociática crónica	lumbociatica cronica	3229222_ES	3229222_ES	3229222_ES
litiasis biliar	ENFERMEDAD	1	0.5	1	litiasis biliar			litiasis biliar	litiasis biliar	32653210_ES		32653210_ES
linfopenia	ENFERMEDAD	1	0.5	1	linfopenia	48813009	C0024312, C0300946	linfopenia	linfopenia	32318729_ES	32318729_ES	32318729_ES
linfoma linfoblástico B	ENFERMEDAD	1	0.5	1	linfoma linfoblástico B			linfoma linfoblástico B	linfoma linfoblastico B	32633439_ES	32633439_ES	32633439_ES
linfoma de células del manto	ENFERMEDAD	1	0.5	1	linfoma de célula de+el manto	443487006, 74654000		linfoma de células del manto	linfoma de celulas del manto	32615155_ES	32615155_ES	32615155_ES
linfoadenopatías	ENFERMEDAD	1	0.5	1	linfoadenopatía	30746006		linfoadenopatías	linfoadenopatias	32601756_ES	32601756_ES	32601756_ES
leucopenia	ENFERMEDAD	1	0.5	1	leucopenia	419188005, 84828003	C0023530, C0750394	leucopenia	leucopenia	32318729_ES	32318729_ES	32318729_ES
leucoencefalopatía	ENFERMEDAD	1	0.5	1	leucoencefalopatía	22811006		leucoencefalopatía	leucoencefalopatia	32586752_ES		32586752_ES
leucocitopenia leve	ENFERMEDAD	1	0.5	1	leucocitopenia leve			leucocitopenia leve	leucocitopenia leve	32250095_ES	32250095_ES	32250095_ES
lesión renal	ENFERMEDAD	1	0.5	1	lesión renal			lesión renal	lesion renal	32292867_ES	32292867_ES	32292867_ES
lesión pulmonar aguda típica de sars-cov-2	ENFERMEDAD	1	0.5	1	lesión pulmonar agudo típico de sars-cov-2			lesión pulmonar aguda típica de SARS-CoV-2	lesion pulmonar aguda tipica de sarscov2	32635747_ES		32635747_ES
lesión isquémica	ENFERMEDAD	1	0.5	1	lesión isquémico			lesión isquémica	lesion isquemica	32562891_ES	32562891_ES	32562891_ES
lesión hepática aguda grave	ENFERMEDAD	1	0.5	1	lesión hepático agudo grave			lesión hepática aguda grave	lesion hepatica aguda grave	32635747_ES	32635747_ES	32635747_ES
lesión eritematosa endurecida de la pierna	ENFERMEDAD	1	0.5	1	lesión eritematoso endurecer de el pierna			lesión eritematosa endurecida de la pierna	lesion eritematosa endurecida de la pierna	32425356_ES	32425356_ES	32425356_ES
lesión eritematosa endurecida de la piel abdominal	ENFERMEDAD	1	0.5	1	lesión eritematoso endurecer de el piel abdominal			lesión eritematosa endurecida de la piel abdominal	lesion eritematosa endurecida de la piel abdominal	32425356_ES	32425356_ES	32425356_ES
lesiones renales agudas	ENFERMEDAD	1	0.5	1	lesión renal agudo			lesiones renales agudas	lesiones renales agudas	32360439-C_ES	32360439-C_ES	32360439-C_ES
lesiones purpúricas acras	ENFERMEDAD	1	0.5	1	lesión purpúrico acra			lesiones purpúricas acras	lesiones purpuricas acras	32585767_ES	32585767_ES	32585767_ES
lesiones pulmonares moderadas	ENFERMEDAD	1	0.5	1	lesión pulmonar moderar			lesiones pulmonares moderadas	lesiones pulmonares moderadas	32638347A_ES	32638347A_ES	32638347A_ES
lesiones pulmonares causadas por la covid-19	ENFERMEDAD	1	0.5	1	lesión pulmonar causar por el covid-19			lesiones pulmonares causadas por la COVID-19	lesiones pulmonares causadas por la covid19	32351657_ES	32351657_ES	32351657_ES
lesiones pruríticas eritematosas en las extremidades	ENFERMEDAD	1	0.5	1	lesión pruríticas eritematoso en el extremidad			lesiones pruríticas eritematosas en las extremidades	lesiones pruriticas eritematosas en las extremidades	32425356_ES	32425356_ES	32425356_ES
lesiones pruriginosas en ambos talones	ENFERMEDAD	1	0.5	1	lesión pruriginoso en ambos talón			lesiones pruriginosas en ambos talones	lesiones pruriginosas en ambos talones	32294264_ES	32294264_ES	32294264_ES
lesiones orofaríngeas	ENFERMEDAD	1	0.5	1	lesión orofaríngeo			lesiones orofaríngeas	lesiones orofaringeas	32593478_ES		32593478_ES
lesiones isquémicas hipóxicas	ENFERMEDAD	1	0.5	1	lesión isquémico hipóxico			lesiones isquémicas hipóxicas	lesiones isquemicas hipoxicas	32554425_ES	32554425_ES	32554425_ES
lesiones isquémicas amplias	ENFERMEDAD	1	0.5	1	lesión isquémico amplio			lesiones isquémicas amplias	lesiones isquemicas amplias	32554425_ES	32554425_ES	32554425_ES
lesiones hiperintensas difusas en el tálamo, cerebelo, mesencéfalo y sustancia gris y blanca tentorial	ENFERMEDAD	1	0.5	1	lesión hiperintenso difuso en el tálamo , cerebelo , mesencéfalo y sustancia gris y blanco tentorial			lesiones hiperintensas difusas en el tálamo, cerebelo, mesencéfalo y sustancia gris y blanca tentorial	lesiones hiperintensas difusas en el talamo cerebelo mesencefalo y sustancia gris y blanca tentorial	32651243_ES	32651243_ES	32651243_ES
lesiones herpéticas orales	ENFERMEDAD	1	0.5	1	lesión herpético oral			lesiones herpéticas orales	lesiones herpeticas orales	32292054_ES	32292054_ES	32292054_ES
lesiones eritematosas y las abrasiones de los labios	ENFERMEDAD	1	0.5	1	lesión eritematoso y el abrasión de el labio			lesiones eritematosas y las abrasiones de los labios	lesiones eritematosas y las abrasiones de los labios	32425356_ES	32425356_ES	32425356_ES
lesiones eritematosas en el rostro y el tronco	ENFERMEDAD	1	0.5	1	lesión eritematoso en el rostro y el tronco			lesiones eritematosas en el rostro y el tronco	lesiones eritematosas en el rostro y el tronco	32425356_ES	32425356_ES	32425356_ES
lesiones eritematosas en diana distribuidas por los lados dorsales y ventrales de las manos	ENFERMEDAD	1	0.5	1	lesión eritematoso en diana distribuir por el lado dorsal y ventral de el mano			lesiones eritematosas en diana distribuidas por los lados dorsales y ventrales de las manos	lesiones eritematosas en diana distribuidas por los lados dorsales y ventrales de las manos	32589314_ES	32589314_ES	32589314_ES
lesiones en otras regiones de los pulmones	ENFERMEDAD	1	0.5	1	lesión en otro región de el pulmón			lesiones en otras regiones de los pulmones	lesiones en otras regiones de los pulmones	32174057_ES		32174057_ES
lesiones en los pulmones	ENFERMEDAD	1	0.5	1	lesión en el pulmón			lesiones en los pulmones	lesiones en los pulmones	32208010_ES	32208010_ES	32208010_ES
lesiones en los pliegues crurales	ENFERMEDAD	1	0.5	1	lesión en el pliegue crural			lesiones en los pliegues crurales	lesiones en los pliegues crurales	32352487_ES		32352487_ES
lesiones en los dedos	ENFERMEDAD	1	0.5	1	lesión en el dedo			lesiones en los dedos	lesiones en los dedos	32292054_ES	32292054_ES	
lesiones en escarapela atípicas	ENFERMEDAD	1	0.5	1	lesión en escarapela atípico			lesiones en escarapela atípicas	lesiones en escarapela atipicas	32617169_ES	32617169_ES	32617169_ES
lesiones en ambos pulmones	ENFERMEDAD	1	0.5	1	lesión en ambos pulmón			lesiones en ambos pulmones	lesiones en ambos pulmones	32276139_ES	32276139_ES	32276139_ES
lesiones de los brazos	ENFERMEDAD	1	0.5	1	lesión de el brazo			lesiones de los brazos	lesiones de los brazos	32352486_ES	32352486_ES	32352486_ES
lesiones de la mano derecha que dieron positivo para staphylococcus aureus resistente a la meticilina	ENFERMEDAD	1	0.5	1	lesión de el mano derecho que dar positivo para staphylococcus aureus resistente a el meticilina			lesiones de la mano derecha que dieron positivo para Staphylococcus aureus resistente a la meticilina	lesiones de la mano derecha que dieron positivo para staphylococcus aureus resistente a la meticilina	32292054_ES	32292054_ES	32292054_ES
lesiones cerebrales	ENFERMEDAD	1	0.5	1	lesión cerebral			lesiones cerebrales	lesiones cerebrales	32651243_ES	32651243_ES	32651243_ES
lesiones bucales	ENFERMEDAD	1	0.5	1	lesión bucal			lesiones bucales	lesiones bucales	32425356_ES	32425356_ES	32425356_ES
lesiones acras o mucosas	ENFERMEDAD	1	0.5	1	lesión acra o mucoso			lesiones acras o mucosas	lesiones acras o mucosas	32352487_ES		32352487_ES
kawasaki atípico resistente	ENFERMEDAD	1	0.5	1	kawasaki atípico resistente			Kawasaki atípico resistente	kawasaki atipico resistente	32639461_ES	32639461_ES	32639461_ES
kawasaki	ENFERMEDAD	1	0.5	1	kawasaki			Kawasaki	kawasaki	32265235_ES	32265235_ES	
isquemia periférica en los dedos de la mano	ENFERMEDAD	1	0.5	1	isquemia periférico en el dedo de el mano			isquemia periférica en los dedos de la mano	isquemia periferica en los dedos de la mano	32359711_ES	32359711_ES	32359711_ES
isquemia mesentérica	ENFERMEDAD	1	0.5	1	isquemia mesentérico	235842000		isquemia mesentérica	isquemia mesenterica	32586778_ES	32586778_ES	32586778_ES
isquemia intestinal generalizada	ENFERMEDAD	1	0.5	1	isquemia intestinal generalizar			isquemia intestinal generalizada	isquemia intestinal generalizada	32351657_ES	32351657_ES	32351657_ES
isquemia del intestino ciego	ENFERMEDAD	1	0.5	1	isquemia de+el intestino ciego			isquemia del intestino ciego	isquemia del intestino ciego	32351657_ES	32351657_ES	32351657_ES
isquemia de sustancia blanca subcortical y periventricular profunda	ENFERMEDAD	1	0.5	1	isquemia de sustancia blanco subcortical y periventricular profundo			isquemia de sustancia blanca subcortical y periventricular profunda	isquemia de sustancia blanca subcortical y periventricular profunda	32586752_ES	32586752_ES	32586752_ES
isquemia de extremidades	ENFERMEDAD	1	0.5	1	isquemia de extremidad			isquemia de extremidades	isquemia de extremidades	32589931_ES	32589931_ES	32589931_ES
isquemia aguda	ENFERMEDAD	1	0.5	1	isquemia agudo			isquemia aguda	isquemia aguda	32353183_ES	32353183_ES	32353183_ES
isquemia	ENFERMEDAD	1	0.5	1	isquemia	52674009	C0022116	isquemia	isquemia	32351657_ES	32351657_ES	32351657_ES
intoxicación por metales pesados	ENFERMEDAD	1	0.5	1	intoxicación por metal pesar	317877007		intoxicación por metales pesados	intoxicacion por metales pesados	32588185_ES		32588185_ES
intolerancia fetal	ENFERMEDAD	1	0.5	1	intolerancia fetal			intolerancia fetal	intolerancia fetal	32590725_ES	32590725_ES	32590725_ES
intermitente	ENFERMEDAD	1	0.5	1	intermitente	7087005	C0205267	intermitente	intermitente	32618794_ES	32618794_ES	32618794_ES
insuficiencia suprarrenal	ENFERMEDAD	1	0.5	1	insuficiencia suprarrenal	68588005	C0405580	insuficiencia suprarrenal	insuficiencia suprarrenal	32635747_ES		32635747_ES
insuficiencia sistólica fronteriza del VI	ENFERMEDAD	1	0.5	1	insuficiencia sistólico fronterizo de+el VI			insuficiencia sistólica fronteriza del VI	insuficiencia sistolica fronteriza del VI	32427161_ES	32427161_ES	32427161_ES
insuficiencia respiratoria resistente	ENFERMEDAD	1	0.5	1	insuficiencia respiratorio resistente	409623005, 297107002, 51395007	C0035229, C0035229, C0035229	insuficiencia respiratoria resistente	insuficiencia respiratoria resistente	32583150B_ES	32583150B_ES	32583150B_ES
insuficiencia respiratoria moderada	ENFERMEDAD	1	0.5	1	insuficiencia respiratorio moderar	409623005, 297107002, 51395007	C0035229, C0035229, C0035229	insuficiencia respiratoria moderada	insuficiencia respiratoria moderada	32602267_ES	32602267_ES	32602267_ES
insuficiencia respiratoria hipóxica aguda	ENFERMEDAD	1	0.5	1	insuficiencia respiratorio hipóxico agudo	111282000	C0865850	insuficiencia respiratoria hipóxica aguda	insuficiencia respiratoria hipoxica aguda	32292915_ES	32292915_ES	32292915_ES
insuficiencia respiratoria hipoxémica grave	ENFERMEDAD	1	0.5	1	insuficiencia respiratorio hipoxémica grave	10676831000119101		insuficiencia respiratoria hipoxémica grave	insuficiencia respiratoria hipoxemica grave	32586778_ES	32586778_ES	32586778_ES
insuficiencia respiratoria hipocápnica hipoxémica	ENFERMEDAD	1	0.5	1	insuficiencia respiratorio hipocápnica hipoxémica	10676831000119101		insuficiencia respiratoria hipocápnica hipoxémica	insuficiencia respiratoria hipocapnica hipoxemica	32399451_ES	32399451_ES	32399451_ES
insuficiencia respiratoria crónica	ENFERMEDAD	1	0.5	1	insuficiencia respiratorio crónico	427896006		insuficiencia respiratoria crónica	insuficiencia respiratoria cronica	32638347A_ES	32638347A_ES	32638347A_ES
insuficiencia respiratoria aguda hipóxica	ENFERMEDAD	1	0.5	1	insuficiencia respiratorio agudo hipóxico	709111008		insuficiencia respiratoria aguda hipóxica	insuficiencia respiratoria aguda hipoxica	32222713_ES	32222713_ES	32222713_ES
insuficiencia renal terminal	ENFERMEDAD	1	0.5	1	insuficiencia renal terminal	46177005	C0022661	insuficiencia renal terminal	insuficiencia renal terminal	32222713_ES	32222713_ES	32222713_ES
insuficiencia pulmonar	ENFERMEDAD	1	0.5	1	insuficiencia pulmonar	91434003	C0034088	insuficiencia pulmonar	insuficiencia pulmonar	32583150A_ES	32583150A_ES	32583150A_ES
insuficiencia mitral y aórtica	ENFERMEDAD	1	0.5	1	insuficiencia mitral y aórtico	194735004		insuficiencia mitral y aórtica	insuficiencia mitral y aortica	32639461_ES	32639461_ES	32639461_ES
insuficiencia miocárdica	ENFERMEDAD	1	0.5	1	insuficiencia miocárdico	84114007	C0018801, C1959583	insuficiencia miocárdica	insuficiencia miocardica	32360384_ES	32360384_ES	32360384_ES
insuficiencia del segundo injerto renal	ENFERMEDAD	1	0.5	1	insuficiencia de+el 2 injerto renal			insuficiencia del segundo injerto renal	insuficiencia del segundo injerto renal	32198834_ES	32198834_ES	32198834_ES
insuficiencia circulatoria	ENFERMEDAD	1	0.5	1	insuficiencia circulatorio	27942005, 125119000	C0036974, C1265580	insuficiencia circulatoria	insuficiencia circulatoria	32250095_ES	32250095_ES	32250095_ES
insuficiencia cardíaca leve	ENFERMEDAD	1	0.5	1	insuficiencia cardiaco leve	84114007	C0018801, C1959583	insuficiencia cardíaca leve	insuficiencia cardiaca leve	32635747_ES	32635747_ES	32635747_ES
insuficiencia aórtica ligeras	ENFERMEDAD	1	0.5	1	insuficiencia aórtico ligero			insuficiencia aórtica ligeras	insuficiencia aortica ligeras	32631645_ES	32631645_ES	32631645_ES
insuficiencia	ENFERMEDAD	1	0.5	1	insuficiencia	87828008	C0231179	insuficiencia	insuficiencia	32650881_ES	32650881_ES	32650881_ES
inmunodeficiencias hereditarias	ENFERMEDAD	1	0.5	1	inmunodeficiencia hereditario			inmunodeficiencias hereditarias	inmunodeficiencias hereditarias	32619736_ES		32619736_ES
ingestión de lejía	ENFERMEDAD	1	0.5	1	ingestión de lejía			ingestión de lejía	ingestion de lejia	32593478_ES	32593478_ES	32593478_ES
inflamatoria	ENFERMEDAD	1	0.5	1	inflamatorio			inflamatoria	inflamatoria	32650881_ES	32650881_ES	
inflamación multiorgánica secundaria	ENFERMEDAD	1	0.5	1	inflamación multiorgánico secundario			inflamación multiorgánica secundaria	inflamacion multiorganica secundaria	32427161_ES	32427161_ES	32427161_ES
infiltración tubular-intersticial de eosinófilos extensa	ENFERMEDAD	1	0.5	1	infiltración tubular-intersticial de eosinófilo extenso			infiltración tubular-intersticial de eosinófilos extensa	infiltracion tubularintersticial de eosinofilos extensa	32622819B_ES	32622819B_ES	32622819B_ES
infiltración en la musculatura vesical	ENFERMEDAD	1	0.5	1	infiltración en el musculatura vesical			infiltración en la musculatura vesical	infiltracion en la musculatura vesical	32622819A_ES	32622819A_ES	32622819A_ES
infiltración difusa bilateral en la zona inferior	ENFERMEDAD	1	0.5	1	infiltración difuso bilateral en el zona inferior			infiltración difusa bilateral en la zona inferior	infiltracion difusa bilateral en la zona inferior	32637086B_ES	32637086B_ES	32637086B_ES
infectados de covid-19	ENFERMEDAD	1	0.5	1	infectar de covid-19			infectados de COVID-19	infectados de covid19	32198834_ES		32198834_ES
infectado de sars-cov-2	ENFERMEDAD	1	0.5	1	infectar de sars-cov-2			infectado de SARS-CoV-2	infectado de sarscov2	32208010_ES	32208010_ES	32208010_ES
infección vírica por covid-19	ENFERMEDAD	1	0.5	1	infección vírico por covid-19			infección vírica por COVID-19	infeccion virica por covid19	32360439_ES	32360439_ES	32360439_ES
infección vírica de las vías respiratorias altas	ENFERMEDAD	1	0.5	1	infección vírico de el vía respiratorio alto	54150009		infección vírica de las vías respiratorias altas	infeccion virica de las vias respiratorias altas	32282312_ES	32282312_ES	32282312_ES
infección urinaria	ENFERMEDAD	1	0.5	1	infección urinario	68566005		infección urinaria	infeccion urinaria	32318729_ES	32318729_ES	32318729_ES
infección superpuesta de E. coli	ENFERMEDAD	1	0.5	1	infección superponer de E. coli			infección superpuesta de E. coli	infeccion superpuesta de E coli	32617223_ES	32617223_ES	
infección sobreañadida	ENFERMEDAD	1	0.5	1	infección sobreañadir			infección sobreañadida	infeccion sobreanadida	32222713_ES		32222713_ES
infección respiratoria por sars-cov-2	ENFERMEDAD	1	0.5	1	infección respiratorio por sars-cov-2			infección respiratoria por SARS-CoV-2	infeccion respiratoria por sarscov2	32267502_ES	32267502_ES	32267502_ES
infección reciente por sars-cov-2	ENFERMEDAD	1	0.5	1	infección reciente por sars-cov-2			infección reciente por SARS-CoV-2	infeccion reciente por sarscov2	32601756_ES	32601756_ES	32601756_ES
infección pulmonar por sars-cov-2	ENFERMEDAD	1	0.5	1	infección pulmonar por sars-cov-2			infección pulmonar por SARS-CoV-2	infeccion pulmonar por sarscov2	32638347B_ES	32638347B_ES	32638347B_ES
infección pulmonar bilateral	ENFERMEDAD	1	0.5	1	infección pulmonar bilateral			infección pulmonar bilateral	infeccion pulmonar bilateral	32292053_ES	32292053_ES	32292053_ES
infección previa por sars-cov-2	ENFERMEDAD	1	0.5	1	infección previo por sars-cov-2			infección previa por SARS-CoV-2	infeccion previa por sarscov2	32640066_ES	32640066_ES	32640066_ES
infección por virus sars-cov-2	ENFERMEDAD	1	0.5	1	infección por virus sars-cov-2			infección por virus SARS-CoV-2	infeccion por virus sarscov2	32360384_ES	32360384_ES	32360384_ES
infección por síndrome respiratorio agudo grave de coronavirus 2	ENFERMEDAD	1	0.5	1	infección por síndrome respiratorio agudo grave de coronavirus 2			infección por síndrome respiratorio agudo grave de coronavirus 2	infeccion por sindrome respiratorio agudo grave de coronavirus 2	32317275_ES	32317275_ES	32317275_ES
infección por ncov-19	ENFERMEDAD	1	0.5	1	infección por ncov-19			infección por nCoV-19	infeccion por ncov19	32196627_ES		32196627_ES
infección por mycoplasma pneumoniae	ENFERMEDAD	1	0.5	1	infección por micoplasma pneumoniae	59846002		infección por Mycoplasma pneumoniae	infeccion por mycoplasma pneumoniae	32417987_ES	32417987_ES	
infección por el virus del síndrome respiratorio agudo grave	ENFERMEDAD	1	0.5	1	infección por el virus de+el síndrome respiratorio agudo grave			infección por el virus del síndrome respiratorio agudo grave	infeccion por el virus del sindrome respiratorio agudo grave	32267140_ES	32267140_ES	32267140_ES
infección por citomegalovirus	ENFERMEDAD	1	0.5	1	infección por citomegalovirus	28944009		infección por citomegalovirus	infeccion por citomegalovirus	32554621_ES	32554621_ES	32554621_ES
infección por 2019-ncov	ENFERMEDAD	1	0.5	1	infección por 2019- ncov			infección por 2019-nCoV	infeccion por 2019ncov	32168162_ES	32168162_ES	32168162_ES
infección neonatal	ENFERMEDAD	1	0.5	1	infección neonatal	276675009		infección neonatal	infeccion neonatal	32161941_ES	32161941_ES	32161941_ES
infección herpética	ENFERMEDAD	1	0.5	1	infección herpético	23513009		infección herpética	infeccion herpetica	32589314_ES		32589314_ES
infección grave por covid-19	ENFERMEDAD	1	0.5	1	infección grave por covid-19			infección grave por COVID-19	infeccion grave por covid19	32423911_ES	32423911_ES	32423911_ES
infección grave	ENFERMEDAD	1	0.5	1	infección grave			infección grave	infeccion grave	32425356_ES	32425356_ES	32425356_ES
infección extratorácica	ENFERMEDAD	1	0.5	1	infección extratorácica			infección extratorácica	infeccion extratoracica	32623310_ES	32623310_ES	
