span_lower	label	doc_freq	doc_perc(%)	term_freq	lemma	snomedid	umls_cui	original_span	span_normalized	filename	filename_positive	filename_certain
RMN cerebral y raquídea	PROCEDIMIENTO	2	1.0	2	RMN cerebral y raquídeo			RMN cerebral y raquídea	RMN cerebral y raquidea	32605766_ES, 32601756_ES	32605766_ES, 32601756_ES	32605766_ES, 32601756_ES
RMC	PROCEDIMIENTO	1	0.5	2	RMC			RMC	RMC	32267502_ES	32267502_ES	32267502_ES
PCR de frotis nasofaríngeo	PROCEDIMIENTO	2	1.0	2	PCR de frotis nasofaríngeo			PCR de frotis nasofaríngeo	PCR de frotis nasofaringeo	32351657_ES, 32586752_ES	32351657_ES, 32586752_ES	32351657_ES, 32586752_ES
ARM	PROCEDIMIENTO	2	1.0	2	ARM			ARM	ARM	32360439-D_ES, 32639461_ES	32360439-D_ES, 32639461_ES	32360439-D_ES, 32639461_ES
vías respiratorias	PROCEDIMIENTO	1	0.5	1	vía respiratorio	181194006		vías respiratorias	vias respiratorias	32360439-C_ES	32360439-C_ES	32360439-C_ES
vitamina K1	PROCEDIMIENTO	1	0.5	1	vitamina K1			vitamina K1	vitamina K1	32161941_ES	32161941_ES	32161941_ES
virus neurotrópicos	PROCEDIMIENTO	1	0.5	1	virus neurotrópico			virus neurotrópicos	virus neurotropicos	32418288_ES	32418288_ES	32418288_ES
vial de meronepem	PROCEDIMIENTO	1	0.5	1	vial de meronepem			vial de meronepem	vial de meronepem	32637086A_ES	32637086A_ES	32637086A_ES
ventilación y el oxígeno	PROCEDIMIENTO	1	0.5	1	ventilación y el oxígeno			ventilación y el oxígeno	ventilacion y el oxigeno	32617903A_ES	32617903A_ES	32617903A_ES
ventilación oscilante de alta frecuencia	PROCEDIMIENTO	1	0.5	1	ventilación oscilante de alto frecuencia			ventilación oscilante de alta frecuencia	ventilacion oscilante de alta frecuencia	32554811_ES	32554811_ES	32554811_ES
ventilación mecánica y oxigenación por membrana extracorporal	PROCEDIMIENTO	1	0.5	1	ventilación mecánico y oxigenación por membrana extracorporal			ventilación mecánica y oxigenación por membrana extracorporal	ventilacion mecanica y oxigenacion por membrana extracorporal	32359711_ES	32359711_ES	32359711_ES
ventilación mecánica y fármacos inotrópicos	PROCEDIMIENTO	1	0.5	1	ventilación mecánico y fármaco inotrópico			ventilación mecánica y fármacos inotrópicos	ventilacion mecanica y farmacos inotropicos	32622483_ES	32622483_ES	32622483_ES
ventilación mecánica no invasiva con oxigenoterapia	PROCEDIMIENTO	1	0.5	1	ventilación mecánico no invasivo con oxigenoterapia			ventilación mecánica no invasiva con oxigenoterapia	ventilacion mecanica no invasiva con oxigenoterapia	32401344_ES	32401344_ES	32401344_ES
ventilación mecánica de bipresión	PROCEDIMIENTO	1	0.5	1	ventilación mecánico de bipresión			ventilación mecánica de bipresión	ventilacion mecanica de bipresion	32250095_ES	32250095_ES	32250095_ES
ventilación mecánica continua	PROCEDIMIENTO	1	0.5	1	ventilación mecánico continuo	25638009		ventilación mecánica continua	ventilacion mecanica continua	32607304_Es	32607304_Es	32607304_Es
ventilación mecánica con alta presión positiva telespiratoria	PROCEDIMIENTO	1	0.5	1	ventilación mecánico con alto presión positivo telespiratoria			ventilación mecánica con alta presión positiva telespiratoria	ventilacion mecanica con alta presion positiva telespiratoria	32222713_ES	32222713_ES	32222713_ES
ventilación espontánea	PROCEDIMIENTO	1	0.5	1	ventilación espontáneo	129895003		ventilación espontánea	ventilacion espontanea	32360384_ES	32360384_ES	32360384_ES
ventilación en decúbito prono	PROCEDIMIENTO	1	0.5	1	ventilación en decúbito prono			ventilación en decúbito prono	ventilacion en decubito prono	32554811_ES	32554811_ES	32554811_ES
ventilación de alta frecuencia	PROCEDIMIENTO	1	0.5	1	ventilación de alto frecuencia	243154003		ventilación de alta frecuencia	ventilacion de alta frecuencia	32208010_ES	32208010_ES	32208010_ES
ventilación asistida	PROCEDIMIENTO	1	0.5	1	ventilación asistir			ventilación asistida	ventilacion asistida	32278585_ES	32278585_ES	32278585_ES
ventilación	PROCEDIMIENTO	1	0.5	1	ventilación	45444009		ventilación	ventilacion	32607564_ES	32607564_ES	32607564_ES
vacuna antituberculosa	PROCEDIMIENTO	1	0.5	1	vacunar antituberculoso	420538001	C0041305	vacuna antituberculosa	vacuna antituberculosa	32292053_ES	32292053_ES	32292053_ES
urocultivos y LCR	PROCEDIMIENTO	1	0.5	1	urocultivos y LCR			urocultivos y LCR	urocultivos y LCR	32318729_ES	32318729_ES	32318729_ES
trombólisis mediante catéter	PROCEDIMIENTO	1	0.5	1	trombólisis mediante catéter			trombólisis mediante catéter	trombolisis mediante cateter	32353183-B_ES	32353183-B_ES	32353183-B_ES
tromboemboloectomía	PROCEDIMIENTO	1	0.5	1	tromboemboloectomía			tromboemboloectomía	tromboemboloectomia	32353183_ES	32353183_ES	32353183_ES
tromboembolectomía de la arteria mesentérica superior	PROCEDIMIENTO	1	0.5	1	tromboembolectomía de el arteria mesentérico superior			tromboembolectomía de la arteria mesentérica superior	tromboembolectomia de la arteria mesenterica superior	32562891_ES	32562891_ES	32562891_ES
tromboectomía endovascular	PROCEDIMIENTO	1	0.5	1	tromboectomía endovascular			tromboectomía endovascular	tromboectomia endovascular	32424482_ES	32424482_ES	32424482_ES
tromboectomía de la arteria mesentérica superior	PROCEDIMIENTO	1	0.5	1	tromboectomía de el arteria mesentérico superior			tromboectomía de la arteria mesentérica superior	tromboectomia de la arteria mesenterica superior	32351657_ES	32351657_ES	32351657_ES
trombectomía de la extremidad superior derecha	PROCEDIMIENTO	1	0.5	1	trombectomía de el extremidad superior derecha			trombectomía de la extremidad superior derecha	trombectomia de la extremidad superior derecha	32589931_ES	32589931_ES	32589931_ES
trombectomía convencional en la extremidad inferior derecha	PROCEDIMIENTO	1	0.5	1	trombectomía convencional en el extremidad inferior derecha			trombectomía convencional en la extremidad inferior derecha	trombectomia convencional en la extremidad inferior derecha	32589931_ES	32589931_ES	32589931_ES
trombectomía	PROCEDIMIENTO	1	0.5	1	trombectomía	43810009		trombectomía	trombectomia	32586778_ES	32586778_ES	32586778_ES
tratamientos inmunosupresores con glucocorticoides	PROCEDIMIENTO	1	0.5	1	tratamiento inmunosupresor con glucocorticoide			tratamientos inmunosupresores con glucocorticoides	tratamientos inmunosupresores con glucocorticoides	32622819A_ES	32622819A_ES	32622819A_ES
tratamientos farmacológicos	PROCEDIMIENTO	1	0.5	1	tratamiento farmacológico	416608005		tratamientos farmacológicos	tratamientos farmacologicos	32360384_ES		32360384_ES
tratamientos antivírico y antibiótico	PROCEDIMIENTO	1	0.5	1	tratamiento antivírico y antibiótico			tratamientos antivírico y antibiótico	tratamientos antivirico y antibiotico	32623310_ES		32623310_ES
tratamiento provisional de	PROCEDIMIENTO	1	0.5	1	tratamiento provisional de			tratamiento provisional de	tratamiento provisional de	32639064_ES	32639064_ES	32639064_ES
tratamiento preventivo anticoagulante	PROCEDIMIENTO	1	0.5	1	tratamiento preventivo anticoagulante			tratamiento preventivo anticoagulante	tratamiento preventivo anticoagulante	32402687_ES	32402687_ES	32402687_ES
tratamiento prenatal	PROCEDIMIENTO	1	0.5	1	tratamiento prenatal			tratamiento prenatal	tratamiento prenatal	32320556_ES	32320556_ES	32320556_ES
tratamiento local con corticosteroides	PROCEDIMIENTO	1	0.5	1	tratamiento local con corticosteroide			tratamiento local con corticosteroides	tratamiento local con corticosteroides	32294264_ES	32294264_ES	32294264_ES
tratamiento diurético	PROCEDIMIENTO	1	0.5	1	tratamiento diurético	722048006		tratamiento diurético	tratamiento diuretico	32423738_ES	32423738_ES	32423738_ES
tratamiento con metilprednisolona	PROCEDIMIENTO	1	0.5	1	tratamiento con metilprednisolona	309807009	C0587279	tratamiento con metilprednisolona	tratamiento con metilprednisolona	32612465A_ES	32612465A_ES	32612465A_ES
tratamiento con integrilin	PROCEDIMIENTO	1	0.5	1	tratamiento con integrilin			tratamiento con Integrilin	tratamiento con integrilin	32360439-B_ES	32360439-B_ES	32360439-B_ES
tratamiento con inhalador de ciclesonida	PROCEDIMIENTO	1	0.5	1	tratamiento con inhalador de ciclesonida			tratamiento con inhalador de ciclesonida	tratamiento con inhalador de ciclesonida	32611659_ES	32611659_ES	32611659_ES
tratamiento con hidroxicloroquina y antivíricos	PROCEDIMIENTO	1	0.5	1	tratamiento con hidroxicloroquina y antivírico	782709005		tratamiento con hidroxicloroquina y antivíricos	tratamiento con hidroxicloroquina y antiviricos	32593338_ES	32593338_ES	32593338_ES
tratamiento con esteroides	PROCEDIMIENTO	1	0.5	1	tratamiento con esteroide	297279009	C0149783	tratamiento con esteroides	tratamiento con esteroides	32554621_ES	32554621_ES	32554621_ES
tratamiento con corticosteroides i.v	PROCEDIMIENTO	1	0.5	1	tratamiento con corticosteroide i . v			tratamiento con corticosteroides i.v	tratamiento con corticosteroides iv	32245909_ES	32245909_ES	32245909_ES
tratamiento con corticoesteroides	PROCEDIMIENTO	1	0.5	1	tratamiento con corticoesteroides			tratamiento con corticoesteroides	tratamiento con corticoesteroides	32601756_ES	32601756_ES	32601756_ES
tratamiento con arbidol	PROCEDIMIENTO	1	0.5	1	tratamiento con arbidol			tratamiento con arbidol	tratamiento con arbidol	32119083_ES	32119083_ES	32119083_ES
tratamiento con antibióticos e hidroxicloroquina	PROCEDIMIENTO	1	0.5	1	tratamiento con antibiótico y hidroxicloroquina	782709005		tratamiento con antibióticos e hidroxicloroquina	tratamiento con antibioticos e hidroxicloroquina	32399450_ES	32399450_ES	32399450_ES
tratamiento combinado de antirretrovirales	PROCEDIMIENTO	1	0.5	1	tratamiento combinar de antirretroviral			tratamiento combinado de antirretrovirales	tratamiento combinado de antirretrovirales	32399950_ES	32399950_ES	32399950_ES
tratamiento antivírico y antiinfeccioso	PROCEDIMIENTO	1	0.5	1	tratamiento antivírico y antiinfeccioso			tratamiento antivírico y antiinfeccioso	tratamiento antivirico y antiinfeccioso	32208010_ES	32208010_ES	32208010_ES
tratamiento antiviral	PROCEDIMIENTO	1	0.5	1	tratamiento antiviral	427314002	C0280274	tratamiento antiviral	tratamiento antiviral	3229222_ES	3229222_ES	3229222_ES
tratamiento antituberculoso	PROCEDIMIENTO	1	0.5	1	tratamiento antituberculoso			tratamiento antituberculoso	tratamiento antituberculoso	32609542_ES	32609542_ES	32609542_ES
tratamiento antitrombótico	PROCEDIMIENTO	1	0.5	1	tratamiento antitrombótico			tratamiento antitrombótico	tratamiento antitrombotico	32637327A_ES	32637327A_ES	32637327A_ES
tratamiento antiinfeccioso	PROCEDIMIENTO	1	0.5	1	tratamiento antiinfeccioso			tratamiento antiinfeccioso	tratamiento antiinfeccioso	32277408_ES	32277408_ES	32277408_ES
tratamiento antihistamínico	PROCEDIMIENTO	1	0.5	1	tratamiento antihistamínico			tratamiento antihistamínico	tratamiento antihistaminico	32294273_ES	32294273_ES	32294273_ES
tratamiento anticoagulante terapéutico), diuréticos y antibióticos	PROCEDIMIENTO	1	0.5	1	tratamiento anticoagulante terapéutico ) , diurético y antibiótico			tratamiento anticoagulante terapéutico), diuréticos y antibióticos	tratamiento anticoagulante terapeutico diureticos y antibioticos	32638347B_ES	32638347B_ES	32638347B_ES
tratado con glucocorticoides	PROCEDIMIENTO	1	0.5	1	tratar con glucocorticoide			tratado con glucocorticoides	tratado con glucocorticoides	32606044_ES	32606044_ES	32606044_ES
tratada con corticoesteroides	PROCEDIMIENTO	1	0.5	1	tratar con corticoesteroides			tratada con corticoesteroides	tratada con corticoesteroides	32615807B_ES	32615807B_ES	32615807B_ES
tratada con antibióticos	PROCEDIMIENTO	1	0.5	1	tratar con antibiótico			tratada con antibióticos	tratada con antibioticos	32399449-B_ES	32399449-B_ES	32399449-B_ES
trasplante cardíaco	PROCEDIMIENTO	1	0.5	1	trasplante cardíaco	32413006		trasplante cardíaco	trasplante cardiaco	32586752_ES	32586752_ES	32586752_ES
transfusión de trombocitos	PROCEDIMIENTO	1	0.5	1	transfusión de trombocito	12719002		transfusión de trombocitos	transfusion de trombocitos	32294340_ES	32294340_ES	32294340_ES
transfusión	PROCEDIMIENTO	1	0.5	1	transfusión	5447007		transfusión	transfusion	32590725_ES	32590725_ES	32590725_ES
transfusiones de sangre y de trombocitos	PROCEDIMIENTO	1	0.5	1	transfusión de sangre y de trombocito			transfusiones de sangre y de trombocitos	transfusiones de sangre y de trombocitos	32636116_ES	32636116_ES	32636116_ES
transfundió	PROCEDIMIENTO	1	0.5	1	transfundir			transfundió	transfundio	32636116_ES	32636116_ES	32636116_ES
transesofágico	PROCEDIMIENTO	1	0.5	1	transesofágico	103383005		transesofágico	transesofagico	32622819B_ES	32622819B_ES	32622819B_ES
transductor convexo portátil	PROCEDIMIENTO	1	0.5	1	transductor convexo portátil			transductor convexo portátil	transductor convexo portatil	32196627_ES	32196627_ES	32196627_ES
toracocentesis	PROCEDIMIENTO	1	0.5	1	toracocentesis	91602002	C0189477	toracocentesis	toracocentesis	32609542_ES	32609542_ES	32609542_ES
timpanometría endoscópica	PROCEDIMIENTO	1	0.5	1	timpanometría endoscópico			timpanometría endoscópica	timpanometria endoscopica	32207255_ES	32207255_ES	32207255_ES
test de evaluación cognitiva montreal	PROCEDIMIENTO	1	0.5	1	test de evaluación cognitivo montreal			Test de Evaluación Cognitiva Montreal	test de evaluacion cognitiva montreal	32593478_ES	32593478_ES	32593478_ES
terapias biológicas	PROCEDIMIENTO	1	0.5	1	terapia biológico			terapias biológicas	terapias biologicas	32554621_ES	32554621_ES	32554621_ES
terapia paliativa	PROCEDIMIENTO	1	0.5	1	terapia paliativo			terapia paliativa	terapia paliativa	32622819B_ES	32622819B_ES	32622819B_ES
terapia de rehidratación	PROCEDIMIENTO	1	0.5	1	terapia de rehidratación			terapia de rehidratación	terapia de rehidratacion	32073161_ES	32073161_ES	32073161_ES
terapia de inhalación de oxígeno	PROCEDIMIENTO	1	0.5	1	terapia de inhalación de oxígeno			terapia de inhalación de oxígeno	terapia de inhalacion de oxigeno	32073161_ES	32073161_ES	32073161_ES
terapia de antiagregantes plaquetarios	PROCEDIMIENTO	1	0.5	1	terapia de antiagregantes plaquetario			terapia de antiagregantes plaquetarios	terapia de antiagregantes plaquetarios	32363351_ES	32363351_ES	32363351_ES
terapia con glucocorticoides	PROCEDIMIENTO	1	0.5	1	terapia con glucocorticoide			terapia con glucocorticoides	terapia con glucocorticoides	32622819B_ES	32622819B_ES	32622819B_ES
terapia con corticoesteroides i.v	PROCEDIMIENTO	1	0.5	1	terapia con corticoesteroides i . v			terapia con corticoesteroides i.v	terapia con corticoesteroides iv	32601756_ES	32601756_ES	32601756_ES
terapia antivírica a inmunomodulación	PROCEDIMIENTO	1	0.5	1	terapia antivírico a inmunomodulación			terapia antivírica a inmunomodulación	terapia antivirica a inmunomodulacion	32554811_ES	32554811_ES	32554811_ES
terapia antimicrobiana	PROCEDIMIENTO	1	0.5	1	terapia antimicrobiano			terapia antimicrobiana	terapia antimicrobiana	32222713_ES	32222713_ES	32222713_ES
terapia antiinfecciosa	PROCEDIMIENTO	1	0.5	1	terapia antiinfeccioso			terapia antiinfecciosa	terapia antiinfecciosa	32174057_ES	32174057_ES	32174057_ES
terapia antifibrótica	PROCEDIMIENTO	1	0.5	1	terapia antifibrótica			terapia antifibrótica	terapia antifibrotica	32631838_ES	32631838_ES	32631838_ES
tep/tc con 15-fdg	PROCEDIMIENTO	1	0.5	1	tep / tc con 15- fdg			TEP/TC con 15-FDG	teptc con 15fdg	32622819B_ES	32622819B_ES	32622819B_ES
tensioactivos y ventilación	PROCEDIMIENTO	1	0.5	1	tensioactivo y ventilación			tensioactivos y ventilación	tensioactivos y ventilacion	32594429_ES	32594429_ES	32594429_ES
soporte inotrópico	PROCEDIMIENTO	1	0.5	1	soporte inotrópico			soporte inotrópico	soporte inotropico	32427161_ES	32427161_ES	32427161_ES
soporte hemodinámico	PROCEDIMIENTO	1	0.5	1	soporte hemodinámico			soporte hemodinámico	soporte hemodinamico	32639461_ES	32639461_ES	32639461_ES
sonda nasogástrica	PROCEDIMIENTO	1	0.5	1	sonda nasogástrico	17102003		sonda nasogástrica	sonda nasogastrica	32617223_ES	32617223_ES	32617223_ES
sigmoidoscopia	PROCEDIMIENTO	1	0.5	1	sigmoidoscopia	24420007	C0037075	sigmoidoscopia	sigmoidoscopia	32245909_ES	32245909_ES	32245909_ES
serología para hepatitis B y C, VIH	PROCEDIMIENTO	1	0.5	1	serología para hepatitis B y C , VIH			serología para hepatitis B y C, VIH	serologia para hepatitis B y C VIH	32653906_ES	32653906_ES	32653906_ES
serología de sars-cov-2	PROCEDIMIENTO	1	0.5	1	serología de sars-cov-2			serología de SARS-CoV-2	serologia de sarscov2	32653960_ES	32653960_ES	32653960_ES
sedación continua	PROCEDIMIENTO	1	0.5	1	sedación continuo			sedación continua	sedacion continua	32637327A_ES	32637327A_ES	32637327A_ES
saturación de oxígeno	PROCEDIMIENTO	1	0.5	1	saturación de oxígeno	103228002		saturación de oxígeno	saturacion de oxigeno	32607304_Es	32607304_Es	32607304_Es
sars-cov-2	PROCEDIMIENTO	1	0.5	1	sars-cov-2	840533007		SARS-CoV-2	sarscov2	32639461_ES	32639461_ES	32639461_ES
rt-qpcr	PROCEDIMIENTO	1	0.5	1	rt-qpcr			RT-qPCR	rtqpcr	32638890_ES	32638890_ES	32638890_ES
rt-pcr semicuantitativa	PROCEDIMIENTO	1	0.5	1	rt-pcr semicuantitativo			RT-PCR semicuantitativa	rtpcr semicuantitativa	32615155_ES	32615155_ES	32615155_ES
rt-pcr para covid-19	PROCEDIMIENTO	1	0.5	1	rt-pcr para covid-19			RT-PCR para COVID-19	rtpcr para covid19	32165205_ES	32165205_ES	32165205_ES
rt-pcr del esputo	PROCEDIMIENTO	1	0.5	1	rt-pcr de+el esputo			RT-PCR del esputo	rtpcr del esputo	32119083_ES	32119083_ES	32119083_ES
rt-pcr de muestras de esputo	PROCEDIMIENTO	1	0.5	1	rt-pcr de muestra de esputo			RT-PCR de muestras de esputo	rtpcr de muestras de esputo	32359711_ES	32359711_ES	32359711_ES
rt-pcr de los frotis faríngeos y de heces	PROCEDIMIENTO	1	0.5	1	rt-pcr de el frotis faríngeo y de hez			RT-PCR de los frotis faríngeos y de heces	rtpcr de los frotis faringeos y de heces	32119083_ES	32119083_ES	32119083_ES
rt-pcr de frotis faríngeos	PROCEDIMIENTO	1	0.5	1	rt-pcr de frotis faríngeo			RT-PCR de frotis faríngeos	rtpcr de frotis faringeos	32329981_ES	32329981_ES	32329981_ES
rt-pcr de fluorescencia	PROCEDIMIENTO	1	0.5	1	rt-pcr de fluorescencia			RT-PCR de fluorescencia	rtpcr de fluorescencia	32232784_ES	32232784_ES	32232784_ES
rinoscópica anterior	PROCEDIMIENTO	1	0.5	1	rinoscópica anterior			rinoscópica anterior	rinoscopica anterior	32267483_ES	32267483_ES	32267483_ES
revascularización urgente de la extremidad inferior	PROCEDIMIENTO	1	0.5	1	revascularización urgente de el extremidad inferior	233505002		revascularización urgente de la extremidad inferior	revascularizacion urgente de la extremidad inferior	32589931_ES	32589931_ES	32589931_ES
reumatológica	PROCEDIMIENTO	1	0.5	1	reumatológico			reumatológica	reumatologica	32639461_ES	32639461_ES	32639461_ES
retirar la respiración asistida	PROCEDIMIENTO	1	0.5	1	retirar el respiración asistir			retirar la respiración asistida	retirar la respiracion asistida	32399694­­_ES	32399694­­_ES	32399694­­_ES
retirar la oxigenoterapia	PROCEDIMIENTO	1	0.5	1	retirar el oxigenoterapia			retirar la oxigenoterapia	retirar la oxigenoterapia	32638347C_ES	32638347C_ES	32638347C_ES
retirada de la heparina y los antibióticos	PROCEDIMIENTO	1	0.5	1	retirar de el heparina y el antibiótico			retirada de la heparina y los antibióticos	retirada de la heparina y los antibioticos	32294340_ES	32294340_ES	32294340_ES
respiración asistida y alta presión positiva telespiratoria	PROCEDIMIENTO	1	0.5	1	respiración asistir y alto presión positivo telespiratoria			respiración asistida y alta presión positiva telespiratoria	respiracion asistida y alta presion positiva telespiratoria	32198834_ES	32198834_ES	32198834_ES
respiración asistida para protección de los pulmones	PROCEDIMIENTO	1	0.5	1	respiración asistir para protección de el pulmón			respiración asistida para protección de los pulmones	respiracion asistida para proteccion de los pulmones	32426200_ES	32426200_ES	32426200_ES
respiración asistida no invasiva	PROCEDIMIENTO	1	0.5	1	respiración asistir no invasivo			respiración asistida no invasiva	respiracion asistida no invasiva	32275347_ES	32275347_ES	32275347_ES
respiración asistida laríngea	PROCEDIMIENTO	1	0.5	1	respiración asistir laríngeo	266700009		respiración asistida laríngea	respiracion asistida laringea	32554811_ES	32554811_ES	32554811_ES
respiración asistida invasiva	PROCEDIMIENTO	1	0.5	1	respiración asistir invasivo	266700009		respiración asistida invasiva	respiracion asistida invasiva	32282871_ES	32282871_ES	32282871_ES
resonancia magnética nuclear	PROCEDIMIENTO	1	0.5	1	resonancia magnético nuclear	113091000		resonancia magnética nuclear	resonancia magnetica nuclear	32282027_ES	32282027_ES	32282027_ES
resonancia magnética	PROCEDIMIENTO	1	0.5	1	resonancia magnético	113091000		resonancia magnética	resonancia magnetica	32651243_ES	32651243_ES	32651243_ES
resección del intestino delgado	PROCEDIMIENTO	1	0.5	1	resección de+el intestino delgado	107938000		resección del intestino delgado	reseccion del intestino delgado	32562891_ES	32562891_ES	32562891_ES
resección de dos metros del intestino delgado	PROCEDIMIENTO	1	0.5	1	resección de 2 metro de+el intestino delgado			resección de dos metros del intestino delgado	reseccion de dos metros del intestino delgado	32424482_ES	32424482_ES	32424482_ES
resección de 150 cm de intestino delgado isquémico	PROCEDIMIENTO	1	0.5	1	resección de 150 cm de intestino delgado isquémico			resección de 150 cm de intestino delgado isquémico	reseccion de 150 cm de intestino delgado isquemico	32353183-B_ES	32353183-B_ES	32353183-B_ES
reintubación	PROCEDIMIENTO	1	0.5	1	reintubación			reintubación	reintubacion	32619798_ES	32619798_ES	32619798_ES
reducción de la lactancia	PROCEDIMIENTO	1	0.5	1	reducción de el lactancia			reducción de la lactancia	reduccion de la lactancia	32320556_ES	32320556_ES	32320556_ES
reconstrucción 3D frontal mediante ARM de las arterias supraaórticas	PROCEDIMIENTO	1	0.5	1	reconstrucción 3 D frontal mediante ARM de el arteria supraaórtico			reconstrucción 3D frontal mediante ARM de las arterias supraaórticas	reconstruccion 3D frontal mediante ARM de las arterias supraaorticas	32554425_ES	32554425_ES	32554425_ES
recetaron antibióticos	PROCEDIMIENTO	1	0.5	1	recetar antibiótico			recetaron antibióticos	recetaron antibioticos	32425356_ES	32425356_ES	32425356_ES
reanimación materna	PROCEDIMIENTO	1	0.5	1	reanimación materno			reanimación materna	reanimacion materna	32363336_ES	32363336_ES	32363336_ES
reanimación con succión orofaríngea	PROCEDIMIENTO	1	0.5	1	reanimación con succión orofaríngeo			reanimación con succión orofaríngea	reanimacion con succion orofaringea	32363217_ES	32363217_ES	32363217_ES
reacción en cadena de la polimerasa con retrotranscripción	PROCEDIMIENTO	1	0.5	1	reacción en cadena de el polimerasa con retrotranscripción			reacción en cadena de la polimerasa con retrotranscripción	reaccion en cadena de la polimerasa con retrotranscripcion	32363217_ES	32363217_ES	32363217_ES
radioterapia intermitente	PROCEDIMIENTO	1	0.5	1	radioterapia intermitente			radioterapia intermitente	radioterapia intermitente	32622819A_ES	32622819A_ES	32622819A_ES
radiografías torácicas y abdominales	PROCEDIMIENTO	1	0.5	1	radiografía torácico y abdominal			radiografías torácicas y abdominales	radiografias toracicas y abdominales	32554621_ES	32554621_ES	32554621_ES
radiografías torácicas posteroanterior y lateral	PROCEDIMIENTO	1	0.5	1	radiografía torácico posteroanterior y lateral			radiografías torácicas posteroanterior y lateral	radiografias toracicas posteroanterior y lateral	32352487_ES	32352487_ES	32352487_ES
radiografías dentales y de los senos paranasales	PROCEDIMIENTO	1	0.5	1	radiografía dental y de el seno paranasal			radiografías dentales y de los senos paranasales	radiografias dentales y de los senos paranasales	32623310_ES	32623310_ES	32623310_ES
radiografías a pie de cama	PROCEDIMIENTO	1	0.5	1	radiografía a pie de cama			radiografías a pie de cama	radiografias a pie de cama	32277408_ES	32277408_ES	32277408_ES
radiografía torácica posteroanterior	PROCEDIMIENTO	1	0.5	1	radiografía torácico posteroanterior			radiografía torácica posteroanterior	radiografia toracica posteroanterior	32607304_Es	32607304_Es	32607304_Es
radiografía portátil torácica anteroposterior	PROCEDIMIENTO	1	0.5	1	radiografiar portátil torácico anteroposterior			radiografía portátil torácica anteroposterior	radiografia portatil toracica anteroposterior	32423911_ES	32423911_ES	32423911_ES
radiografía anteroposterior	PROCEDIMIENTO	1	0.5	1	radiografía anteroposterior	32535000		radiografía anteroposterior	radiografia anteroposterior	32198834_ES	32198834_ES	32198834_ES
radiografía a pie de cama	PROCEDIMIENTO	1	0.5	1	radiografía a pie de cama	52221007		radiografía a pie de cama	radiografia a pie de cama	32277408_ES	32277408_ES	32277408_ES
radiocinematografía	PROCEDIMIENTO	1	0.5	1	radiocinematografía	87751001		radiocinematografía	radiocinematografia	32556106_ES	32556106_ES	32556106_ES
quimioterapia oral	PROCEDIMIENTO	1	0.5	1	quimioterapia oral	266719004	C0419073	quimioterapia oral	quimioterapia oral	32633439_ES	32633439_ES	32633439_ES
qrt-pcr	PROCEDIMIENTO	1	0.5	1	qrt-pcr			qRT-PCR	qrtpcr	32292053_ES	32292053_ES	32292053_ES
punción lumbar fluoroscópica	PROCEDIMIENTO	1	0.5	1	punción lumbar fluoroscópico	438348005		punción lumbar fluoroscópica	puncion lumbar fluoroscopica	32586958_ES	32586958_ES	32586958_ES
pruebas víricas respiratorias	PROCEDIMIENTO	1	0.5	1	prueba vírico respiratorio			pruebas víricas respiratorias	pruebas viricas respiratorias	32292054_ES	32292054_ES	32292054_ES
pruebas serológicas para hepatitis B, hepatitis C y HIV	PROCEDIMIENTO	1	0.5	1	prueba serológico para hepatitis B , hepatitis C y HIV			pruebas serológicas para hepatitis B, hepatitis C y HIV	pruebas serologicas para hepatitis B hepatitis C y HIV	32292867_ES	32292867_ES	32292867_ES
pruebas serológicas de sars-cov-2	PROCEDIMIENTO	1	0.5	1	prueba serológico de sars-cov-2			pruebas serológicas de SARS-CoV-2	pruebas serologicas de sarscov2	32615155_ES	32615155_ES	32615155_ES
pruebas serológicas de hepatitis vírica	PROCEDIMIENTO	1	0.5	1	prueba serológico de hepatitis vírico			pruebas serológicas de hepatitis vírica	pruebas serologicas de hepatitis virica	32635747_ES	32635747_ES	32635747_ES
pruebas serológicas de IgG de sars-cov-2	PROCEDIMIENTO	1	0.5	1	prueba serológico de igg de sars-cov-2			pruebas serológicas de IgG de SARS-CoV-2	pruebas serologicas de IgG de sarscov2	32633439_ES	32633439_ES	32633439_ES
pruebas serológicas adicionales para C3 y C4	PROCEDIMIENTO	1	0.5	1	prueba serológico adicional para C3 y C4			pruebas serológicas adicionales para C3 y C4	pruebas serologicas adicionales para C3 y C4	32292867_ES	32292867_ES	32292867_ES
pruebas olfativas	PROCEDIMIENTO	1	0.5	1	prueba olfativo			pruebas olfativas	pruebas olfativas	32267483_ES	32267483_ES	32267483_ES
pruebas moleculares	PROCEDIMIENTO	1	0.5	1	prueba molecular			pruebas moleculares	pruebas moleculares	32415334_ES	32415334_ES	32415334_ES
pruebas microbiológicas de LCR	PROCEDIMIENTO	1	0.5	1	prueba microbiológico de LCR			pruebas microbiológicas de LCR	pruebas microbiologicas de LCR	32588185_ES	32588185_ES	32588185_ES
pruebas del sars-cov-2 mediante rt-pcr	PROCEDIMIENTO	1	0.5	1	prueba de+el sars-cov-2 mediante rt-pcr			pruebas del SARS-CoV-2 mediante RT-PCR	pruebas del sarscov2 mediante rtpcr	32119083_ES	32119083_ES	32119083_ES
