span_lower	label	doc_freq	doc_perc(%)	term_freq	lemma	snomedid	umls_cui	original_span	span_normalized	filename	filename_positive	filename_certain
psicóticos anteriores	SINTOMA	1	0.5	1	psicótico anterior			psicóticos anteriores	psicoticos anteriores	32639089_ES	32639089_ES	32639089_ES
problemas respiratorios	SINTOMA	1	0.5	1	problema respiratorio			problemas respiratorios	problemas respiratorios	32073161_ES		32073161_ES
problemas para dormir	SINTOMA	1	0.5	1	problema para dormir			problemas para dormir	problemas para dormir	32605766_ES	32605766_ES	32605766_ES
problemas de esfínteres	SINTOMA	1	0.5	1	problema de esfínter			problemas de esfínteres	problemas de esfinteres	32359804_ES		32359804_ES
presión positiva telespiratoria	SINTOMA	1	0.5	1	presión positivo telespiratoria			presión positiva telespiratoria	presion positiva telespiratoria	32638890_ES	32638890_ES	32638890_ES
poliuria	SINTOMA	1	0.5	1	poliuria	28442001, 56574000	C0032617, C0032617	poliuria	poliuria	32653960_ES	32653960_ES	32653960_ES
petequias eritematosas que afectaban a las nalgas, las fosas poplíteas y la parte anterior de los muslos	SINTOMA	1	0.5	1	petequia eritematoso que afectar a el nalga , el fosa poplíteo y el parte anterior de el muslo			petequias eritematosas que afectaban a las nalgas, las fosas poplíteas y la parte anterior de los muslos	petequias eritematosas que afectaban a las nalgas las fosas popliteas y la parte anterior de los muslos	32352487_ES	32352487_ES	32352487_ES
petequias en la piel	SINTOMA	1	0.5	1	petequia en el piel			petequias en la piel	petequias en la piel	32636116_ES	32636116_ES	32636116_ES
petequias	SINTOMA	1	0.5	1	petequia	271813007	C0031256	petequias	petequias	32425356_ES	32425356_ES	32425356_ES
paroxismos rítmicos repetitivos a 1 Hz en la región frontal	SINTOMA	1	0.5	1	paroxismo rítmico repetitivo a 1 hz en el región frontal			paroxismos rítmicos repetitivos a 1 Hz en la región frontal	paroxismos ritmicos repetitivos a 1 Hz en la region frontal	32589794_ES	32589794_ES	32589794_ES
parosmia nocturna	SINTOMA	1	0.5	1	parosmia nocturno			parosmia nocturna	parosmia nocturna	32605712_ES	32605712_ES	32605712_ES
parestesia izquierda y paresia ipsilateral	SINTOMA	1	0.5	1	parestesia izquierdo y paresia ipsilateral			parestesia izquierda y paresia ipsilateral	parestesia izquierda y paresia ipsilateral	32611761A_ES	32611761A_ES	32611761A_ES
parestesia bilateral de las extremidades superiores	SINTOMA	1	0.5	1	parestesia bilateral de el extremidad superior			parestesia bilateral de las extremidades superiores	parestesia bilateral de las extremidades superiores	32586958_ES	32586958_ES	32586958_ES
parestesia acra	SINTOMA	1	0.5	1	parestesia acra			parestesia acra	parestesia acra	32399694­­_ES	32399694­­_ES	32399694­­_ES
paresia moderada predominantemente proximal en las extremidades inferiores	SINTOMA	1	0.5	1	paresia moderar predominantemente proximal en el extremidad inferior			paresia moderada predominantemente proximal en las extremidades inferiores	paresia moderada predominantemente proximal en las extremidades inferiores	32601756_ES	32601756_ES	32601756_ES
paresia facial	SINTOMA	1	0.5	1	paresia facial	95666008	C0427055	paresia facial	paresia facial	32364123_ES	32364123_ES	32364123_ES
paresia	SINTOMA	1	0.5	1	paresia			paresia	paresia	32601756_ES	32601756_ES	32601756_ES
paraparésica	SINTOMA	1	0.5	1	paraparésica			paraparésica	paraparesica	32399950_ES	32399950_ES	32399950_ES
papilas gustativas prominentes	SINTOMA	1	0.5	1	papila gustativo prominente			papilas gustativas prominentes	papilas gustativas prominentes	32265235_ES	32265235_ES	32265235_ES
palpitaciones	SINTOMA	1	0.5	1	palpitación	80313002	C0030252	palpitaciones	palpitaciones	32207255_ES	32207255_ES	32207255_ES
palidez generalizada	SINTOMA	1	0.5	1	palidez generalizar			palidez generalizada	palidez generalizada	32641443_ES	32641443_ES	32641443_ES
palidez del miembro superior	SINTOMA	1	0.5	1	palidez de+el miembro superior			palidez del miembro superior	palidez del miembro superior	32589931_ES	32589931_ES	32589931_ES
palidez	SINTOMA	1	0.5	1	palidez	16390002, 267029006	C0030232, C0030232, C1275397	palidez	palidez	32423738_ES	32423738_ES	32423738_ES
osteomuscular	SINTOMA	1	0.5	1	osteomuscular			osteomuscular	osteomuscular	32605766_ES	32605766_ES	32605766_ES
opacidades de vidrio esmerilado en la parte superior del pulmón	SINTOMA	1	0.5	1	opacidad de vidrio esmerilar en el parte superior de+el pulmón			opacidades de vidrio esmerilado en la parte superior del pulmón	opacidades de vidrio esmerilado en la parte superior del pulmon	32276139_ES	32276139_ES	32276139_ES
opacidad en la zona medial	SINTOMA	1	0.5	1	opacidad en el zona medial			opacidad en la zona medial	opacidad en la zona medial	32265235_ES	32265235_ES	32265235_ES
opacidad en el lóbulo superior del pulmón	SINTOMA	1	0.5	1	opacidad en el lóbulo superior de+el pulmón			opacidad en el lóbulo superior del pulmón	opacidad en el lobulo superior del pulmon	32593478_ES	32593478_ES	32593478_ES
opacidad en el lóbulo inferior	SINTOMA	1	0.5	1	opacidad en el lóbulo inferior			opacidad en el lóbulo inferior	opacidad en el lobulo inferior	32602267_ES	32602267_ES	32602267_ES
olor intenso de pies sudados	SINTOMA	1	0.5	1	olor intenso de pie sudar			olor intenso de pies sudados	olor intenso de pies sudados	32605712_ES	32605712_ES	32605712_ES
normalización de la reactividad y el enlentecimiento	SINTOMA	1	0.5	1	normalización de el reactividad y el enlentecimiento			normalización de la reactividad y el enlentecimiento	normalizacion de la reactividad y el enlentecimiento	32418288_ES	32418288_ES	32418288_ES
normalización de la proteína c-reactiva	SINTOMA	1	0.5	1	normalización de el proteína c-reactivo			normalización de la proteína C-reactiva	normalizacion de la proteina creactiva	32554621_ES	32554621_ES	32554621_ES
normalización de la función biventricular	SINTOMA	1	0.5	1	normalización de el función biventricular			normalización de la función biventricular	normalizacion de la funcion biventricular	3229222_ES	3229222_ES	3229222_ES
nerviosismo	SINTOMA	1	0.5	1	nerviosismo	13448004	C0027769	nerviosismo	nerviosismo	32593478_ES	32593478_ES	32593478_ES
máculas confluentes ligeramente eritematosas que afectaban al tronco y las extremidades	SINTOMA	1	0.5	1	mácula confluente ligeramente eritematoso que afectar a+el tronco y el extremidad			máculas confluentes ligeramente eritematosas que afectaban al tronco y las extremidades	maculas confluentes ligeramente eritematosas que afectaban al tronco y las extremidades	32584431_ES	32584431_ES	32584431_ES
movimientos rítmicos e involuntarios en el brazo y la mano	SINTOMA	1	0.5	1	movimiento rítmico y involuntario en el brazo y el mano			movimientos rítmicos e involuntarios en el brazo y la mano	movimientos ritmicos e involuntarios en el brazo y la mano	32417987_ES	32417987_ES	32417987_ES
movimientos rítmicos de la extremidad superior	SINTOMA	1	0.5	1	movimiento rítmico de el extremidad superior			movimientos rítmicos de la extremidad superior	movimientos ritmicos de la extremidad superior	32651243_ES	32651243_ES	32651243_ES
movimientos clónicos en el brazo	SINTOMA	1	0.5	1	movimiento clónico en el brazo			movimientos clónicos en el brazo	movimientos clonicos en el brazo	32417987_ES	32417987_ES	32417987_ES
molestias respiratorias	SINTOMA	1	0.5	1	molestia respiratorio			molestias respiratorias	molestias respiratorias	32222713_ES		32222713_ES
masa tumoral de la región parietal	SINTOMA	1	0.5	1	masa tumoral de el región parietal			masa tumoral de la región parietal	masa tumoral de la region parietal	32165205_ES	32165205_ES	32165205_ES
masa moderado en las estructuras mediales	SINTOMA	1	0.5	1	masa moderar en el estructura medial			masa moderado en las estructuras mediales	masa moderado en las estructuras mediales	32554423_ES	32554423_ES	32554423_ES
masa de trombo agudo	SINTOMA	1	0.5	1	masa de trombo agudo			masa de trombo agudo	masa de trombo agudo	32353183_ES	32353183_ES	32353183_ES
mareos	SINTOMA	1	0.5	1	mareo			mareos	mareos	32292904_ES	32292904_ES	32292904_ES
manchas en las extremidades inferiores en bipedestación	SINTOMA	1	0.5	1	mancha en el extremidad inferior en bipedestación			manchas en las extremidades inferiores en bipedestación	manchas en las extremidades inferiores en bipedestacion	32640066_ES	32640066_ES	32640066_ES
mancha periumbilical eritematosa y escamosa	SINTOMA	1	0.5	1	mancha periumbilical eritematoso y escamoso			mancha periumbilical eritematosa y escamosa	mancha periumbilical eritematosa y escamosa	32352486_ES	32352486_ES	32352486_ES
mancha eritematosa con varias vesículas y superficie hemorrágica	SINTOMA	1	0.5	1	mancha eritematoso con varios vesícula y superficie hemorrágico			mancha eritematosa con varias vesículas y superficie hemorrágica	mancha eritematosa con varias vesiculas y superficie hemorragica	32602610_ES	32602610_ES	32602610_ES
malestar respiratorio	SINTOMA	1	0.5	1	malestar respiratorio			malestar respiratorio	malestar respiratorio	32292867_ES	32292867_ES	32292867_ES
malestar abdominal	SINTOMA	1	0.5	1	malestar abdominal	43364001	C0232487	malestar abdominal	malestar abdominal	32294340_ES	32294340_ES	32294340_ES
mal estado general	SINTOMA	1	0.5	1	mal estado general			mal estado general	mal estado general	32631646_ES		32631646_ES
maculopapular extenso (en las palmas de las manos, rodillas y tobillos	SINTOMA	1	0.5	1	maculopapular extenso ( en el palma de el mano , rodilla y tobillo			maculopapular extenso (en las palmas de las manos, rodillas y tobillos	maculopapular extenso en las palmas de las manos rodillas y tobillos	32639461_ES	32639461_ES	32639461_ES
macrohematuria	SINTOMA	1	0.5	1	macrohematuria	197941005	C0473237	macrohematuria	macrohematuria	32622819A_ES	32622819A_ES	32622819A_ES
líquido cefalorraquídeo incoloro y normal	SINTOMA	1	0.5	1	líquido cefalorraquídeo incoloro y normal			líquido cefalorraquídeo incoloro y normal	liquido cefalorraquideo incoloro y normal	32293714_ES	32293714_ES	32293714_ES
líquido amniótico con meconio	SINTOMA	1	0.5	1	líquido amniótico con meconio	249135009		líquido amniótico con meconio	liquido amniotico con meconio	32161941_ES	32161941_ES	32161941_ES
los análisis de sangre	SINTOMA	1	0.5	1	el análisis de sangre	301838008		los análisis de sangre	los analisis de sangre	32639089_ES	32639089_ES	32639089_ES
lloroso e hipotónico	SINTOMA	1	0.5	1	lloroso y hipotónico			lloroso e hipotónico	lloroso e hipotonico	32594151_ES	32594151_ES	32594151_ES
lloroso	SINTOMA	1	0.5	1	lloroso			lloroso	lloroso	32594151_ES	32594151_ES	32594151_ES
lloro excesivo	SINTOMA	1	0.5	1	lloro excesivo			lloro excesivo	lloro excesivo	32594151_ES	32594151_ES	32594151_ES
linfopenia	SINTOMA	1	0.5	1	linfopenia	48813009	C0024312, C0300946	linfopenia	linfopenia	32318729_ES	32318729_ES	32318729_ES
linfocitopenia	SINTOMA	1	0.5	1	linfocitopenia	48813009	C0024312, C0300946	linfocitopenia	linfocitopenia	32205138_ES	32205138_ES	32205138_ES
limitación completa de la abducción en el ojo	SINTOMA	1	0.5	1	limitación completo de el abducción en el ojo			limitación completa de la abducción en el ojo	limitacion completa de la abduccion en el ojo	32592761_ES	32592761_ES	32592761_ES
levemente reducida	SINTOMA	1	0.5	1	levemente reducir			levemente reducida	levemente reducida	32639461_ES	32639461_ES	32639461_ES
leucopenia	SINTOMA	1	0.5	1	leucopenia	84828003, 419188005	C0023530, C0750394	leucopenia	leucopenia	32318729_ES	32318729_ES	32318729_ES
letárgico	SINTOMA	1	0.5	1	letárgico	214264003		letárgico	letargico	32293714_ES	32293714_ES	32293714_ES
letargia aguda	SINTOMA	1	0.5	1	letargia agudo			letargia aguda	letargia aguda	32639064_ES	32639064_ES	32639064_ES
inversión de la onda T en derivación aVL	SINTOMA	1	0.5	1	inversión de el onda T en derivación avl			inversión de la onda T en derivación aVL	inversion de la onda T en derivacion aVL	32650881_ES	32650881_ES	32650881_ES
intolerancia fetal	SINTOMA	1	0.5	1	intolerancia fetal			intolerancia fetal	intolerancia fetal	32590725_ES	32590725_ES	32590725_ES
inflamación y congestión labial	SINTOMA	1	0.5	1	inflamación y congestión labial			inflamación y congestión labial	inflamacion y congestion labial	32640066_ES	32640066_ES	32640066_ES
inflamación y aumento de tamaño asimétrico y difuso de la glándula parótida	SINTOMA	1	0.5	1	inflamación y aumento de tamaño asimétrico y difuso de el glándula parótido			inflamación y aumento de tamaño asimétrico y difuso de la glándula parótida	inflamacion y aumento de tamano asimetrico y difuso de la glandula parotida	32631770_ES	32631770_ES	32631770_ES
inflamación unilateral progresiva en el rostro y el cuello	SINTOMA	1	0.5	1	inflamación unilateral progresivo en el rostro y el cuello			inflamación unilateral progresiva en el rostro y el cuello	inflamacion unilateral progresiva en el rostro y el cuello	32631770_ES	32631770_ES	32631770_ES
inflamación linfocítica perivascular y perianexial	SINTOMA	1	0.5	1	inflamación linfocítico perivascular y perianexial			inflamación linfocítica perivascular y perianexial	inflamacion linfocitica perivascular y perianexial	32585767_ES	32585767_ES	32585767_ES
inflamación izquierda facial y del cuello	SINTOMA	1	0.5	1	inflamación izquierdo facial y de+el cuello			inflamación izquierda facial y del cuello	inflamacion izquierda facial y del cuello	32631770_ES	32631770_ES	32631770_ES
inflamación intersticial bilateral difusa con consolidaciones subpleurales	SINTOMA	1	0.5	1	inflamación intersticial bilateral difuso con consolidación subpleural			inflamación intersticial bilateral difusa con consolidaciones subpleurales	inflamacion intersticial bilateral difusa con consolidaciones subpleurales	32275347_ES	32275347_ES	32275347_ES
inflamación glótica significativa y abundante secreción de las vías respiratorias	SINTOMA	1	0.5	1	inflamación glótico significativo y abundante secreción de el vía respiratorio			inflamación glótica significativa y abundante secreción de las vías respiratorias	inflamacion glotica significativa y abundante secrecion de las vias respiratorias	32554811_ES	32554811_ES	32554811_ES
inflamación general	SINTOMA	1	0.5	1	inflamación general			inflamación general	inflamacion general	32282871_ES	32282871_ES	32282871_ES
inflamación en los pulmones	SINTOMA	1	0.5	1	inflamación en el pulmón			inflamación en los pulmones	inflamacion en los pulmones	32085846_ES	32085846_ES	32085846_ES
inflamación en la mejilla izquierda, preauricular y submandibular	SINTOMA	1	0.5	1	inflamación en el mejilla izquierdo , preauricular y submandibular			inflamación en la mejilla izquierda, preauricular y submandibular	inflamacion en la mejilla izquierda preauricular y submandibular	32631770_ES	32631770_ES	32631770_ES
inflamación de las manos	SINTOMA	1	0.5	1	inflamación de el mano			inflamación de las manos	inflamacion de las manos	32640066_ES	32640066_ES	32640066_ES
inflamación de labios y manos	SINTOMA	1	0.5	1	inflamación de labio y mano			inflamación de labios y manos	inflamacion de labios y manos	32641443_ES	32641443_ES	32641443_ES
inflamación de la lengua o la garganta	SINTOMA	1	0.5	1	inflamación de el lengua o el garganta			inflamación de la lengua o la garganta	inflamacion de la lengua o la garganta	32641443_ES		32641443_ES
inflamación bilateral de las amígdalas	SINTOMA	1	0.5	1	inflamación bilateral de el amígdala			inflamación bilateral de las amígdalas	inflamacion bilateral de las amigdalas	32168162_ES	32168162_ES	32168162_ES
inflamación bilateral de la articulación del tobillo	SINTOMA	1	0.5	1	inflamación bilateral de el articulación de+el tobillo			inflamación bilateral de la articulación del tobillo	inflamacion bilateral de la articulacion del tobillo	32606044_ES	32606044_ES	32606044_ES
inflamación alrededor de sus músculos masticatorios	SINTOMA	1	0.5	1	inflamación alrededor de su músculo masticatorio			inflamación alrededor de sus músculos masticatorios	inflamacion alrededor de sus musculos masticatorios	32631770_ES	32631770_ES	32631770_ES
infiltrados y sombras difusas en ambos pulmones	SINTOMA	1	0.5	1	infiltrar y sombra difuso en ambos pulmón			infiltrados y sombras difusas en ambos pulmones	infiltrados y sombras difusas en ambos pulmones	32085846_ES	32085846_ES	32085846_ES
infiltrados vagos en la base del pulmón	SINTOMA	1	0.5	1	infiltrar vago en el base de+el pulmón			infiltrados vagos en la base del pulmón	infiltrados vagos en la base del pulmon	32222713_ES	32222713_ES	32222713_ES
infiltrados pulmonares intersticiales	SINTOMA	1	0.5	1	infiltrar pulmonar intersticial			infiltrados pulmonares intersticiales	infiltrados pulmonares intersticiales	32247016_ES	32247016_ES	32247016_ES
infiltrados pulmonares apicales y de linfoadenopatías	SINTOMA	1	0.5	1	infiltrar pulmonar apical y de linfoadenopatía			infiltrados pulmonares apicales y de linfoadenopatías	infiltrados pulmonares apicales y de linfoadenopatias	32601756_ES	32601756_ES	32601756_ES
infiltrados periféricos en vidrio esmerilado	SINTOMA	1	0.5	1	infiltrar periférico en vidrio esmerilar			infiltrados periféricos en vidrio esmerilado	infiltrados perifericos en vidrio esmerilado	32622823_ES	32622823_ES	32622823_ES
infiltrados peribronquiales	SINTOMA	1	0.5	1	infiltrar peribronquiales			infiltrados peribronquiales	infiltrados peribronquiales	32612435_ES	32612435_ES	32612435_ES
infiltrados parcheados bilaterales en ambos pulmones	SINTOMA	1	0.5	1	infiltrar parchear bilateral en ambos pulmón			infiltrados parcheados bilaterales en ambos pulmones	infiltrados parcheados bilaterales en ambos pulmones	32427774-B_ES	32427774-B_ES	32427774-B_ES
infiltrados inflamatorios t-linfocíticos difusos	SINTOMA	1	0.5	1	infiltrar inflamatorio t-linfocíticos difuso			infiltrados inflamatorios T-linfocíticos difusos	infiltrados inflamatorios tlinfociticos difusos	32267502_ES	32267502_ES	32267502_ES
infiltrados inflamatorios mononucleares intersticiales	SINTOMA	1	0.5	1	infiltrar inflamatorio mononuclear intersticial			infiltrados inflamatorios mononucleares intersticiales	infiltrados inflamatorios mononucleares intersticiales	32085846_ES	32085846_ES	32085846_ES
infiltrados bilaterales predominantemente en el lóbulo inferior	SINTOMA	1	0.5	1	infiltrar bilateral predominantemente en el lóbulo inferior			infiltrados bilaterales predominantemente en el lóbulo inferior	infiltrados bilaterales predominantemente en el lobulo inferior	32363351_ES	32363351_ES	32363351_ES
infiltrados algodonosos básicamente periféricos en ambos campos pulmonares	SINTOMA	1	0.5	1	infiltrar algodonoso básicamente periférico en ambos campo pulmonar			infiltrados algodonosos básicamente periféricos en ambos campos pulmonares	infiltrados algodonosos basicamente perifericos en ambos campos pulmonares	32586778_ES	32586778_ES	32586778_ES
infiltrado linfohistiocítico moderado en la dermis superficial	SINTOMA	1	0.5	1	infiltrar linfohistiocítico moderar en el dermis superficial			infiltrado linfohistiocítico moderado en la dermis superficial	infiltrado linfohistiocitico moderado en la dermis superficial	32352486_ES	32352486_ES	32352486_ES
inestabilidad vertebral	SINTOMA	1	0.5	1	inestabilidad vertebral			inestabilidad vertebral	inestabilidad vertebral	32644205_ES	32644205_ES	32644205_ES
inestabilidad hemodinámica	SINTOMA	1	0.5	1	inestabilidad hemodinámico	422773005		inestabilidad hemodinámica	inestabilidad hemodinamica	32222713_ES	32222713_ES	32222713_ES
inestabilidad cardiovascular	SINTOMA	1	0.5	1	inestabilidad cardiovascular			inestabilidad cardiovascular	inestabilidad cardiovascular	32637327A_ES	32637327A_ES	32637327A_ES
incómoda	SINTOMA	1	0.5	1	incómodo			incómoda	incomoda	32426200_ES	32426200_ES	32426200_ES
inapetencia	SINTOMA	1	0.5	1	inapetencia			inapetencia	inapetencia	32276139_C_ES	32276139_C_ES	32276139_C_ES
imposibilidad para la deambulación	SINTOMA	1	0.5	1	imposibilidad para el deambulación			imposibilidad para la deambulación	imposibilidad para la deambulacion	32364123_ES	32364123_ES	32364123_ES
hormigueo en las cuatro extremidades	SINTOMA	1	0.5	1	hormiguear en el 4 extremidad			hormigueo en las cuatro extremidades	hormigueo en las cuatro extremidades	32359804_ES	32359804_ES	32359804_ES
hormigueo distal	SINTOMA	1	0.5	1	hormigueo distal			hormigueo distal	hormigueo distal	32588185_ES	32588185_ES	32588185_ES
hipoventilación con crepitantes bilaterales	SINTOMA	1	0.5	1	hipoventilación con crepitante bilateral			hipoventilación con crepitantes bilaterales	hipoventilacion con crepitantes bilaterales	32602267_ES	32602267_ES	32602267_ES
hipotermia	SINTOMA	1	0.5	1	hipotermia	3051004, 386689009	C0020672, C0020672	hipotermia	hipotermia	32320556_ES	32320556_ES	32320556_ES
hipotenso	SINTOMA	1	0.5	1	hipotenso			hipotenso	hipotenso	32617223_ES	32617223_ES	32617223_ES
hipotensión ortostática	SINTOMA	1	0.5	1	hipotensión ortostático	271648003		hipotensión ortostática	hipotension ortostatica	32640066_ES	32640066_ES	32640066_ES
hipotensa	SINTOMA	1	0.5	1	hipotenso			hipotensa	hipotensa	3229222_ES	3229222_ES	3229222_ES
hiporexia	SINTOMA	1	0.5	1	hiporexia			hiporexia	hiporexia	32415334_ES	32415334_ES	32415334_ES
hipoperfusión periférica con auscultación respiratoria normal	SINTOMA	1	0.5	1	hipoperfusión periférico con auscultación respiratorio normal			hipoperfusión periférica con auscultación respiratoria normal	hipoperfusion periferica con auscultacion respiratoria normal	3229222_ES	3229222_ES	3229222_ES
hipoperfusión	SINTOMA	1	0.5	1	hipoperfusión	264533003		hipoperfusión	hipoperfusion	3229222_ES	3229222_ES	3229222_ES
hipogeusia	SINTOMA	1	0.5	1	hipogeusia	697990000	C0151934	hipogeusia	hipogeusia	32586958_ES	32586958_ES	32586958_ES
hipoestesia en los pies	SINTOMA	1	0.5	1	hipoestesia en el pie			hipoestesia en los pies	hipoestesia en los pies	32601756_ES	32601756_ES	32601756_ES
hipoestesia en las divisiones oftálmicas o maxilares del nervio trigémino	SINTOMA	1	0.5	1	hipoestesia en el división oftálmico o maxilar de+el nervio trigémino			hipoestesia en las divisiones oftálmicas o maxilares del nervio trigémino	hipoestesia en las divisiones oftalmicas o maxilares del nervio trigemino	32592761_ES		32592761_ES
hipoestesia completa en todas las extremidades	SINTOMA	1	0.5	1	hipoestesia completo en todo el extremidad			hipoestesia completa en todas las extremidades	hipoestesia completa en todas las extremidades	32399694­­_ES	32399694­­_ES	32399694­­_ES
hipocinesia de los segmentos inferior e inferolateral del ventrículo	SINTOMA	1	0.5	1	hipocinesia de el segmento inferior y inferolateral de+el ventrículo			hipocinesia de los segmentos inferior e inferolateral del ventrículo	hipocinesia de los segmentos inferior e inferolateral del ventriculo	32593338_ES	32593338_ES	32593338_ES
hipoalbuminemia	SINTOMA	1	0.5	1	hipoalbuminemia	119247004	C0239981	hipoalbuminemia	hipoalbuminemia	32589931_ES	32589931_ES	32589931_ES
hipertérmico	SINTOMA	1	0.5	1	hipertérmico			hipertérmico	hipertermico	32651243_ES	32651243_ES	32651243_ES
hiperproteinorraquia	SINTOMA	1	0.5	1	hiperproteinorraquia			hiperproteinorraquia	hiperproteinorraquia	32418288_ES	32418288_ES	32418288_ES
hiperglucemia	SINTOMA	1	0.5	1	hiperglucemia	80394007	C0020456	hiperglucemia	hiperglucemia	32589794_ES	32589794_ES	32589794_ES
hiperemia faríngea	SINTOMA	1	0.5	1	hiperemia faríngeo			hiperemia faríngea	hiperemia faringea	32179908_ES		32179908_ES
hiperactividad	SINTOMA	1	0.5	1	hiperactividad	28277004	C0474395, C1536696	hiperactividad	hiperactividad	32637266B_ES	32637266B_ES	32637266B_ES
hinchazón en las manos	SINTOMA	1	0.5	1	hinchazón en el mano			hinchazón en las manos	hinchazon en las manos	32640066_ES	32640066_ES	32640066_ES
hinchazón de las manos y las extremidades inferiores	SINTOMA	1	0.5	1	hinchazón de el mano y el extremidad inferior			hinchazón de las manos y las extremidades inferiores	hinchazon de las manos y las extremidades inferiores	32265235_ES	32265235_ES	32265235_ES
hinchazón de labios y manos	SINTOMA	1	0.5	1	hinchazón de labio y mano			hinchazón de labios y manos	hinchazon de labios y manos	32641443_ES	32641443_ES	32641443_ES
hepatomegalia a la palpación 2 cm por debajo del reborde costal	SINTOMA	1	0.5	1	hepatomegalia a el palpación 2 cm por debajo de+el reborde costal			hepatomegalia a la palpación 2 cm por debajo del reborde costal	hepatomegalia a la palpacion 2 cm por debajo del reborde costal	32292053_ES	32292053_ES	32292053_ES
hemorragias	SINTOMA	1	0.5	1	hemorragia	50960005, 131148009	C0019080, C0019080	hemorragias	hemorragias	32401344_ES		32401344_ES
hemodinámicamente inestable	SINTOMA	1	0.5	1	hemodinámicamente inestable			hemodinámicamente inestable	hemodinamicamente inestable	32329981_ES	32329981_ES	32329981_ES
hemodinámicamente estable	SINTOMA	1	0.5	1	hemodinámicamente estable	301459008		hemodinámicamente estable	hemodinamicamente estable	32639064_ES	32639064_ES	32639064_ES
hemocultivos y los cultivos de orina y esputo fueron negativos	SINTOMA	1	0.5	1	hemocultivo y el cultivo de orina y esputo ser negativo			hemocultivos y los cultivos de orina y esputo fueron negativos	hemocultivos y los cultivos de orina y esputo fueron negativos	32250095_ES	32250095_ES	32250095_ES
heces semilíquidas	SINTOMA	1	0.5	1	hez semilíquido			heces semilíquidas	heces semiliquidas	32606105_ES	32606105_ES	32606105_ES
halitosis	SINTOMA	1	0.5	1	halitosis	79879001	C0018520	halitosis	halitosis	32623310_ES	32623310_ES	32623310_ES
gran realce simétrico de contraste en las raíces de los nervios raquídeos en todos los segmentos de la columna	SINTOMA	1	0.5	1	gran realce simétrico de contraste en el raíz de el nervio raquídeo en todo el segmento de el columna			gran realce simétrico de contraste en las raíces de los nervios raquídeos en todos los segmentos de la columna	gran realce simetrico de contraste en las raices de los nervios raquideos en todos los segmentos de la columna	32399694­­_ES	32399694­­_ES	32399694­­_ES
función ventricular izquierda sistólica	SINTOMA	1	0.5	1	función ventricular izquierda sistólico	250907009		función ventricular izquierda sistólica	funcion ventricular izquierda sistolica	32639461_ES	32639461_ES	32639461_ES
fuerza muscular en las extremidades	SINTOMA	1	0.5	1	fuerza muscular en el extremidad			fuerza muscular en las extremidades	fuerza muscular en las extremidades	32399694­­_ES	32399694­­_ES	32399694­­_ES
fuerza muscular	SINTOMA	1	0.5	1	fuerza muscular	44432004	C1540845	fuerza muscular	fuerza muscular	32246917_ES	32246917_ES	32246917_ES
frialdad cutánea	SINTOMA	1	0.5	1	frialdad cutáneo			frialdad cutánea	frialdad cutanea	3229222_ES	3229222_ES	3229222_ES
fracción de expulsión del VI reducida	SINTOMA	1	0.5	1	fracción de expulsión de+el VI reducir			fracción de expulsión del VI reducida	fraccion de expulsion del VI reducida	32363336_ES	32363336_ES	32363336_ES
fotofobia	SINTOMA	1	0.5	1	fotofobia	409668002	C0085636	fotofobia	fotofobia	32196627_ES	32196627_ES	32196627_ES
flacidez de la mano	SINTOMA	1	0.5	1	flacidez de el mano			flacidez de la mano	flacidez de la mano	32426200_ES	32426200_ES	32426200_ES
fiebres persistentes	SINTOMA	1	0.5	1	fiebre persistente			fiebres persistentes	fiebres persistentes	32631770_ES	32631770_ES	32631770_ES
fatiga aguda	SINTOMA	1	0.5	1	fatigar agudo			fatiga aguda	fatiga aguda	32399950_ES	32399950_ES	32399950_ES
faringitis	SINTOMA	1	0.5	1	faringitis	405737000, 37616004	C0031350, C0031350	faringitis	faringitis	32318729_ES	32318729_ES	32318729_ES
falta de realce de parte del intestino delgado	SINTOMA	1	0.5	1	faltar de realce de parte de+el intestino delgado			falta de realce de parte del intestino delgado	falta de realce de parte del intestino delgado	32424482_ES	32424482_ES	32424482_ES
expectoración verde	SINTOMA	1	0.5	1	expectoración verde	12405001, 45710003		expectoración verde	expectoracion verde	32205138_ES	32205138_ES	32205138_ES
expectoración purulenta	SINTOMA	1	0.5	1	expectoración purulento			expectoración purulenta	expectoracion purulenta	32623310_ES	32623310_ES	32623310_ES
expectoración con esputo blanco pegajoso	SINTOMA	1	0.5	1	expectoración con esputo blanco pegajoso			expectoración con esputo blanco pegajoso	expectoracion con esputo blanco pegajoso	32277408_ES	32277408_ES	32277408_ES
expectoración con el fonendoscopio	SINTOMA	1	0.5	1	expectoración con el fonendoscopio			expectoración con el fonendoscopio	expectoracion con el fonendoscopio	32292053_ES	32292053_ES	32292053_ES
expectoración blanca	SINTOMA	1	0.5	1	expectoración blanco			expectoración blanca	expectoracion blanca	32208010_ES	32208010_ES	32208010_ES
expansión torácica asimétrica	SINTOMA	1	0.5	1	expansión torácico asimétrico	271623001		expansión torácica asimétrica	expansion toracica asimetrica	32423911_ES	32423911_ES	32423911_ES
exantemas	SINTOMA	1	0.5	1	exantema	112625008, 271807003	C0015230, C0015230	exantemas	exantemas	32593338_ES		32593338_ES
