id	title	group	label
ecocardiografia	ecocardiografia	PROCEDIMIENTO	ecocardiografia
criptococo	criptococo	SPECIES	criptococo
azul de metileno	azul de metileno	FARMACO	azul de metileno
dabigatran	dabigatran	FARMACO	dabigatran
ictus	ictus	ENFERMEDAD	ictus
diabetes tipo 2	diabetes tipo 2	ENFERMEDAD	diabetes tipo 2
artropatia degenerativa cervical	artropatia degenerativa cervical	ENFERMEDAD	artropatia degenerativa cervical
terapia antivirica	terapia antivirica	PROCEDIMIENTO	terapia antivirica
pao2	pao2	ENTIDAD-OBSERVABLE	pao2
antibioticos orales	antibioticos orales	PROCEDIMIENTO	antibioticos orales
analisis histopatologico de la tromboembolectomia	analisis histopatologico de la tromboembolectomia	PROCEDIMIENTO	analisis histopatologico de la tromboembolectomia
saturacion de oxigeno (entidad-observable)	saturacion de oxigeno	ENTIDAD-OBSERVABLE	saturacion de oxigeno
adelgazamiento	adelgazamiento	SINTOMA	adelgazamiento
anomalias de la marcha	anomalias de la marcha	SINTOMA	anomalias de la marcha
deterioro de su estado general	deterioro de su estado general	SINTOMA	deterioro de su estado general
desorientacion	desorientacion	SINTOMA	desorientacion
exantema pruriginoso	exantema pruriginoso	SINTOMA	exantema pruriginoso
troponinai (entidad-observable)	troponinai	ENTIDAD-OBSERVABLE	troponinai
laparotomia	laparotomia	PROCEDIMIENTO	laparotomia
microgramo	microgramo	FARMACO	microgramo
sudoracion	sudoracion	SINTOMA	sudoracion
absceso pulmonar diametro interno 43 mm en el lobulo inferior	absceso pulmonar diametro interno 43 mm en el lobulo inferior	ENFERMEDAD	absceso pulmonar diametro interno 43 mm en el lobulo inferior
sintomas gastrointestinales	sintomas gastrointestinales	SINTOMA	sintomas gastrointestinales
infeccion por 2019ncov	infeccion por 2019ncov	ENFERMEDAD	infeccion por 2019ncov
citomegalovirus	citomegalovirus	SPECIES	citomegalovirus
debilidad muscular	debilidad muscular	SINTOMA	debilidad muscular
prohormona nterminal del peptido	prohormona nterminal del peptido	PROTEINAS	prohormona nterminal del peptido
RMN cerebral y raquidea	RMN cerebral y raquidea	PROCEDIMIENTO	RMN cerebral y raquidea
terapia antibiotica	terapia antibiotica	PROCEDIMIENTO	terapia antibiotica
prostaglandina	prostaglandina	FARMACO	prostaglandina
51 anos	51 anos	EDAD-SUJETO-ASISTENCIA	51 anos
esclerosis multiple	esclerosis multiple	ENFERMEDAD	esclerosis multiple
sindrome meningeo	sindrome meningeo	ENFERMEDAD	sindrome meningeo
creatinafosfocinasa (proteinas)	creatinafosfocinasa	PROTEINAS	creatinafosfocinasa
ANA (entidad-observable)	ANA	ENTIDAD-OBSERVABLE	ANA
aumento adicional de la proteina creactiva	aumento adicional de la proteina creactiva	SINTOMA	aumento adicional de la proteina creactiva
hipertension arterial	hipertension arterial	ENFERMEDAD	hipertension arterial
sulfato de hidroxicloroquina	sulfato de hidroxicloroquina	FARMACO	sulfato de hidroxicloroquina
escalofrios	escalofrios	SINTOMA	escalofrios
diarreas	diarreas	SINTOMA	diarreas
prueba para sarscov2	prueba para sarscov2	PROCEDIMIENTO	prueba para sarscov2
LDH (proteinas)	LDH	PROTEINAS	LDH
prueba rtpcr	prueba rtpcr	PROCEDIMIENTO	prueba rtpcr
enfisema	enfisema	ENFERMEDAD	enfisema
29 anos	29 anos	EDAD-SUJETO-ASISTENCIA	29 anos
antihipertensivos (farmaco)	antihipertensivos	FARMACO	antihipertensivos
taquicardia ventricular	taquicardia ventricular	ENFERMEDAD	taquicardia ventricular
tuberculosis	tuberculosis	ENFERMEDAD	tuberculosis
amoxicilina por via oral	amoxicilina por via oral	PROCEDIMIENTO	amoxicilina por via oral
infliximab (proteinas)	infliximab	PROTEINAS	infliximab
corticoides (farmaco)	corticoides	FARMACO	corticoides
deshidrogenasa lactica (proteinas)	deshidrogenasa lactica	PROTEINAS	deshidrogenasa lactica
pangolines	pangolines	SPECIES	pangolines
macrohematuria (sintoma)	macrohematuria	SINTOMA	macrohematuria
9	9	FECHAS	9
artromialgia generalizada	artromialgia generalizada	SINTOMA	artromialgia generalizada
alteracion de la conciencia	alteracion de la conciencia	SINTOMA	alteracion de la conciencia
indice de apgar	indice de apgar	ENTIDAD-OBSERVABLE	indice de apgar
malestar	malestar	SINTOMA	malestar
aumento de tamano	aumento de tamano	SINTOMA	aumento de tamano
acroisquemia persistente bilateral de las extremidades inferiores	acroisquemia persistente bilateral de las extremidades inferiores	SINTOMA	acroisquemia persistente bilateral de las extremidades inferiores
pO2	pO2	ENTIDAD-OBSERVABLE	pO2
humano	humano	SPECIES	humano
hipoalbuminemia (enfermedad)	hipoalbuminemia	ENFERMEDAD	hipoalbuminemia
erupcion de placas eritematosas pruriginosas	erupcion de placas eritematosas pruriginosas	ENFERMEDAD	erupcion de placas eritematosas pruriginosas
confusion e inquietud	confusion e inquietud	SINTOMA	confusion e inquietud
oxido nitrico	oxido nitrico	ENTIDAD-OBSERVABLE	oxido nitrico
10 de febrero	10 de febrero	FECHAS	10 de febrero
hipoxemia grave	hipoxemia grave	ENFERMEDAD	hipoxemia grave
enzimas hepaticas (proteinas)	enzimas hepaticas	PROTEINAS	enzimas hepaticas
amoxicilinaacido clavulanico	amoxicilinaacido clavulanico	FARMACO	amoxicilinaacido clavulanico
marcadores de inflamacion	marcadores de inflamacion	ENTIDAD-OBSERVABLE	marcadores de inflamacion
atrofia del musculo recto externo	atrofia del musculo recto externo	ENFERMEDAD	atrofia del musculo recto externo
disminucion de los ruidos respiratorios con crepitantes en el campo pulmonar izquierdo inferior	disminucion de los ruidos respiratorios con crepitantes en el campo pulmonar izquierdo inferior	SINTOMA	disminucion de los ruidos respiratorios con crepitantes en el campo pulmonar izquierdo inferior
biopsia cutanea	biopsia cutanea	PROCEDIMIENTO	biopsia cutanea
administracion continua de fenobarbital	administracion continua de fenobarbital	PROCEDIMIENTO	administracion continua de fenobarbital
epileptico no convulsivo	epileptico no convulsivo	ENFERMEDAD	epileptico no convulsivo
angiotomografia	angiotomografia	PROCEDIMIENTO	angiotomografia
S pneumoniae	S pneumoniae	SPECIES	S pneumoniae
aumento de interleucina	aumento de interleucina	SINTOMA	aumento de interleucina
enfermedad pulmonar obstructiva cronica	enfermedad pulmonar obstructiva cronica	ENFERMEDAD	enfermedad pulmonar obstructiva cronica
insuficiencia respiratoria aguda	insuficiencia respiratoria aguda	ENFERMEDAD	insuficiencia respiratoria aguda
abrasiones en los labios y mucosa bucal	abrasiones en los labios y mucosa bucal	ENFERMEDAD	abrasiones en los labios y mucosa bucal
39 anos	39 anos	EDAD-SUJETO-ASISTENCIA	39 anos
cesarea	cesarea	PROCEDIMIENTO	cesarea
salina isotonica	salina isotonica	FARMACO	salina isotonica
tratamiento local con corticosteroides	tratamiento local con corticosteroides	PROCEDIMIENTO	tratamiento local con corticosteroides
trombocitopenia (enfermedad)	trombocitopenia	ENFERMEDAD	trombocitopenia
tensioactivos y ventilacion	tensioactivos y ventilacion	PROCEDIMIENTO	tensioactivos y ventilacion
2540l	2540l	PROTEINAS	2540l
1 de enero de 2020	1 de enero de 2020	FECHAS	1 de enero de 2020
hipertonia	hipertonia	SINTOMA	hipertonia
hemocultivos	hemocultivos	PROCEDIMIENTO	hemocultivos
78 anos	78 anos	EDAD-SUJETO-ASISTENCIA	78 anos
varon	varon	SEXO-SUJETO-ASISTENCIA	varon
52 anos	52 anos	EDAD-SUJETO-ASISTENCIA	52 anos
aumento del segmento ST en las derivaciones v1v2 y aVR	aumento del segmento ST en las derivaciones v1v2 y aVR	SINTOMA	aumento del segmento ST en las derivaciones v1v2 y aVR
ensayo rtpcr del LCR	ensayo rtpcr del LCR	PROCEDIMIENTO	ensayo rtpcr del LCR
presion arterial diastolica	presion arterial diastolica	ENTIDAD-OBSERVABLE	presion arterial diastolica
seroalbumina	seroalbumina	PROTEINAS	seroalbumina
2 de abril	2 de abril	FECHAS	2 de abril
glutamiltransferasa (entidad-observable)	glutamiltransferasa	ENTIDAD-OBSERVABLE	glutamiltransferasa
encefalitis	encefalitis	ENFERMEDAD	encefalitis
noviembre de 2011	noviembre de 2011	FECHAS	noviembre de 2011
aumento de la proteina creactiva	aumento de la proteina creactiva	SINTOMA	aumento de la proteina creactiva
bulto en crecimiento palpable en su region parietal	bulto en crecimiento palpable en su region parietal	SINTOMA	bulto en crecimiento palpable en su region parietal
timpanometria endoscopica	timpanometria endoscopica	PROCEDIMIENTO	timpanometria endoscopica
7 de marzo	7 de marzo	FECHAS	7 de marzo
anticuerpos citoplasmaticos antineutrofilicos	anticuerpos citoplasmaticos antineutrofilicos	PROTEINAS	anticuerpos citoplasmaticos antineutrofilicos
sintomas paragripales	sintomas paragripales	SINTOMA	sintomas paragripales
tratamiento con integrilin	tratamiento con integrilin	PROCEDIMIENTO	tratamiento con integrilin
clostridium difficile	clostridium difficile	SPECIES	clostridium difficile
diarrea (enfermedad)	diarrea	ENFERMEDAD	diarrea
varicela zoster	varicela zoster	ENFERMEDAD	varicela zoster
miopericarditis	miopericarditis	ENFERMEDAD	miopericarditis
lesiones cutaneas	lesiones cutaneas	ENFERMEDAD	lesiones cutaneas
neumonia por sarscov2	neumonia por sarscov2	ENFERMEDAD	neumonia por sarscov2
ciudad de la zona roja	ciudad de la zona roja	CALLE	ciudad de la zona roja
eritema	eritema	SINTOMA	eritema
eructos	eructos	SINTOMA	eructos
consolidacion mixta segmentaria	consolidacion mixta segmentaria	ENFERMEDAD	consolidacion mixta segmentaria
TAC toracicas abdominal y pelvica con contraste	TAC toracicas abdominal y pelvica con contraste	PROCEDIMIENTO	TAC toracicas abdominal y pelvica con contraste
cultivos viricos de esputo y secreciones nasofaringeas	cultivos viricos de esputo y secreciones nasofaringeas	PROCEDIMIENTO	cultivos viricos de esputo y secreciones nasofaringeas
hipertension	hipertension	ENFERMEDAD	hipertension
lesiones en ambos pulmones	lesiones en ambos pulmones	ENFERMEDAD	lesiones en ambos pulmones
TVP	TVP	ENFERMEDAD	TVP
ENA	ENA	PROTEINAS	ENA
antigeno de galactomanano	antigeno de galactomanano	PROTEINAS	antigeno de galactomanano
infecciosas de livedo	infecciosas de livedo	ENFERMEDAD	infecciosas de livedo
acidosis metabolica grave	acidosis metabolica grave	ENFERMEDAD	acidosis metabolica grave
calcineurina	calcineurina	FARMACO	calcineurina
intubacion	intubacion	PROCEDIMIENTO	intubacion
acidosis lactica	acidosis lactica	ENFERMEDAD	acidosis lactica
anomalias sospechosas en la medula espinal	anomalias sospechosas en la medula espinal	ENFERMEDAD	anomalias sospechosas en la medula espinal
aciclovir	aciclovir	FARMACO	aciclovir
sintomas abdominales	sintomas abdominales	SINTOMA	sintomas abdominales
taponamiento del circuito de dialisis	taponamiento del circuito de dialisis	PROCEDIMIENTO	taponamiento del circuito de dialisis
oxido	oxido	FARMACO	oxido
falta de apetito	falta de apetito	SINTOMA	falta de apetito
dolor en su pierna	dolor en su pierna	SINTOMA	dolor en su pierna
anosmia (enfermedad)	anosmia	ENFERMEDAD	anosmia
neumonia	neumonia	ENFERMEDAD	neumonia
24 de enero	24 de enero	FECHAS	24 de enero
TAC pancreatica	TAC pancreatica	PROCEDIMIENTO	TAC pancreatica
interferon 1b (proteinas)	interferon 1b	PROTEINAS	interferon 1b
26 de marzo	26 de marzo	FECHAS	26 de marzo
TCA superior	TCA superior	ENFERMEDAD	TCA superior
hematuria (sintoma)	hematuria	SINTOMA	hematuria
ecocardiograma	ecocardiograma	PROCEDIMIENTO	ecocardiograma
piperacilina	piperacilina	FARMACO	piperacilina
analisis microbiologicos	analisis microbiologicos	PROCEDIMIENTO	analisis microbiologicos
mesalazina	mesalazina	FARMACO	mesalazina
amilasa	amilasa	PROTEINAS	amilasa
PCR de sarscov2	PCR de sarscov2	PROCEDIMIENTO	PCR de sarscov2
hipertension pulmonar	hipertension pulmonar	ENFERMEDAD	hipertension pulmonar
HAA	HAA	ENFERMEDAD	HAA
decilitro	decilitro	FARMACO	decilitro
insuficiencia respiratoria hipoxica	insuficiencia respiratoria hipoxica	ENFERMEDAD	insuficiencia respiratoria hipoxica
tos no productiva	tos no productiva	SINTOMA	tos no productiva
tiempo de tromboplastina	tiempo de tromboplastina	ENTIDAD-OBSERVABLE	tiempo de tromboplastina
ipratropio	ipratropio	FARMACO	ipratropio
pruebas funcionales hepaticas	pruebas funcionales hepaticas	PROCEDIMIENTO	pruebas funcionales hepaticas
radiografias toracicas	radiografias toracicas	PROCEDIMIENTO	radiografias toracicas
sindrome respiratorio agudo grave por coronavirus 2	sindrome respiratorio agudo grave por coronavirus 2	ENFERMEDAD	sindrome respiratorio agudo grave por coronavirus 2
receptor de la interleucina 6	receptor de la interleucina 6	PROTEINAS	receptor de la interleucina 6
artritis reumatoide	artritis reumatoide	ENFERMEDAD	artritis reumatoide
de brucella	de brucella	SPECIES	de brucella
creatinafosfocinasa (entidad-observable)	creatinafosfocinasa	ENTIDAD-OBSERVABLE	creatinafosfocinasa
intervencion coronaria percutanea	intervencion coronaria percutanea	PROCEDIMIENTO	intervencion coronaria percutanea
TAC cerebral sin contraste	TAC cerebral sin contraste	PROCEDIMIENTO	TAC cerebral sin contraste
afecciones cardiopulmonares agudas	afecciones cardiopulmonares agudas	ENFERMEDAD	afecciones cardiopulmonares agudas
TAC pulmonares	TAC pulmonares	PROCEDIMIENTO	TAC pulmonares
interferon beta (farmaco)	interferon beta	FARMACO	interferon beta
TC abdominal	TC abdominal	PROCEDIMIENTO	TC abdominal
ciclofosfamida	ciclofosfamida	FARMACO	ciclofosfamida
400mg100	400mg100	FARMACO	400mg100
retiraron los antibioticos	retiraron los antibioticos	PROCEDIMIENTO	retiraron los antibioticos
RMN cerebral	RMN cerebral	PROCEDIMIENTO	RMN cerebral
hombre (sexo-sujeto-asistencia)	hombre	SEXO-SUJETO-ASISTENCIA	hombre
neumonia virica	neumonia virica	ENFERMEDAD	neumonia virica
21 de febrero	21 de febrero	FECHAS	21 de febrero
aspartatoaminotransferasa (proteinas)	aspartatoaminotransferasa	PROTEINAS	aspartatoaminotransferasa
taquipnea	taquipnea	SINTOMA	taquipnea
opacidades alveolares bilaterales multifocales con atelectasia en la zona inferior del pulmon	opacidades alveolares bilaterales multifocales con atelectasia en la zona inferior del pulmon	ENFERMEDAD	opacidades alveolares bilaterales multifocales con atelectasia en la zona inferior del pulmon
desplazamiento a wuhan	desplazamiento a wuhan	SINTOMA	desplazamiento a wuhan
mialgia (sintoma)	mialgia	SINTOMA	mialgia
intubacion orotraqueal	intubacion orotraqueal	PROCEDIMIENTO	intubacion orotraqueal
sincope (enfermedad)	sincope	ENFERMEDAD	sincope
18 de enero	18 de enero	FECHAS	18 de enero
dobutamina	dobutamina	FARMACO	dobutamina
olanzapina	olanzapina	FARMACO	olanzapina
dimero D (entidad-observable)	dimero D	ENTIDAD-OBSERVABLE	dimero D
IMC	IMC	ENTIDAD-OBSERVABLE	IMC
letargia	letargia	SINTOMA	letargia
dialisis local de utah	dialisis local de utah	PROCEDIMIENTO	dialisis local de utah
aspirados nasofaringeos	aspirados nasofaringeos	PROCEDIMIENTO	aspirados nasofaringeos
CD8	CD8	PROTEINAS	CD8
oxigenacion por membrana extracorporal	oxigenacion por membrana extracorporal	PROCEDIMIENTO	oxigenacion por membrana extracorporal
analisis de orina mediante cateter	analisis de orina mediante cateter	PROCEDIMIENTO	analisis de orina mediante cateter
polipnea	polipnea	SINTOMA	polipnea
asma leve intermitente	asma leve intermitente	ENFERMEDAD	asma leve intermitente
ecografia	ecografia	PROCEDIMIENTO	ecografia
estudio de conduccion nerviosa	estudio de conduccion nerviosa	PROCEDIMIENTO	estudio de conduccion nerviosa
gabapentina	gabapentina	FARMACO	gabapentina
inflamacion linfocitica perivascular y perianexial	inflamacion linfocitica perivascular y perianexial	SINTOMA	inflamacion linfocitica perivascular y perianexial
cardiopatia coronaria	cardiopatia coronaria	ENFERMEDAD	cardiopatia coronaria
control antiinfecciosas	control antiinfecciosas	PROCEDIMIENTO	control antiinfecciosas
ecuatorial	ecuatorial	PAIS	ecuatorial
buen estado de salud general	buen estado de salud general	SINTOMA	buen estado de salud general
21 anos	21 anos	EDAD-SUJETO-ASISTENCIA	21 anos
metoprolol	metoprolol	FARMACO	metoprolol
2003	2003	FECHAS	2003
deterioro de la actividad renal	deterioro de la actividad renal	SINTOMA	deterioro de la actividad renal
consolidacion anular en el lobulo superior	consolidacion anular en el lobulo superior	ENFERMEDAD	consolidacion anular en el lobulo superior
8 anos	8 anos	EDAD-SUJETO-ASISTENCIA	8 anos
fumador (sintoma)	fumador	SINTOMA	fumador
infliximab (farmaco)	infliximab	FARMACO	infliximab
cultivos viricos en celulas vero	cultivos viricos en celulas vero	PROCEDIMIENTO	cultivos viricos en celulas vero
sindrome inflamatorio	sindrome inflamatorio	ENFERMEDAD	sindrome inflamatorio
dermatosis neutrofilica	dermatosis neutrofilica	ENFERMEDAD	dermatosis neutrofilica
virus de la hepatitis B	virus de la hepatitis B	SPECIES	virus de la hepatitis B
china	china	PAIS	china
vitaminas	vitaminas	FARMACO	vitaminas
biopsia	biopsia	PROCEDIMIENTO	biopsia
hemoglobina (proteinas)	hemoglobina	PROTEINAS	hemoglobina
angustia	angustia	SINTOMA	angustia
colitis ulcerosa	colitis ulcerosa	ENFERMEDAD	colitis ulcerosa
anemia normocitica	anemia normocitica	ENFERMEDAD	anemia normocitica
frotis faringeo	frotis faringeo	PROCEDIMIENTO	frotis faringeo
afasia	afasia	SINTOMA	afasia
71 anos	71 anos	EDAD-SUJETO-ASISTENCIA	71 anos
65 anos	65 anos	EDAD-SUJETO-ASISTENCIA	65 anos
mesalamina	mesalamina	FARMACO	mesalamina
angiografia coronaria	angiografia coronaria	PROCEDIMIENTO	angiografia coronaria
electroencefalograma	electroencefalograma	PROCEDIMIENTO	electroencefalograma
rtpcr (proteinas)	rtpcr	PROTEINAS	rtpcr
asma infantil	asma infantil	ENFERMEDAD	asma infantil
dimero D (farmaco)	dimero D	FARMACO	dimero D
25 de marzo	25 de marzo	FECHAS	25 de marzo
mialgia (farmaco)	mialgia	FARMACO	mialgia
obesidad	obesidad	ENFERMEDAD	obesidad
cincuenta anos	cincuenta anos	EDAD-SUJETO-ASISTENCIA	cincuenta anos
IgM	IgM	PROTEINAS	IgM
gentamicina	gentamicina	FARMACO	gentamicina
indice visual	indice visual	ENTIDAD-OBSERVABLE	indice visual
amplicilina	amplicilina	FARMACO	amplicilina
lopinavirritonavir	lopinavirritonavir	FARMACO	lopinavirritonavir
embolia pulmonar	embolia pulmonar	ENFERMEDAD	embolia pulmonar
bradicardia irreversibles	bradicardia irreversibles	ENFERMEDAD	bradicardia irreversibles
adenocarcinoma en el pulmon	adenocarcinoma en el pulmon	ENFERMEDAD	adenocarcinoma en el pulmon
cardiomiopatia isquemica	cardiomiopatia isquemica	ENFERMEDAD	cardiomiopatia isquemica
20 de enero	20 de enero	FECHAS	20 de enero
hiperintensidad	hiperintensidad	FARMACO	hiperintensidad
hipotonia	hipotonia	SINTOMA	hipotonia
betahidroxibutirato	betahidroxibutirato	PROTEINAS	betahidroxibutirato
IL6 (entidad-observable)	IL6	ENTIDAD-OBSERVABLE	IL6
trasplante renal	trasplante renal	PROCEDIMIENTO	trasplante renal
alteracion de la capacidad hepatica y renal	alteracion de la capacidad hepatica y renal	SINTOMA	alteracion de la capacidad hepatica y renal
alopurinol	alopurinol	FARMACO	alopurinol
alcoholismo	alcoholismo	ENFERMEDAD	alcoholismo
inmunoglobulinas	inmunoglobulinas	PROTEINAS	inmunoglobulinas
amilasa plasmatica	amilasa plasmatica	ENTIDAD-OBSERVABLE	amilasa plasmatica
dolor toracico	dolor toracico	SINTOMA	dolor toracico
aumento de las necesidades de oxigeno	aumento de las necesidades de oxigeno	SINTOMA	aumento de las necesidades de oxigeno
2016	2016	FECHAS	2016
6 de marzo de 2020	6 de marzo de 2020	FECHAS	6 de marzo de 2020
AAS	AAS	FARMACO	AAS
debilidad generalizada	debilidad generalizada	SINTOMA	debilidad generalizada
rinorrea	rinorrea	SINTOMA	rinorrea
15 de marzo	15 de marzo	FECHAS	15 de marzo
biopsia en sacabocados de 5 mm de la nalga izquierda	biopsia en sacabocados de 5 mm de la nalga izquierda	PROCEDIMIENTO	biopsia en sacabocados de 5 mm de la nalga izquierda
covid19 (sintoma)	covid19	SINTOMA	covid19
hipovolemia	hipovolemia	ENFERMEDAD	hipovolemia
insuficiencia cardiaca aguda	insuficiencia cardiaca aguda	ENFERMEDAD	insuficiencia cardiaca aguda
de tormenta de citocinas	de tormenta de citocinas	ENFERMEDAD	de tormenta de citocinas
15 anos	15 anos	EDAD-SUJETO-ASISTENCIA	15 anos
disfagia	disfagia	SINTOMA	disfagia
10 de mayo	10 de mayo	FECHAS	10 de mayo
intoxicacion por litio	intoxicacion por litio	ENFERMEDAD	intoxicacion por litio
exploracion clinica	exploracion clinica	PROCEDIMIENTO	exploracion clinica
TnI (entidad-observable)	TnI	ENTIDAD-OBSERVABLE	TnI
parto vaginal (procedimiento)	parto vaginal	PROCEDIMIENTO	parto vaginal
sulfato de magnesio	sulfato de magnesio	FARMACO	sulfato de magnesio
deshidrogenasa	deshidrogenasa	PROTEINAS	deshidrogenasa
dolor abdominal en el area epigastrica	dolor abdominal en el area epigastrica	SINTOMA	dolor abdominal en el area epigastrica
ageusia	ageusia	SINTOMA	ageusia
malestar intenso	malestar intenso	SINTOMA	malestar intenso
toxina de clostridium difficile	toxina de clostridium difficile	PROTEINAS	toxina de clostridium difficile
exploracion microscopica	exploracion microscopica	PROCEDIMIENTO	exploracion microscopica
5 anos	5 anos	EDAD-SUJETO-ASISTENCIA	5 anos
PCT (entidad-observable)	PCT	ENTIDAD-OBSERVABLE	PCT
6 de febrero	6 de febrero	FECHAS	6 de febrero
presion parcial arterial	presion parcial arterial	ENTIDAD-OBSERVABLE	presion parcial arterial
consolidacion en diferentes regiones de todo el pulmon	consolidacion en diferentes regiones de todo el pulmon	ENFERMEDAD	consolidacion en diferentes regiones de todo el pulmon
buen apetito	buen apetito	SINTOMA	buen apetito
linfoma de celulas del manto	linfoma de celulas del manto	ENFERMEDAD	linfoma de celulas del manto
anticuerpos anticitoplasmaticos de neutrofilos (entidad-observable)	anticuerpos anticitoplasmaticos de neutrofilos	ENTIDAD-OBSERVABLE	anticuerpos anticitoplasmaticos de neutrofilos
25 anos	25 anos	EDAD-SUJETO-ASISTENCIA	25 anos
radiocinematografia	radiocinematografia	PROCEDIMIENTO	radiocinematografia
CD4	CD4	PROTEINAS	CD4
7 anos	7 anos	EDAD-SUJETO-ASISTENCIA	7 anos
funcion ventricular	funcion ventricular	ENTIDAD-OBSERVABLE	funcion ventricular
anticuerpos contra citomegalovirus	anticuerpos contra citomegalovirus	ENTIDAD-OBSERVABLE	anticuerpos contra citomegalovirus
prueba de gripe	prueba de gripe	PROCEDIMIENTO	prueba de gripe
vasculitis	vasculitis	ENFERMEDAD	vasculitis
disminucion de la saturacion de oxigeno	disminucion de la saturacion de oxigeno	SINTOMA	disminucion de la saturacion de oxigeno
sitagliptina	sitagliptina	FARMACO	sitagliptina
il1 recombinante	il1 recombinante	FARMACO	il1 recombinante
RMN cerebrales	RMN cerebrales	PROCEDIMIENTO	RMN cerebrales
ventilacion mecanica	ventilacion mecanica	PROCEDIMIENTO	ventilacion mecanica
doxiciclina	doxiciclina	FARMACO	doxiciclina
mariposa	mariposa	SPECIES	mariposa
lactatodeshidrogenasa (proteinas)	lactatodeshidrogenasa	PROTEINAS	lactatodeshidrogenasa
80 anos	80 anos	EDAD-SUJETO-ASISTENCIA	80 anos
hepatitis C y parvovirus B19	hepatitis C y parvovirus B19	ENFERMEDAD	hepatitis C y parvovirus B19
madrid	madrid	TERRITORIO	madrid
auscultacion pulmonar posterior	auscultacion pulmonar posterior	PROCEDIMIENTO	auscultacion pulmonar posterior
tromboemboloectomia	tromboemboloectomia	PROCEDIMIENTO	tromboemboloectomia
hipotension (sintoma)	hipotension	SINTOMA	hipotension
arteriopatia coronaria	arteriopatia coronaria	ENFERMEDAD	arteriopatia coronaria
hipertension idiopatica	hipertension idiopatica	ENFERMEDAD	hipertension idiopatica
cistectomia transuretral	cistectomia transuretral	PROCEDIMIENTO	cistectomia transuretral
2 de abril de 2020	2 de abril de 2020	FECHAS	2 de abril de 2020
vih1 (proteinas)	vih1	PROTEINAS	vih1
vial de meronepem	vial de meronepem	PROCEDIMIENTO	vial de meronepem
RMN toracica craneal y lumbar	RMN toracica craneal y lumbar	PROCEDIMIENTO	RMN toracica craneal y lumbar
corticosteroides iv	corticosteroides iv	PROCEDIMIENTO	corticosteroides iv
intubacion endotraqueal	intubacion endotraqueal	PROCEDIMIENTO	intubacion endotraqueal
infecciones	infecciones	ENFERMEDAD	infecciones
convulsiones	convulsiones	SINTOMA	convulsiones
SNC	SNC	ENFERMEDAD	SNC
carbonato calcico	carbonato calcico	FARMACO	carbonato calcico
albuterol	albuterol	FARMACO	albuterol
analisis serologico	analisis serologico	PROCEDIMIENTO	analisis serologico
administro oxigeno	administro oxigeno	PROCEDIMIENTO	administro oxigeno
coronavirus	coronavirus	SPECIES	coronavirus
neumotorax bilateral	neumotorax bilateral	ENFERMEDAD	neumotorax bilateral
metildopa	metildopa	FARMACO	metildopa
ventilacion asistida	ventilacion asistida	PROCEDIMIENTO	ventilacion asistida
electromiograma	electromiograma	PROCEDIMIENTO	electromiograma
coronavirus nl63	coronavirus nl63	SPECIES	coronavirus nl63
legionella	legionella	SPECIES	legionella
taquicardia sinusal	taquicardia sinusal	ENFERMEDAD	taquicardia sinusal
fibrinogeno (proteinas)	fibrinogeno	PROTEINAS	fibrinogeno
antibioticos betalactamicos intravenosos	antibioticos betalactamicos intravenosos	PROCEDIMIENTO	antibioticos betalactamicos intravenosos
desorientado	desorientado	SINTOMA	desorientado
18 de abril	18 de abril	FECHAS	18 de abril
15 de abril	15 de abril	FECHAS	15 de abril
tiempo total	tiempo total	ENTIDAD-OBSERVABLE	tiempo total
corticoesteroides sistemicos	corticoesteroides sistemicos	PROCEDIMIENTO	corticoesteroides sistemicos
TAC toracica y abdominal	TAC toracica y abdominal	PROCEDIMIENTO	TAC toracica y abdominal
klebsiella pneumoniae	klebsiella pneumoniae	SPECIES	klebsiella pneumoniae
afebril	afebril	SINTOMA	afebril
choque	choque	SINTOMA	choque
sibilancias en ambos pulmones y edema periferico	sibilancias en ambos pulmones y edema periferico	SINTOMA	sibilancias en ambos pulmones y edema periferico
dermatosis exfoliativa	dermatosis exfoliativa	ENFERMEDAD	dermatosis exfoliativa
glasgow	glasgow	ENTIDAD-OBSERVABLE	glasgow
atelectasia por compresion	atelectasia por compresion	ENFERMEDAD	atelectasia por compresion
arteriopatia periferica	arteriopatia periferica	ENFERMEDAD	arteriopatia periferica
anemia normocitica leve	anemia normocitica leve	ENFERMEDAD	anemia normocitica leve
anticuerpos IgM	anticuerpos IgM	ENTIDAD-OBSERVABLE	anticuerpos IgM
tratamiento anticoagulante	tratamiento anticoagulante	PROCEDIMIENTO	tratamiento anticoagulante
abrasion del labio inferior (enfermedad)	abrasion del labio inferior	ENFERMEDAD	abrasion del labio inferior
opacidades de vidrio esmerilado en la parte superior del pulmon	opacidades de vidrio esmerilado en la parte superior del pulmon	SINTOMA	opacidades de vidrio esmerilado en la parte superior del pulmon
13 de noviembre de 2019	13 de noviembre de 2019	FECHAS	13 de noviembre de 2019
alteraciones electroliticas	alteraciones electroliticas	SINTOMA	alteraciones electroliticas
tratamiento antibacteriano	tratamiento antibacteriano	PROCEDIMIENTO	tratamiento antibacteriano
ventilacion no invasiva	ventilacion no invasiva	PROCEDIMIENTO	ventilacion no invasiva
embarazos	embarazos	ENFERMEDAD	embarazos
