span_lower	label	doc_freq	doc_perc(%)	term_freq	lemma	snomedid	umls_cui	original_span	span_normalized	filename
reflujo gastroesofagico	ENFERMEDAD	1	0.5	1	reflujo gastroesofágico			reflujo gastroesofágico	reflujo gastroesofágico	32653210_ES
recidiva del cancer	ENFERMEDAD	1	0.5	1	recidivar de+el cáncer			recidiva del cáncer	recidiva del cáncer	32620682_ES
reaccion alergica	ENFERMEDAD	1	0.5	1	reacción alérgico			reacción alérgica	reacción alérgica	32641443_ES
psoriasis cronica en placas moderada	ENFERMEDAD	1	0.5	1	psoriasis crónico en placa moderar			psoriasis crónica en placas moderada	psoriasis crónica en placas moderada	32557532_ES
prolapso pulposo nuclear de la columna lumbar	ENFERMEDAD	1	0.5	1	prolapso pulposo nuclear de el columna lumbar			prolapso pulposo nuclear de la columna lumbar	prolapso pulposo nuclear de la columna lumbar	32622819B_ES
prolapso de la valvula mitral	ENFERMEDAD	1	0.5	1	prolapso de el válvula mitral			prolapso de la válvula mitral	prolapso de la válvula mitral	32412848_ES
proceso patologico	ENFERMEDAD	1	0.5	1	proceso patológico			proceso patológico	proceso patológico	32639089_ES
proceso inflamatorio agudo	ENFERMEDAD	1	0.5	1	proceso inflamatorio agudo			proceso inflamatorio agudo	proceso inflamatorio agudo	32267502_ES
proceso infecciosoinflamatorio	ENFERMEDAD	1	0.5	1	proceso infecciosoinflamatorio			proceso infeccioso/inflamatorio	proceso infecciosoinflamatorio	32617223_ES
proceso infeccioso	ENFERMEDAD	1	0.5	1	proceso infeccioso	441862004	C0745283	proceso infeccioso	proceso infeccioso	32222713_ES
primigravida	ENFERMEDAD	1	0.5	1	primigrávida			primigrávida	primigrávida	32618794_ES
preeclampsia grave	ENFERMEDAD	1	0.5	1	preeclampsia grave			preeclampsia grave	preeclampsia grave	32363217_ES
prediabetes	ENFERMEDAD	1	0.5	1	prediabetes	714628002, 15777000	C0362046, C0362046	prediabetes	prediabetes	32586958_ES
portador de VIH	ENFERMEDAD	1	0.5	1	portador de VIH			portador de VIH	portador de VIH	32607564_ES
polirradiculoneuritis desmielinizante	ENFERMEDAD	1	0.5	1	polirradiculoneuritis desmielinizante			polirradiculoneuritis desmielinizante	polirradiculoneuritis desmielinizante	32364123_ES
poliquistosis ovarica	ENFERMEDAD	1	0.5	1	poliquistosis ovárico			poliquistosis ovárica	poliquistosis ovárica	32363336-B_ES
polipos nasales	ENFERMEDAD	1	0.5	1	pólipo nasal			pólipos nasales	pólipos nasales	32553608­B_ES
polineuropatia sensitivomotriz aguda	ENFERMEDAD	1	0.5	1	polineuropatía sensitivomotriz agudo			polineuropatía sensitivomotriz aguda	polineuropatía sensitivomotriz aguda	32586958_ES
polineuropatia desmielinizante inflamatoria	ENFERMEDAD	1	0.5	1	polineuropatía desmielinizante inflamatorio			polineuropatía desmielinizante inflamatoria	polineuropatía desmielinizante inflamatoria	32622819A_ES
polineuropatia desmielinizante	ENFERMEDAD	1	0.5	1	polineuropatía desmielinizante			polineuropatía desmielinizante	polineuropatía desmielinizante	32588185_ES
polineuropatia del paciente critico	ENFERMEDAD	1	0.5	1	polineuropatía de+el paciente crítico			polineuropatía del paciente crítico	polineuropatía del paciente crítico	32619798_ES
pitiriasis rosada	ENFERMEDAD	1	0.5	1	pitiriasis rosado	77252004	C0032026	pitiriasis rosada	pitiriasis rosada	32352486_ES
pielonefritis	ENFERMEDAD	1	0.5	1	pielonefritis	45816000	C0034186	pielonefritis	pielonefritis	32292867_ES
pericarditis	ENFERMEDAD	1	0.5	1	pericarditis	3238004	C0031046	pericarditis	pericarditis	32427645_ES
perdida de diferenciacion entre sustancia gris y sustancia blanca en los lobulos parietal y occipital	ENFERMEDAD	1	0.5	1	pérdida de diferenciación entre sustancia gris y sustancia blanco en el lóbulo parietal y occipital			pérdida de diferenciación entre sustancia gris y sustancia blanca en los lóbulos parietal y occipital	pérdida de diferenciación entre sustancia gris y sustancia blanca en los lóbulos parietal y occipital	32360439_ES
perdida de conciencia	ENFERMEDAD	1	0.5	1	pérdida de conciencia			pérdida de conciencia	pérdida de conciencia	32417987_ES
patologia biliar	ENFERMEDAD	1	0.5	1	patología biliar			patología biliar	patología biliar	32653210_ES
partos vaginales	ENFERMEDAD	1	0.5	1	parto vaginal			partos vaginales	partos vaginales	32363336_ES
parto vaginal espontaneo	ENFERMEDAD	1	0.5	1	partir vaginal espontáneo			parto vaginal espontáneo	parto vaginal espontáneo	32606105_ES
parto prematuro	ENFERMEDAD	1	0.5	1	parto prematuro	282020008	C0151526	parto prematuro	parto prematuro	32119083_ES
parto por cesarea	ENFERMEDAD	1	0.5	1	partir por cesárea			parto por cesárea	parto por cesárea	32590725_ES
parotiditis infecciosa aguda	ENFERMEDAD	1	0.5	1	parotiditis infeccioso agudo	36989005	C0026780	parotiditis infecciosa aguda	parotiditis infecciosa aguda	32631770_ES
parotiditis infecciosa	ENFERMEDAD	1	0.5	1	parotiditis infeccioso	36989005	C0026780	parotiditis infecciosa	parotiditis infecciosa	32631770_ES
parotiditis bacteriana concomitante	ENFERMEDAD	1	0.5	1	parotiditis bacteriano concomitante			parotiditis bacteriana concomitante	parotiditis bacteriana concomitante	32631770_ES
parosmia nocturna	ENFERMEDAD	1	0.5	1	parosmia nocturno			parosmia nocturna	parosmia nocturna	32605712_ES
paro cardiaco subito	ENFERMEDAD	2	1.0	1	paro cardiaco súbito			paro cardiaco súbito	paro cardiaco súbito	32085846_ES, 32615807A_ES
paro cardiaco subito	ENFERMEDAD	2	1.0	1	paro cardíaco súbito			paro cardíaco súbito	paro cardíaco súbito	32085846_ES, 32615807A_ES
paro cardiaco mortal	ENFERMEDAD	1	0.5	1	paro cardíaco mortal			paro cardíaco mortal	paro cardíaco mortal	32282871_B_ES
parkinson	ENFERMEDAD	1	0.5	1	parkinson			Parkinson	parkinson	32609542_ES
paralisis del nervio motor ocular	ENFERMEDAD	1	0.5	1	parálisis de+el nervio motor ocular			parálisis del nervio motor ocular	parálisis del nervio motor ocular	32592761_ES
paralisis del VI par craneal	ENFERMEDAD	1	0.5	1	parálisis de+el VI par craneal			parálisis del VI par craneal	parálisis del VI par craneal	32651243_ES
papulas maculares	ENFERMEDAD	1	0.5	1	pápula macular			pápulas maculares	pápulas maculares	32425356_ES
papulas eritematosas amarillentas en ambos talones	ENFERMEDAD	1	0.5	1	pápula eritematoso amarillento en ambos talón			pápulas eritematosas amarillentas en ambos talones	pápulas eritematosas amarillentas en ambos talones	32294264_ES
panel virico respiratorio	ENFERMEDAD	1	0.5	1	panel vírico respiratorio			panel vírico respiratorio	panel vírico respiratorio	32320556_ES
pandemia de covid19	ENFERMEDAD	1	0.5	1	pandemia de covid19			pandemia de COVID-19	pandemia de covid19	32617169_ES
pancreatitis leve	ENFERMEDAD	1	0.5	1	pancreatitis leve	75694006	C0030305	pancreatitis leve	pancreatitis leve	32639461_ES
pancreatitis edematosa intersticial	ENFERMEDAD	1	0.5	1	pancreatitis edematoso intersticial	44636008	C0267947	pancreatitis edematosa intersticial	pancreatitis edematosa intersticial	32653210_ES
pancreatitis aguda	ENFERMEDAD	1	0.5	1	pancreatitis agudo	197456007, 39726008	C0001339, C0001339, C0341461	pancreatitis aguda	pancreatitis aguda	32653210_ES
pancreatitis	ENFERMEDAD	1	0.5	1	pancreatitis	75694006	C0030305	pancreatitis	pancreatitis	32653210_ES
pancitopenia grave	ENFERMEDAD	1	0.5	1	pancitopenia grave			pancitopenia grave	pancitopenia grave	32636116_ES
opacificacion de estas venas	ENFERMEDAD	1	0.5	1	opacificación de este vena			opacificación de estas venas	opacificación de estas venas	32554423_ES
opacidades intersticiales unilobulares en el lobulo superior	ENFERMEDAD	1	0.5	1	opacidad intersticial unilobular en el lóbulo superior			opacidades intersticiales unilobulares en el lóbulo superior	opacidades intersticiales unilobulares en el lóbulo superior	32648092C_ES
opacidades intersticiales multilobulares en el pulmon	ENFERMEDAD	1	0.5	1	opacidad intersticial multilobular en el pulmón			opacidades intersticiales multilobulares en el pulmón	opacidades intersticiales multilobulares en el pulmón	32648092A_ES
opacidades de vidrio esmerilado parcheadas en el lobulo superior del pulmon	ENFERMEDAD	1	0.5	1	opacidad de vidrio esmerilar parchear en el lóbulo superior de+el pulmón			opacidades de vidrio esmerilado parcheadas en el lóbulo superior del pulmón	opacidades de vidrio esmerilado parcheadas en el lóbulo superior del pulmón	32266524_ES
opacidades de vidrio esmerilado en el pulmon	ENFERMEDAD	1	0.5	1	opacidad de vidrio esmerilar en el pulmón			opacidades de vidrio esmerilado en el pulmón	opacidades de vidrio esmerilado en el pulmón	32292053_ES
opacidades alveolares parcheadas en los lobulos medio e inferior del pulmon	ENFERMEDAD	1	0.5	1	opacidad alveolar parchear en el lóbulo medio y inferior de+el pulmón			opacidades alveolares parcheadas en los lóbulos medio e inferior del pulmón	opacidades alveolares parcheadas en los lóbulos medio e inferior del pulmón	32639064_ES
opacidades alveolares bilaterales multifocales con atelectasia en la zona inferior del pulmon	ENFERMEDAD	1	0.5	1	opacidad alveolar bilateral multifocal con atelectasia en el zona inferior de+el pulmón			opacidades alveolares bilaterales multifocales con atelectasia en la zona inferior del pulmón	opacidades alveolares bilaterales multifocales con atelectasia en la zona inferior del pulmón	32637437­_ES
opacidad en el lobulo superior del pulmon	ENFERMEDAD	1	0.5	1	opacidad en el lóbulo superior de+el pulmón			opacidad en el lóbulo superior del pulmón	opacidad en el lóbulo superior del pulmón	32593478_ES
oclusion trombotica de la arteria coronaria	ENFERMEDAD	1	0.5	1	oclusión trombótico de el arteria coronario			oclusión trombótica de la arteria coronaria	oclusión trombótica de la arteria coronaria	32586778_ES
oclusion trombotica aguda en la aorta infrarrenal	ENFERMEDAD	1	0.5	1	oclusión trombótico agudo en el aorta infrarrenal			oclusión trombótica aguda en la aorta infrarrenal	oclusión trombótica aguda en la aorta infrarrenal	32353183_ES
oclusion embolica de la arteria mesenterica superior	ENFERMEDAD	1	0.5	1	oclusión embólico de el arteria mesentérico superior			oclusión embólica de la arteria mesentérica superior	oclusión embólica de la arteria mesentérica superior	32353183-B_ES
oclusion de la arteria mesenterica superior	ENFERMEDAD	1	0.5	1	oclusión de el arteria mesentérico superior			oclusión de la arteria mesentérica superior	oclusión de la arteria mesentérica superior	32424482_ES
oclusion de la arteria cerebral media	ENFERMEDAD	1	0.5	1	oclusión de el arteria cerebral medio			oclusión de la arteria cerebral media	oclusión de la arteria cerebral media	32424482_ES
oclusion de la arteria carotida interna	ENFERMEDAD	1	0.5	1	oclusión de el arteria carótido interno			oclusión de la arteria carótida interna	oclusión de la arteria carótida interna	32360439-C_ES
obstruccion nasal	ENFERMEDAD	1	0.5	1	obstrucción nasal			obstrucción nasal	obstrucción nasal	32267483_ES
obstruccion inflamatoria bilateral	ENFERMEDAD	1	0.5	1	obstrucción inflamatorio bilateral			obstrucción inflamatoria bilateral	obstrucción inflamatoria bilateral	32267483_ES
obstruccion de las vias respiratorias	ENFERMEDAD	1	0.5	1	obstrucción de el vía respiratorio			obstrucción de las vías respiratorias	obstrucción de las vías respiratorias	32620682_ES
obesidad de grado 2	ENFERMEDAD	1	0.5	1	obesidad de grado 2			obesidad de grado 2	obesidad de grado 2	32623310_ES
obesidad de clase I	ENFERMEDAD	1	0.5	1	obesidad de clase I			obesidad de clase I	obesidad de clase I	32586958_ES
nulipara	ENFERMEDAD	1	0.5	1	nulípara			nulípara	nulípara	32637327A_ES
no purulenta	ENFERMEDAD	1	0.5	1	no purulento			no purulenta	no purulenta	32639461_ES
neutropenia	ENFERMEDAD	1	0.5	1	neutropenia	165517008, 72885007	C0027947, C0853697, C1534864, C1576411, C4551627	neutropenia	neutropenia	32318729_ES
neuropatia por compresion peroneal	ENFERMEDAD	1	0.5	1	neuropatía por compresión peroneal			neuropatía por compresión peroneal	neuropatía por compresión peroneal	32619798_ES
neuropatia desmielinizante	ENFERMEDAD	1	0.5	1	neuropatía desmielinizante			neuropatía desmielinizante	neuropatía desmielinizante	32246917_ES
neuropatia axonica motora aguda del SGB	ENFERMEDAD	1	0.5	1	neuropatía axónico motora agudo de+el SGB			neuropatía axónica motora aguda del SGB	neuropatía axónica motora aguda del SGB	32653906_ES
neuropatia aguda sensitivomotora axonica	ENFERMEDAD	1	0.5	1	neuropatía agudo sensitivomotor axónico			neuropatía aguda sensitivomotora axónica	neuropatía aguda sensitivomotora axónica	32359804_ES
neuropatia	ENFERMEDAD	1	0.5	1	neuropatía			neuropatía	neuropatía	32360439-B_ES
neurologicos	ENFERMEDAD	1	0.5	1	neurológico			neurológicos	neurológicos	32417987_ES
neurodegeneracion grave	ENFERMEDAD	1	0.5	1	neurodegeneración grave			neurodegeneración grave	neurodegeneración grave	32638347B_ES
neumotorax izquierdo con desplazamiento mediastinico	ENFERMEDAD	1	0.5	1	neumotórax izquierdo con desplazamiento mediastínico			neumotórax izquierdo con desplazamiento mediastínico	neumotórax izquierdo con desplazamiento mediastínico	32423911_ES
neumotorax derecho con colapso completo del pulmon	ENFERMEDAD	1	0.5	1	neumotórax derecho con colapso completo de+el pulmón			neumotórax derecho con colapso completo del pulmón	neumotórax derecho con colapso completo del pulmón	32317275_ES
neumoperitoneo secundario a perforacion de colon	ENFERMEDAD	1	0.5	1	neumoperitoneo secundario a perforación de colon			neumoperitoneo secundario a perforación de colon	neumoperitoneo secundario a perforación de colon	32402416­_ES
neumopatias subyacentes	ENFERMEDAD	1	0.5	1	neumopatías subyacente			neumopatías subyacentes	neumopatías subyacentes	32619736_ES
neumopatia inflamatoria intersticial	ENFERMEDAD	1	0.5	1	neumopatía inflamatorio intersticial			neumopatía inflamatoria intersticial	neumopatía inflamatoria intersticial	32267502_ES
neumopatia bilateral en los lobulos inferiores	ENFERMEDAD	1	0.5	1	neumopatía bilateral en el lóbulo inferior			neumopatía bilateral en los lóbulos inferiores	neumopatía bilateral en los lóbulos inferiores	32427645_ES
neumopatia	ENFERMEDAD	1	0.5	1	neumopatía			neumopatía	neumopatía	32205138_ES
neumonitis intersticial	ENFERMEDAD	1	0.5	1	neumonitis intersticial	64667001	C0206061	neumonitis intersticial	neumonitis intersticial	32222713_ES
neumonitis inducida	ENFERMEDAD	1	0.5	1	neumonitis inducir			neumonitis inducida	neumonitis inducida	32198834_ES
neumonias de origen indeterminado	ENFERMEDAD	1	0.5	1	neumonía de origen indeterminado			neumonías de origen indeterminado	neumonías de origen indeterminado	32198834_ES
neumonia unilobar	ENFERMEDAD	1	0.5	1	neumonía unilobar			neumonía unilobar	neumonía unilobar	32631646_ES
neumonia por pneumocystis jirovecii	ENFERMEDAD	1	0.5	1	neumonía por pneumocystis jirovecii			neumonía por Pneumocystis jirovecii	neumonía por pneumocystis jirovecii	32607564_ES
neumonia por aspiracion	ENFERMEDAD	1	0.5	1	neumonía por aspiración			neumonía por aspiración	neumonía por aspiración	32399950_ES
neumonia obstructiva provocada por el tumor	ENFERMEDAD	1	0.5	1	neumonía obstructivo provocar por el tumor			neumonía obstructiva provocada por el tumor	neumonía obstructiva provocada por el tumor	32165205_ES
neumonia neumocistosica	ENFERMEDAD	1	0.5	1	neumonía neumocistósica			neumonía neumocistósica	neumonía neumocistósica	32607564_ES
neumonia necrosante	ENFERMEDAD	1	0.5	1	neumonía necrosante			neumonía necrosante	neumonía necrosante	32602267_ES
neumonia multilobular	ENFERMEDAD	1	0.5	1	neumonía multilobular			neumonía multilobular	neumonía multilobular	32648092A_ES
neumonia leve por covid19	ENFERMEDAD	1	0.5	1	neumonía leve por covid19			neumonía leve por COVID-19	neumonía leve por covid19	32639064_ES
neumonia intersticial aguda	ENFERMEDAD	1	0.5	1	neumonía intersticial agudo			neumonía intersticial aguda	neumonía intersticial aguda	32622819A_ES
neumonia gramnegativa pseudomonas aeruginosa y klebsiella pneumoniae	ENFERMEDAD	1	0.5	1	neumonía gramnegativo pseudomona aeruginosa y klebsiella pneumoniae			neumonía gramnegativa (Pseudomonas aeruginosa y Klebsiella pneumoniae	neumonía gramnegativa pseudomonas aeruginosa y klebsiella pneumoniae	32275347_ES
neumonia en la zona inferior del pulmon	ENFERMEDAD	1	0.5	1	neumonía en el zona inferior de+el pulmón			neumonía en la zona inferior del pulmón	neumonía en la zona inferior del pulmón	32238024_ES
neumonia bacteriana	ENFERMEDAD	1	0.5	1	neumonía bacteriano			neumonía bacteriana	neumonía bacteriana	32292053_ES
neumonia atipica o virica	ENFERMEDAD	1	0.5	1	neumonía atípico o vírico			neumonía atípica o vírica	neumonía atípica o vírica	32292915_ES
neumonia atipica grave	ENFERMEDAD	1	0.5	1	neumonía atípico grave			neumonía atípica grave	neumonía atípica grave	32119083_ES
neumonia asociada al respirador	ENFERMEDAD	1	0.5	1	neumonía asociar a+el respirador			neumonía asociada al respirador	neumonía asociada al respirador	32623310_ES
neumomediastino	ENFERMEDAD	1	0.5	1	neumomediastino			neumomediastino	neumomediastino	32583150B_ES
neumocistosis	ENFERMEDAD	1	0.5	1	neumocistosis	88860002	C1535939	neumocistosis	neumocistosis	32198834_ES
neoplasia maligna	ENFERMEDAD	1	0.5	1	neoplasia maligno	367651003, 363346000	C0006826, C1288351	neoplasia maligna	neoplasia maligna	32601756_ES
nefropatia resistente a inmunoglobulinas	ENFERMEDAD	1	0.5	1	nefropatía resistente a inmunoglobulina			nefropatía resistente a inmunoglobulinas	nefropatía resistente a inmunoglobulinas	32640066_ES
nefropatia cronica en estadio 3a	ENFERMEDAD	1	0.5	1	nefropatía crónico en estadío 3 a			nefropatía crónica en estadio 3a	nefropatía crónica en estadio 3a	32622819A_ES
nefropatia atipica	ENFERMEDAD	1	0.5	1	nefropatía atípico			nefropatía atípica	nefropatía atípica	32639461_ES
nefrolitiasis	ENFERMEDAD	1	0.5	1	nefrolitiasis	56491003	C0392525	nefrolitiasis	nefrolitiasis	32292915_ES
necrosis con ulceracion de la mucosa de 12mm en cara anterior del ciego	ENFERMEDAD	1	0.5	1	necrosis con ulceración de el mucosa de 12 mm en cara anterior de+el ciego			necrosis con ulceración de la mucosa de 12mm en cara anterior del ciego	necrosis con ulceración de la mucosa de 12mm en cara anterior del ciego	32402416­_ES
muerte cerebral	ENFERMEDAD	1	0.5	1	muerte cerebral			muerte cerebral	muerte cerebral	32583150A_ES
mucopolisacaridosis de tipo I H	ENFERMEDAD	1	0.5	1	mucopolisacaridosis de tipo I H			mucopolisacaridosis de tipo I H	mucopolisacaridosis de tipo I H	32423738_ES
mononucleosis aguda	ENFERMEDAD	1	0.5	1	mononucleosis agudo			mononucleosis aguda	mononucleosis aguda	32352486_ES
miopericarditis recurrente	ENFERMEDAD	1	0.5	1	miopericarditis recurrente			miopericarditis recurrente	miopericarditis recurrente	32607304_Es
miopatia en el biceps braquial	ENFERMEDAD	1	0.5	1	miopatía en el bíceps braquial			miopatía en el bíceps braquial	miopatía en el bíceps braquial	32619798_ES
miopatia	ENFERMEDAD	1	0.5	1	miopatía			miopatía	miopatía	32619798_ES
miocarditis linfocitica aguda no virica	ENFERMEDAD	1	0.5	1	miocarditis linfocítico agudo no vírico			miocarditis linfocítica aguda no vírica	miocarditis linfocítica aguda no vírica	32267502_ES
miocarditis fulminante	ENFERMEDAD	1	0.5	1	miocarditis fulminante			miocarditis fulminante	miocarditis fulminante	32277408_ES
miocarditis combinada	ENFERMEDAD	1	0.5	1	miocarditis combinar			miocarditis combinada	miocarditis combinada	32282027_ES
miocardiopatia infiltrativa	ENFERMEDAD	1	0.5	1	miocardiopatía infiltrativo			miocardiopatía infiltrativa	miocardiopatía infiltrativa	32622819B_ES
migrana	ENFERMEDAD	1	0.5	1	migraña			migraña	migraña	3229222_ES
microhemorragias del	ENFERMEDAD	1	0.5	1	microhemorragia de+el			microhemorragias del	microhemorragias del	32639461_ES
microhemorragia subaracnoidea en el lobulo frontal	ENFERMEDAD	1	0.5	1	microhemorragia subaracnoideo en el lóbulo frontal			microhemorragia subaracnoidea en el lóbulo frontal	microhemorragia subaracnoidea en el lóbulo frontal	32294340_ES
microangiopatia	ENFERMEDAD	1	0.5	1	microangiopatía			microangiopatía	microangiopatía	32617903A_ES
metastasis oseas sintomaticas	ENFERMEDAD	1	0.5	1	metástasis óseo sintomático			metástasis óseas sintomáticas	metástasis óseas sintomáticas	32247642_ES
metastasis	ENFERMEDAD	1	0.5	1	metástasis			metástasis	metástasis	32165205_ES
metastasica	ENFERMEDAD	1	0.5	1	metastásico			metastásica	metastásica	32165205_ES
metaplasia escamosa	ENFERMEDAD	1	0.5	1	metaplasia escamoso	83577005	C0025570, C1367969	metaplasia escamosa	metaplasia escamosa	32638890_ES
meningitis bacteriana	ENFERMEDAD	1	0.5	1	meningitis bacteriano	95883001	C0085437	meningitis bacteriana	meningitis bacteriana	32607564_ES
meningitis	ENFERMEDAD	1	0.5	1	meningitis	7180009	C0025289	meningitis	meningitis	32292054_ES
meningioma frontal	ENFERMEDAD	1	0.5	1	meningioma frontal			meningioma frontal	meningioma frontal	32631645_ES
mastocitosis sistemica	ENFERMEDAD	1	0.5	1	mastocitosis sistémico			mastocitosis sistémica	mastocitosis sistémica	32622819B_ES
mastitis	ENFERMEDAD	1	0.5	1	mastitis	45198002, 266579006	C0024894, C3495439	mastitis	mastitis	32161941_ES
macrohematuria	ENFERMEDAD	1	0.5	1	macrohematuria	197941005	C0473237	macrohematuria	macrohematuria	32622819A_ES
lupus eritematoso diseminado	ENFERMEDAD	1	0.5	1	lupus eritematoso diseminar	55464009	C0024141	lupus eritematoso diseminado	lupus eritematoso diseminado	32276139_ES
lumbociatica cronica	ENFERMEDAD	1	0.5	1	lumbociática crónico			lumbociática crónica	lumbociática crónica	3229222_ES
litiasis biliar	ENFERMEDAD	1	0.5	1	litiasis biliar			litiasis biliar	litiasis biliar	32653210_ES
liquido en la cavidad peritoneal	ENFERMEDAD	1	0.5	1	líquido en el cavidad peritoneal			líquido en la cavidad peritoneal	líquido en la cavidad peritoneal	32351657_ES
liquido bronquial	ENFERMEDAD	1	0.5	1	líquido bronquial			líquido bronquial	líquido bronquial	32622819A_ES
liquido amniotico con meconio	ENFERMEDAD	1	0.5	1	líquido amniótico con meconio			líquido amniótico con meconio	líquido amniótico con meconio	32161941_ES
linfopenia	ENFERMEDAD	1	0.5	1	linfopenia	48813009	C0024312, C0300946	linfopenia	linfopenia	32318729_ES
linfoma linfoblastico B	ENFERMEDAD	1	0.5	1	linfoma linfoblástico B			linfoma linfoblástico B	linfoma linfoblástico B	32633439_ES
linfoma de celulas del manto	ENFERMEDAD	1	0.5	1	linfoma de célula de+el manto			linfoma de células del manto	linfoma de células del manto	32615155_ES
linfoadenopatias	ENFERMEDAD	1	0.5	1	linfoadenopatía			linfoadenopatías	linfoadenopatías	32601756_ES
leucopenia	ENFERMEDAD	1	0.5	1	leucopenia	84828003, 419188005	C0023530, C0750394	leucopenia	leucopenia	32318729_ES
leucoencefalopatia	ENFERMEDAD	1	0.5	1	leucoencefalopatía			leucoencefalopatía	leucoencefalopatía	32586752_ES
leucocitopenia leve	ENFERMEDAD	1	0.5	1	leucocitopenia leve			leucocitopenia leve	leucocitopenia leve	32250095_ES
lesiones renales agudas	ENFERMEDAD	1	0.5	1	lesión renal agudo			lesiones renales agudas	lesiones renales agudas	32360439-C_ES
lesiones purpuricas acras	ENFERMEDAD	1	0.5	1	lesión purpúrico acra			lesiones purpúricas acras	lesiones purpúricas acras	32585767_ES
lesiones pulmonares moderadas	ENFERMEDAD	1	0.5	1	lesión pulmonar moderar			lesiones pulmonares moderadas	lesiones pulmonares moderadas	32638347A_ES
lesiones pulmonares causadas por la covid19	ENFERMEDAD	1	0.5	1	lesión pulmonar causar por el covid19			lesiones pulmonares causadas por la COVID-19	lesiones pulmonares causadas por la covid19	32351657_ES
lesiones pruriticas eritematosas en las extremidades	ENFERMEDAD	1	0.5	1	lesión pruríticas eritematoso en el extremidad			lesiones pruríticas eritematosas en las extremidades	lesiones pruríticas eritematosas en las extremidades	32425356_ES
lesiones pruriginosas en ambos talones	ENFERMEDAD	1	0.5	1	lesión pruriginoso en ambos talón			lesiones pruriginosas en ambos talones	lesiones pruriginosas en ambos talones	32294264_ES
lesiones orofaringeas	ENFERMEDAD	1	0.5	1	lesión orofaríngeo			lesiones orofaríngeas	lesiones orofaríngeas	32593478_ES
lesiones isquemicas hipoxicas	ENFERMEDAD	1	0.5	1	lesión isquémico hipóxico			lesiones isquémicas hipóxicas	lesiones isquémicas hipóxicas	32554425_ES
lesiones isquemicas amplias	ENFERMEDAD	1	0.5	1	lesión isquémico amplio			lesiones isquémicas amplias	lesiones isquémicas amplias	32554425_ES
lesiones hiperintensas difusas en el talamo cerebelo mesencefalo y sustancia gris y blanca tentorial	ENFERMEDAD	1	0.5	1	lesión hiperintenso difuso en el tálamo cerebelo mesencéfalo y sustancia gris y blanco tentorial			lesiones hiperintensas difusas en el tálamo, cerebelo, mesencéfalo y sustancia gris y blanca tentorial	lesiones hiperintensas difusas en el tálamo cerebelo mesencéfalo y sustancia gris y blanca tentorial	32651243_ES
lesiones herpeticas orales	ENFERMEDAD	1	0.5	1	lesión herpético oral			lesiones herpéticas orales	lesiones herpéticas orales	32292054_ES
lesiones eritematosas y las abrasiones de los labios	ENFERMEDAD	1	0.5	1	lesión eritematoso y el abrasión de el labio			lesiones eritematosas y las abrasiones de los labios	lesiones eritematosas y las abrasiones de los labios	32425356_ES
lesiones eritematosas en el rostro y el tronco	ENFERMEDAD	1	0.5	1	lesión eritematoso en el rostro y el tronco			lesiones eritematosas en el rostro y el tronco	lesiones eritematosas en el rostro y el tronco	32425356_ES
lesiones eritematosas en diana distribuidas por los lados dorsales y ventrales de las manos	ENFERMEDAD	1	0.5	1	lesión eritematoso en diana distribuir por el lado dorsal y ventral de el mano			lesiones eritematosas en diana distribuidas por los lados dorsales y ventrales de las manos	lesiones eritematosas en diana distribuidas por los lados dorsales y ventrales de las manos	32589314_ES
lesiones en otras regiones de los pulmones	ENFERMEDAD	1	0.5	1	lesión en otro región de el pulmón			lesiones en otras regiones de los pulmones	lesiones en otras regiones de los pulmones	32174057_ES
lesiones en los pulmones	ENFERMEDAD	1	0.5	1	lesión en el pulmón			lesiones en los pulmones	lesiones en los pulmones	32208010_ES
lesiones en los pliegues crurales	ENFERMEDAD	1	0.5	1	lesión en el pliegue crural			lesiones en los pliegues crurales	lesiones en los pliegues crurales	32352487_ES
lesiones en los dedos	ENFERMEDAD	1	0.5	1	lesión en el dedo			lesiones en los dedos	lesiones en los dedos	32292054_ES
lesiones en escarapela atipicas	ENFERMEDAD	1	0.5	1	lesión en escarapela atípico			lesiones en escarapela atípicas	lesiones en escarapela atípicas	32617169_ES
lesiones en ambos pulmones	ENFERMEDAD	1	0.5	1	lesión en ambos pulmón			lesiones en ambos pulmones	lesiones en ambos pulmones	32276139_ES
lesiones de los brazos	ENFERMEDAD	1	0.5	1	lesión de el brazo			lesiones de los brazos	lesiones de los brazos	32352486_ES
lesiones de la mano derecha que dieron positivo para staphylococcus aureus resistente a la meticilina	ENFERMEDAD	1	0.5	1	lesión de el mano derecho que dar positivo para staphylococcus aureus resistente a el meticilina			lesiones de la mano derecha que dieron positivo para Staphylococcus aureus resistente a la meticilina	lesiones de la mano derecha que dieron positivo para staphylococcus aureus resistente a la meticilina	32292054_ES
lesiones cerebrales	ENFERMEDAD	1	0.5	1	lesión cerebral			lesiones cerebrales	lesiones cerebrales	32651243_ES
lesiones bucales	ENFERMEDAD	1	0.5	1	lesión bucal			lesiones bucales	lesiones bucales	32425356_ES
lesiones acras o mucosas	ENFERMEDAD	1	0.5	1	lesión acra o mucoso			lesiones acras o mucosas	lesiones acras o mucosas	32352487_ES
lesion renal	ENFERMEDAD	1	0.5	1	lesión renal			lesión renal	lesión renal	32292867_ES
