span_lower	label	doc_freq	doc_perc(%)	term_freq	lemma	snomedid	umls_cui	original_span	span_normalized	filename
rtpcr de los frotis faringeos y de heces	PROCEDIMIENTO	1	0.5	1	rtpcr de el frotis faríngeo y de hez			RT-PCR de los frotis faríngeos y de heces	rtpcr de los frotis faríngeos y de heces	32119083_ES
rtpcr de frotis faringeos	PROCEDIMIENTO	1	0.5	1	rtpcr de frotis faríngeo			RT-PCR de frotis faríngeos	rtpcr de frotis faríngeos	32329981_ES
rtpcr de fluorescencia	PROCEDIMIENTO	1	0.5	1	rtpcr de fluorescencia			RT-PCR de fluorescencia	rtpcr de fluorescencia	32232784_ES
rinoscopica anterior	PROCEDIMIENTO	1	0.5	1	rinoscópica anterior			rinoscópica anterior	rinoscópica anterior	32267483_ES
revascularizacion urgente de la extremidad inferior	PROCEDIMIENTO	1	0.5	1	revascularización urgente de el extremidad inferior			revascularización urgente de la extremidad inferior	revascularización urgente de la extremidad inferior	32589931_ES
reumatologica	PROCEDIMIENTO	1	0.5	1	reumatológico			reumatológica	reumatológica	32639461_ES
retirar la respiracion asistida	PROCEDIMIENTO	1	0.5	1	retirar el respiración asistir			retirar la respiración asistida	retirar la respiración asistida	32399694­­_ES
retirar la oxigenoterapia	PROCEDIMIENTO	1	0.5	1	retirar el oxigenoterapia			retirar la oxigenoterapia	retirar la oxigenoterapia	32638347C_ES
retirada de la heparina y los antibioticos	PROCEDIMIENTO	1	0.5	1	retirar de el heparina y el antibiótico			retirada de la heparina y los antibióticos	retirada de la heparina y los antibióticos	32294340_ES
respiracion asistida y alta presion positiva telespiratoria	PROCEDIMIENTO	1	0.5	1	respiración asistir y alto presión positivo telespiratoria			respiración asistida y alta presión positiva telespiratoria	respiración asistida y alta presión positiva telespiratoria	32198834_ES
respiracion asistida para proteccion de los pulmones	PROCEDIMIENTO	1	0.5	1	respiración asistir para protección de el pulmón			respiración asistida para protección de los pulmones	respiración asistida para protección de los pulmones	32426200_ES
respiracion asistida no invasiva	PROCEDIMIENTO	1	0.5	1	respiración asistir no invasivo			respiración asistida no invasiva	respiración asistida no invasiva	32275347_ES
respiracion asistida laringea	PROCEDIMIENTO	1	0.5	1	respiración asistir laríngeo			respiración asistida laríngea	respiración asistida laríngea	32554811_ES
respiracion asistida invasiva	PROCEDIMIENTO	1	0.5	1	respiración asistir invasivo			respiración asistida invasiva	respiración asistida invasiva	32282871_ES
resonancia magnetica nuclear	PROCEDIMIENTO	1	0.5	1	resonancia magnético nuclear			resonancia magnética nuclear	resonancia magnética nuclear	32282027_ES
resonancia magnetica cardiaca	PROCEDIMIENTO	2	1.0	1	resonancia magnético cardiaco			resonancia magnética cardíaca	resonancia magnética cardíaca	32329981_ES, 32267502_ES
resonancia magnetica cardiaca	PROCEDIMIENTO	2	1.0	1	resonancia magnético cardiaco			resonancia magnética cardiaca	resonancia magnética cardiaca	32329981_ES, 32267502_ES
resonancia magnetica	PROCEDIMIENTO	1	0.5	1	resonancia magnético			resonancia magnética	resonancia magnética	32651243_ES
reseccion del intestino delgado	PROCEDIMIENTO	1	0.5	1	resección de+el intestino delgado			resección del intestino delgado	resección del intestino delgado	32562891_ES
reseccion de dos metros del intestino delgado	PROCEDIMIENTO	1	0.5	1	resección de 2 metro de+el intestino delgado			resección de dos metros del intestino delgado	resección de dos metros del intestino delgado	32424482_ES
reseccion de 150 cm de intestino delgado isquemico	PROCEDIMIENTO	1	0.5	1	resección de 150 cm de intestino delgado isquémico			resección de 150 cm de intestino delgado isquémico	resección de 150 cm de intestino delgado isquémico	32353183-B_ES
reintubacion	PROCEDIMIENTO	1	0.5	1	reintubación			reintubación	reintubación	32619798_ES
reduccion de la lactancia	PROCEDIMIENTO	1	0.5	1	reducción de el lactancia			reducción de la lactancia	reducción de la lactancia	32320556_ES
reconstruccion 3D frontal mediante ARM de las arterias supraaorticas	PROCEDIMIENTO	1	0.5	1	reconstrucción 3 D frontal mediante ARM de el arteria supraaórtico			reconstrucción 3D frontal mediante ARM de las arterias supraaórticas	reconstrucción 3D frontal mediante ARM de las arterias supraaórticas	32554425_ES
recetaron antibioticos	PROCEDIMIENTO	1	0.5	1	recetar antibiótico			recetaron antibióticos	recetaron antibióticos	32425356_ES
reanimacion materna	PROCEDIMIENTO	1	0.5	1	reanimación materno			reanimación materna	reanimación materna	32363336_ES
reanimacion con succion orofaringea	PROCEDIMIENTO	1	0.5	1	reanimación con succión orofaríngeo			reanimación con succión orofaríngea	reanimación con succión orofaríngea	32363217_ES
reaccion en cadena de la polimerasa con retrotranscripcion	PROCEDIMIENTO	1	0.5	1	reacción en cadena de el polimerasa con retrotranscripción			reacción en cadena de la polimerasa con retrotranscripción	reacción en cadena de la polimerasa con retrotranscripción	32363217_ES
radioterapia intermitente	PROCEDIMIENTO	1	0.5	1	radioterapia intermitente			radioterapia intermitente	radioterapia intermitente	32622819A_ES
radiografias toracicas y abdominales	PROCEDIMIENTO	1	0.5	1	radiografía torácico y abdominal			radiografías torácicas y abdominales	radiografías torácicas y abdominales	32554621_ES
radiografias toracicas posteroanterior y lateral	PROCEDIMIENTO	1	0.5	1	radiografía torácico posteroanterior y lateral			radiografías torácicas posteroanterior y lateral	radiografías torácicas posteroanterior y lateral	32352487_ES
radiografias dentales y de los senos paranasales	PROCEDIMIENTO	1	0.5	1	radiografía dental y de el seno paranasal			radiografías dentales y de los senos paranasales	radiografías dentales y de los senos paranasales	32623310_ES
radiografias a pie de cama	PROCEDIMIENTO	1	0.5	1	radiografía a pie de cama			radiografías a pie de cama	radiografías a pie de cama	32277408_ES
radiografia toracica posteroanterior	PROCEDIMIENTO	1	0.5	1	radiografía torácico posteroanterior			radiografía torácica posteroanterior	radiografía torácica posteroanterior	32607304_Es
radiografia portatil toracica anteroposterior	PROCEDIMIENTO	1	0.5	1	radiografiar portátil torácico anteroposterior			radiografía portátil torácica anteroposterior	radiografía portátil torácica anteroposterior	32423911_ES
radiografia anteroposterior	PROCEDIMIENTO	1	0.5	1	radiografía anteroposterior			radiografía anteroposterior	radiografía anteroposterior	32198834_ES
radiografia a pie de cama	PROCEDIMIENTO	1	0.5	1	radiografía a pie de cama			radiografía a pie de cama	radiografía a pie de cama	32277408_ES
radiocinematografia	PROCEDIMIENTO	1	0.5	1	radiocinematografía			radiocinematografía	radiocinematografía	32556106_ES
quimioterapia oral	PROCEDIMIENTO	1	0.5	1	quimioterapia oral	266719004	C0419073	quimioterapia oral	quimioterapia oral	32633439_ES
qrtpcr	PROCEDIMIENTO	1	0.5	1	qrtpcr			qRT-PCR	qrtpcr	32292053_ES
puncion lumbar fluoroscopica	PROCEDIMIENTO	1	0.5	1	punción lumbar fluoroscópico			punción lumbar fluoroscópica	punción lumbar fluoroscópica	32586958_ES
pruebas viricas respiratorias	PROCEDIMIENTO	1	0.5	1	prueba vírico respiratorio			pruebas víricas respiratorias	pruebas víricas respiratorias	32292054_ES
pruebas serologicas para hepatitis B hepatitis C y HIV	PROCEDIMIENTO	1	0.5	1	prueba serológico para hepatitis B hepatitis C y HIV			pruebas serológicas para hepatitis B, hepatitis C y HIV	pruebas serológicas para hepatitis B hepatitis C y HIV	32292867_ES
pruebas serologicas de sarscov2	PROCEDIMIENTO	1	0.5	1	prueba serológico de sarscov2			pruebas serológicas de SARS-CoV-2	pruebas serológicas de sarscov2	32615155_ES
pruebas serologicas de hepatitis virica	PROCEDIMIENTO	1	0.5	1	prueba serológico de hepatitis vírico			pruebas serológicas de hepatitis vírica	pruebas serológicas de hepatitis vírica	32635747_ES
pruebas serologicas de IgG de sarscov2	PROCEDIMIENTO	1	0.5	1	prueba serológico de igg de sarscov2			pruebas serológicas de IgG de SARS-CoV-2	pruebas serológicas de IgG de sarscov2	32633439_ES
pruebas serologicas adicionales para C3 y C4	PROCEDIMIENTO	1	0.5	1	prueba serológico adicional para C3 y C4			pruebas serológicas adicionales para C3 y C4	pruebas serológicas adicionales para C3 y C4	32292867_ES
pruebas olfativas	PROCEDIMIENTO	1	0.5	1	prueba olfativo			pruebas olfativas	pruebas olfativas	32267483_ES
pruebas moleculares	PROCEDIMIENTO	1	0.5	1	prueba molecular			pruebas moleculares	pruebas moleculares	32415334_ES
pruebas microbiologicas de LCR	PROCEDIMIENTO	1	0.5	1	prueba microbiológico de LCR			pruebas microbiológicas de LCR	pruebas microbiológicas de LCR	32588185_ES
pruebas del sarscov2 mediante rtpcr	PROCEDIMIENTO	1	0.5	1	prueba de+el sarscov2 mediante rtpcr			pruebas del SARS-CoV-2 mediante RT-PCR	pruebas del sarscov2 mediante rtpcr	32119083_ES
pruebas de virus respiratorios y ncov19	PROCEDIMIENTO	1	0.5	1	prueba de virus respiratorio y ncov19			pruebas de virus respiratorios y nCoV-19	pruebas de virus respiratorios y ncov19	32196627_ES
pruebas de sarscov2	PROCEDIMIENTO	1	0.5	1	prueba de sarscov2			pruebas de SARS-CoV-2	pruebas de sarscov2	32292904_ES
pruebas de patogenos respiratorios mediante rtpcr y hemocultivos	PROCEDIMIENTO	1	0.5	1	prueba de patógeno respiratorio mediante rtpcr y hemocultivo			pruebas de patógenos respiratorios mediante RT-PCR y hemocultivos	pruebas de patógenos respiratorios mediante rtpcr y hemocultivos	32265235_ES
pruebas de patogenos respiratorios	PROCEDIMIENTO	1	0.5	1	prueba de patógeno respiratorio			pruebas de patógenos respiratorios	pruebas de patógenos respiratorios	32586958_ES
pruebas de otros patogenos cardiotropicos	PROCEDIMIENTO	1	0.5	1	prueba de otro patógeno cardiotrópico			pruebas de otros patógenos cardiotrópicos	pruebas de otros patógenos cardiotrópicos	32427645_ES
pruebas de liquido cefalorraquideo	PROCEDIMIENTO	1	0.5	1	prueba de líquido cefalorraquídeo			pruebas de líquido cefalorraquídeo	pruebas de líquido cefalorraquídeo	32607564_ES
pruebas de estimulacion linfocitaria	PROCEDIMIENTO	1	0.5	1	prueba de estimulación linfocitario			pruebas de estimulación linfocitaria	pruebas de estimulación linfocitaria	32425356_ES
pruebas de covid19	PROCEDIMIENTO	1	0.5	1	prueba de covid19			pruebas de COVID-19	pruebas de covid19	32426200_ES
pruebas de conduccion nerviosa	PROCEDIMIENTO	1	0.5	1	prueba de conducción nervioso			pruebas de conducción nerviosa	pruebas de conducción nerviosa	32246917_ES
pruebas de coagulacion	PROCEDIMIENTO	1	0.5	1	prueba de coagulación			pruebas de coagulación	pruebas de coagulación	32401344_ES
pruebas de autoanticuerpos y de virus cardiotropicos	PROCEDIMIENTO	1	0.5	1	prueba de autoanticuerpo y de virus cardiotrópico			pruebas de autoanticuerpos y de virus cardiotrópicos	pruebas de autoanticuerpos y de virus cardiotrópicos	32593338_ES
pruebas de antigenos treponemicos	PROCEDIMIENTO	1	0.5	1	prueba de antígeno treponémico			pruebas de antígenos treponémicos	pruebas de antígenos treponémicos	32352486_ES
pruebas de acido nucleico del sarscov2	PROCEDIMIENTO	1	0.5	1	prueba de ácido nucleico de+el sarscov2			pruebas de ácido nucleico del SARS-CoV-2	pruebas de ácido nucleico del sarscov2	32208010_ES
pruebas de acido nucleico de sarscov2	PROCEDIMIENTO	1	0.5	1	prueba de ácido nucleico de sarscov2			pruebas de ácido nucleico de SARS-CoV-2	pruebas de ácido nucleico de sarscov2	32292904_ES
pruebas de LCR	PROCEDIMIENTO	1	0.5	1	prueba de LCR			pruebas de LCR	pruebas de LCR	32246917_ES
pruebas de ARN mediante PCR de sarscov2	PROCEDIMIENTO	1	0.5	1	prueba de ARN mediante PCR de sarscov2			pruebas de ARN mediante PCR de SARS-CoV-2	pruebas de ARN mediante PCR de sarscov2	32363351_ES
pruebas analiticas del LCR	PROCEDIMIENTO	1	0.5	1	prueba analítico de+el LCR			pruebas analíticas del LCR	pruebas analíticas del LCR	32283294_ES
pruebas adicionales de rtpcr	PROCEDIMIENTO	1	0.5	1	prueba adicional de rtpcr			Pruebas adicionales de RT-PCR	pruebas adicionales de rtpcr	32165205_ES
prueba serologica	PROCEDIMIENTO	1	0.5	1	prueba serológico			prueba serológica	prueba serológica	32638347B_ES
prueba serica de drogas	PROCEDIMIENTO	1	0.5	1	prueba sérico de droga			prueba sérica de drogas	prueba sérica de drogas	32605766_ES
prueba rapida de tetracosactrina	PROCEDIMIENTO	1	0.5	1	prueba rápido de tetracosactrina			prueba rápida de tetracosactrina	prueba rápida de tetracosactrina	32639064_ES
prueba rapida de covid19	PROCEDIMIENTO	1	0.5	1	prueba rápido de covid19			prueba rápida de COVID-19	prueba rápida de covid19	32653906_ES
prueba para sarscov2	PROCEDIMIENTO	1	0.5	1	prueba para sarscov2			prueba para SARS-CoV-2	prueba para sarscov2	32399451_ES
prueba para anticoagulante lupico	PROCEDIMIENTO	1	0.5	1	prueba para anticoagulante lúpico			prueba para anticoagulante lúpico	prueba para anticoagulante lúpico	32402687-B_ES
prueba molecular de sarscov2	PROCEDIMIENTO	1	0.5	1	prueba molecular de sarscov2			prueba molecular de SARS-CoV-2	prueba molecular de sarscov2	32415334_ES
prueba funcional tiroidea	PROCEDIMIENTO	1	0.5	1	prueba funcional tiroideo			prueba funcional tiroidea	prueba funcional tiroidea	32639064_ES
prueba de terapia en decubito prono	PROCEDIMIENTO	1	0.5	1	prueba de terapia en decúbito prono			prueba de terapia en decúbito prono	prueba de terapia en decúbito prono	32631838_ES
prueba de susceptibilidad antifungica	PROCEDIMIENTO	1	0.5	1	prueba de susceptibilidad antifúngica			prueba de susceptibilidad antifúngica	prueba de susceptibilidad antifúngica	32619736_ES
prueba de respiracion	PROCEDIMIENTO	1	0.5	1	prueba de respiración			prueba de respiración	prueba de respiración	32619798_ES
prueba de reaccion en cadena de la polimerasa	PROCEDIMIENTO	1	0.5	1	prueba de reacción en cadena de el polimerasa			prueba de reacción en cadena de la polimerasa	prueba de reacción en cadena de la polimerasa	32586958_ES
prueba de galactomanano	PROCEDIMIENTO	1	0.5	1	prueba de galactomanano			prueba de galactomanano	prueba de galactomanano	32619736_ES
prueba de frotis nasofaringeo	PROCEDIMIENTO	1	0.5	1	prueba de frotis nasofaríngeo			prueba de frotis nasofaríngeo	prueba de frotis nasofaríngeo	32617169_ES
prueba de ARN de sarscov2	PROCEDIMIENTO	1	0.5	1	prueba de ARN de sarscov2			prueba de ARN de SARS-CoV-2	prueba de ARN de sarscov2	32606044_ES
prueba PCR de covid19	PROCEDIMIENTO	1	0.5	1	probar PCR de covid19			prueba PCR de COVID-19	prueba PCR de covid19	32639089_ES
profilaxis antibiotica	PROCEDIMIENTO	1	0.5	1	profilaxis antibiótico			profilaxis antibiótica	profilaxis antibiótica	32161941_ES
plasma	PROCEDIMIENTO	1	0.5	1	plasmar	50863008, 256400005	C0032105, C0443120	plasma	plasma	32636116_ES
pericardiocentesis emergente	PROCEDIMIENTO	1	0.5	1	pericardiocentesis emergente			pericardiocentesis emergente	pericardiocentesis emergente	3229222_ES
perfil respiratorio general	PROCEDIMIENTO	1	0.5	1	perfil respiratorio general			perfil respiratorio general	perfil respiratorio general	32363336-B_ES
perfil de farmacos en orina	PROCEDIMIENTO	1	0.5	1	perfil de fármaco en orina			perfil de fármacos en orina	perfil de fármacos en orina	32605766_ES
panel metabolico	PROCEDIMIENTO	1	0.5	1	panel metabólico			panel metabólico	panel metabólico	32606105_ES
panel de patogenos respiratorios	PROCEDIMIENTO	1	0.5	1	panel de patógeno respiratorio			panel de patógenos respiratorios	panel de patógenos respiratorios	32606105_ES
oxigenoterapia mediante mascarilla	PROCEDIMIENTO	1	0.5	1	oxigenoterapia mediante mascarilla			oxigenoterapia mediante mascarilla	oxigenoterapia mediante mascarilla	32085846_ES
oxigeno via canula nasal	PROCEDIMIENTO	1	0.5	1	oxígeno vía cánula nasal			oxígeno vía cánula nasal	oxígeno vía cánula nasal	32644205_ES
oxigeno por minuto mediante canula nasal	PROCEDIMIENTO	1	0.5	1	oxígeno por minuto mediante cánula nasal			oxígeno por minuto mediante cánula nasal	oxígeno por minuto mediante cánula nasal	32622819A_ES
oxigeno mediante canula nasal	PROCEDIMIENTO	1	0.5	1	oxígeno mediante cánula nasal			oxígeno mediante cánula nasal	oxígeno mediante cánula nasal	32587121_ES
oxigeno inmediatamente mediante canula nasal	PROCEDIMIENTO	1	0.5	1	oxígeno inmediatamente mediante cánula nasal			oxígeno inmediatamente mediante cánula nasal	oxígeno inmediatamente mediante cánula nasal	32179908_ES
oxigeno humidificado	PROCEDIMIENTO	1	0.5	1	oxígeno humidificado			oxígeno humidificado	oxígeno humidificado	32620682_ES
oxigenacion por membrana extracorporea	PROCEDIMIENTO	1	0.5	1	oxigenación por membrana extracorpórea			oxigenación por membrana extracorpórea	oxigenación por membrana extracorpórea	32277408_ES
oclusion monocular	PROCEDIMIENTO	1	0.5	1	oclusión monocular			oclusión monocular	oclusión monocular	32592761_ES
nutricion e hidratacion	PROCEDIMIENTO	1	0.5	1	nutrición y hidratación			nutrición e hidratación	nutrición e hidratación	32620682_ES
neurologica	PROCEDIMIENTO	1	0.5	1	neurológico			neurológica	neurológica	32644205_ES
nasofaringeos	PROCEDIMIENTO	1	0.5	1	nasofaríngeo			nasofaríngeos	nasofaríngeos	32636116_ES
nasofaringeo	PROCEDIMIENTO	1	0.5	1	nasofaríngeo			nasofaríngeo	nasofaríngeo	32639461_ES
muestras de sangre venosa y de esputo	PROCEDIMIENTO	1	0.5	1	muestra de sangre venoso y de esputo			muestras de sangre venosa y de esputo	muestras de sangre venosa y de esputo	32292053_ES
monitorizacion prolongada	PROCEDIMIENTO	1	0.5	1	monitorización prolongar			monitorización prolongada	monitorización prolongada	32363336_ES
monitorizacion fetal continua	PROCEDIMIENTO	1	0.5	1	monitorización fetal continuo			monitorización fetal continua	monitorización fetal continua	32590725_ES
monitorizacion de telemetria	PROCEDIMIENTO	1	0.5	1	monitorización de telemetría			monitorización de telemetría	monitorización de telemetría	32363336-B_ES
monitorizacion continua electronica	PROCEDIMIENTO	1	0.5	1	monitorización continuo electrónico			monitorización continua electrónica	monitorización continua electrónica	32607304_Es
microscopia electronica	PROCEDIMIENTO	1	0.5	1	microscopía electrónico			microscopía electrónica	microscopía electrónica	32562891_ES
microlaringobroncoscopia	PROCEDIMIENTO	1	0.5	1	microlaringobroncoscopia			microlaringobroncoscopia	microlaringobroncoscopia	32554811_ES
metodo de rtpcr	PROCEDIMIENTO	1	0.5	1	método de rtpcr			método de RT-PCR	método de rtpcr	32607304_Es
medicacion antiepileptica	PROCEDIMIENTO	1	0.5	1	medicación antiepiléptico			medicación antiepiléptica	medicación antiepiléptica	32583150B_ES
mascarilla quirurgica	PROCEDIMIENTO	1	0.5	1	mascarilla quirúrgico			mascarilla quirúrgica	mascarilla quirúrgica	32205138_ES
mascarilla laringea	PROCEDIMIENTO	1	0.5	1	mascarilla laríngeo			mascarilla laríngea	mascarilla laríngea	32554811_ES
mascarilla de venturi	PROCEDIMIENTO	1	0.5	1	mascarilla de venturi			mascarilla de Venturi	mascarilla de venturi	32427774_ES
masajes en la glandula	PROCEDIMIENTO	1	0.5	1	masaje en el glándula			masajes en la glándula	masajes en la glándula	32631770_ES
masaje cardiaco	PROCEDIMIENTO	1	0.5	1	masaje cardíaco			masaje cardíaco	masaje cardíaco	32085846_ES
marcapasos transvenoso temporal	PROCEDIMIENTO	1	0.5	1	marcapasos transvenoso temporal			marcapasos transvenoso temporal	marcapasos transvenoso temporal	32329981_ES
marcapasos temporal	PROCEDIMIENTO	1	0.5	1	marcapasos temporal			marcapasos temporal	marcapasos temporal	32329981_ES
marcapasos	PROCEDIMIENTO	1	0.5	1	marcapasos			marcapasos	marcapasos	32638347C_ES
lavado gastrico	PROCEDIMIENTO	1	0.5	1	lavado gástrico			lavado gástrico	lavado gástrico	32161941_ES
lavado broncoalveolar y de esputo	PROCEDIMIENTO	1	0.5	1	lavado broncoalveolar y de esputo			lavado broncoalveolar y de esputo	lavado broncoalveolar y de esputo	32277408_ES
lavado broncoalveolar sangre	PROCEDIMIENTO	1	0.5	1	lavar broncoalveolar sangre	397394009, 782971002	C1535502, C1535502	lavado broncoalveolar, sangre	lavado broncoalveolar sangre	32615155_ES
lactancia materna	PROCEDIMIENTO	1	0.5	1	lactancia materno	12434007	C0006147	lactancia materna	lactancia materna	32318729_ES
lactancia	PROCEDIMIENTO	1	0.5	1	lactancia	3658006	C0231330	lactancia	lactancia	32637327B_ES
iv	PROCEDIMIENTO	1	0.5	1	iv			i.v	iv	32427645_ES
intubada y con ventilacion	PROCEDIMIENTO	1	0.5	1	intubar y con ventilación			intubada y con ventilación	intubada y con ventilación	32363336_ES
intubacion y sedacion	PROCEDIMIENTO	1	0.5	1	intubación y sedación			intubación y sedación	intubación y sedación	32426200_ES
intubacion traqueal	PROCEDIMIENTO	1	0.5	1	intubación traqueal			intubación traqueal	intubación traqueal	32651243_ES
interferon por via inhalatoria	PROCEDIMIENTO	1	0.5	1	interferón por vía inhalatorio			interferón por vía inhalatoria	interferón por vía inhalatoria	32292053_ES
inmunosupresores	PROCEDIMIENTO	1	0.5	1	inmunosupresor	372823004	C0021081	inmunosupresores	inmunosupresores	32631645_ES
inmunosupresor	PROCEDIMIENTO	1	0.5	1	inmunosupresor	372823004	C0021081	inmunosupresor	inmunosupresor	32622819A_ES
inmunofluorescencia indirecta	PROCEDIMIENTO	1	0.5	1	inmunofluorescencia indirecto	767096000	C0282647	inmunofluorescencia indirecta	inmunofluorescencia indirecta	32651243_ES
infusion iv	PROCEDIMIENTO	1	0.5	1	infusión iv			infusión i.v	infusión iv	32617223_ES
induccion del parto	PROCEDIMIENTO	1	0.5	1	inducción de+el parto			inducción del parto	inducción del parto	32590725_ES
holter	PROCEDIMIENTO	1	0.5	1	holter			Holter	holter	32636116_ES
hidratacion oral	PROCEDIMIENTO	1	0.5	1	hidratación oral			hidratación oral	hidratación oral	32198834_ES
hidratacion	PROCEDIMIENTO	1	0.5	1	hidratación			hidratación	hidratación	32639064_ES
heparina de bajo peso molecular y oxigeno	PROCEDIMIENTO	1	0.5	1	heparina de bajo peso molecular y oxígeno			heparina de bajo peso molecular y oxígeno	heparina de bajo peso molecular y oxígeno	32294340_ES
hemofiltracion continua venovenosa	PROCEDIMIENTO	1	0.5	1	hemofiltración continuo venovenoso			hemofiltración continua venovenosa	hemofiltración continua venovenosa	32617903A_ES
hemocultivo	PROCEDIMIENTO	1	0.5	1	hemocultivo	30088009	C0200949	hemocultivo	hemocultivo	32640066_ES
gastroestomia endoscopica percutanea	PROCEDIMIENTO	1	0.5	1	gastroestomía endoscópico percutáneo			gastroestomía endoscópica percutánea	gastroestomía endoscópica percutánea	32426200_ES
gasometria venosa del cordon	PROCEDIMIENTO	1	0.5	1	gasometría venoso de+el cordón			gasometría venosa del cordón	gasometría venosa del cordón	32590725_ES
gammagrafia de perfusion	PROCEDIMIENTO	1	0.5	1	gammagrafía de perfusión			gammagrafía de perfusión	gammagrafía de perfusión	32360439-C_ES
gammaglobulina iv	PROCEDIMIENTO	1	0.5	1	gammaglobulina iv	116648000	C0017007	gammaglobulina i.v	gammaglobulina iv	32292053_ES
frotis orofaringeos y nasofaringeos	PROCEDIMIENTO	1	0.5	1	frotis orofaríngeo y nasofaríngeo			frotis orofaríngeos y nasofaríngeos	frotis orofaríngeos y nasofaríngeos	32586958_ES
frotis orofaringeos y las heces	PROCEDIMIENTO	1	0.5	1	frotis orofaríngeo y el hez			frotis orofaríngeos y las heces	frotis orofaríngeos y las heces	32594151_ES
frotis orofaringeos para sarscov2	PROCEDIMIENTO	1	0.5	1	frotis orofaríngeo para sarscov2			frotis orofaríngeos para SARS-CoV-2	frotis orofaríngeos para sarscov2	32246917_ES
frotis orofaringeos	PROCEDIMIENTO	1	0.5	1	frotis orofaríngeo			frotis orofaríngeos	frotis orofaríngeos	32246917_ES
frotis orofaringeo y nasofaringeo bilateral	PROCEDIMIENTO	1	0.5	1	frotis orofaríngeo y nasofaríngeo bilateral			frotis orofaríngeo y nasofaríngeo bilateral	frotis orofaríngeo y nasofaríngeo bilateral	32318729_ES
frotis nasofaringeos repetidos para sarscov2	PROCEDIMIENTO	1	0.5	1	frotis nasofaríngeo repetir para sarscov2			frotis nasofaríngeos repetidos para SARS-CoV-2	frotis nasofaríngeos repetidos para sarscov2	32557532_ES
frotis nasofaringeos para	PROCEDIMIENTO	1	0.5	1	frotis nasofaríngeo para			frotis nasofaríngeos para	frotis nasofaríngeos para	32639461_ES
frotis nasofaringeoorofaringeos	PROCEDIMIENTO	1	0.5	1	frotis nasofaríngeoorofaríngeos			frotis nasofaríngeo/orofaríngeos	frotis nasofaríngeoorofaríngeos	32641443_ES
frotis nasofaringeo y esputo	PROCEDIMIENTO	1	0.5	1	frotis nasofaríngeo y esputo			frotis nasofaríngeo y esputo	frotis nasofaríngeo y esputo	32638347A_ES
frotis nasofaringeo orina heces y liquido cefalorraquideo	PROCEDIMIENTO	1	0.5	1	frotis nasofaríngeo orina hez y líquido cefalorraquídeo			frotis nasofaríngeo, orina, heces y líquido cefalorraquídeo	frotis nasofaríngeo orina heces y líquido cefalorraquídeo	32594151_ES
frotis nasofaringeo en las fosas nasales	PROCEDIMIENTO	1	0.5	1	frotis nasofaríngeo en el fosa nasal			frotis nasofaríngeo en las fosas nasales	frotis nasofaríngeo en las fosas nasales	32073161_ES
frotis inicial de covid19	PROCEDIMIENTO	1	0.5	1	frotis inicial de covid19			frotis inicial de COVID-19	frotis inicial de covid19	32423911_ES
frotis de sangre periferica	PROCEDIMIENTO	1	0.5	1	frotis de sangre periférico			frotis de sangre periférica	frotis de sangre periférica	32294340_ES
frotis de sangre	PROCEDIMIENTO	1	0.5	1	frotis de sangre			frotis de sangre	frotis de sangre	32247016_ES
frotis anal	PROCEDIMIENTO	1	0.5	1	frotis anal			frotis anal	frotis anal	32179908_ES
fonendoscopio	PROCEDIMIENTO	1	0.5	1	fonendoscopio			fonendoscopio	fonendoscopio	32292053_ES
fibrobroncoscopia	PROCEDIMIENTO	1	0.5	1	fibrobroncoscopia	85765000	C0189391	fibrobroncoscopia	fibrobroncoscopia	32174057_ES
fertilizacion in vitro	PROCEDIMIENTO	1	0.5	1	fertilización in vitro			fertilización in vitro	fertilización in vitro	32363217_ES
fasciotomias en ambos brazos y ambas piernas	PROCEDIMIENTO	1	0.5	1	fasciotomía en ambos brazo y ambos pierna			fasciotomías en ambos brazos y ambas piernas	fasciotomías en ambos brazos y ambas piernas	32622823_ES
farmacos inmunosupresores	PROCEDIMIENTO	1	0.5	1	fármaco inmunosupresor			fármacos inmunosupresores	fármacos inmunosupresores	32276139_ES
farmacos antiviricos	PROCEDIMIENTO	1	0.5	1	fármaco antivírico			fármacos antivíricos	fármacos antivíricos	32246917_ES
exudado nasofaringeo	PROCEDIMIENTO	1	0.5	1	exudado nasofaríngeo			exudado nasofaríngeo	exudado nasofaríngeo	32622483_ES
extubacion paliativa	PROCEDIMIENTO	1	0.5	1	extubación paliativo			extubación paliativa	extubación paliativa	32360439-C_ES
exploraciones fisicas	PROCEDIMIENTO	1	0.5	1	exploración físico			exploraciones físicas	exploraciones físicas	32168162_ES
exploracion toracica y abdominal	PROCEDIMIENTO	1	0.5	1	exploración torácico y abdominal			exploración torácica y abdominal	exploración torácica y abdominal	32584431_ES
exploracion otoscopica	PROCEDIMIENTO	1	0.5	1	exploración otoscópica			exploración otoscópica	exploración otoscópica	32267483_ES
exploracion neurologica respiratoria y abdominal	PROCEDIMIENTO	1	0.5	1	exploración neurológico respiratorio y abdominal			exploración neurológica, respiratoria y abdominal	exploración neurológica respiratoria y abdominal	32639064_ES
exploracion microscopica	PROCEDIMIENTO	1	0.5	1	exploración microscópico			exploración microscópica	exploración microscópica	32619736_ES
exploracion intraoral	PROCEDIMIENTO	1	0.5	1	exploración intraoral			exploración intraoral	exploración intraoral	32631770_ES
