span_lower	label	doc_freq	doc_perc(%)	term_freq	lemma	snomedid	umls_cui	original_span	span_normalized	filename
inflamacion glotica significativa y abundante secrecion de las vias respiratorias	SINTOMA	1	0.5	1	inflamación glótico significativo y abundante secreción de el vía respiratorio			inflamación glótica significativa y abundante secreción de las vías respiratorias	inflamación glótica significativa y abundante secreción de las vías respiratorias	32554811_ES
inflamacion general	SINTOMA	1	0.5	1	inflamación general			inflamación general	inflamación general	32282871_ES
inflamacion en los pulmones	SINTOMA	1	0.5	1	inflamación en el pulmón			inflamación en los pulmones	inflamación en los pulmones	32085846_ES
inflamacion en la mejilla izquierda preauricular y submandibular	SINTOMA	1	0.5	1	inflamación en el mejilla izquierdo preauricular y submandibular			inflamación en la mejilla izquierda, preauricular y submandibular	inflamación en la mejilla izquierda preauricular y submandibular	32631770_ES
inflamacion de las manos	SINTOMA	1	0.5	1	inflamación de el mano			inflamación de las manos	inflamación de las manos	32640066_ES
inflamacion de labios y manos	SINTOMA	1	0.5	1	inflamación de labio y mano			inflamación de labios y manos	inflamación de labios y manos	32641443_ES
inflamacion de la lengua o la garganta	SINTOMA	1	0.5	1	inflamación de el lengua o el garganta			inflamación de la lengua o la garganta	inflamación de la lengua o la garganta	32641443_ES
inflamacion bilateral de las amigdalas	SINTOMA	1	0.5	1	inflamación bilateral de el amígdala			inflamación bilateral de las amígdalas	inflamación bilateral de las amígdalas	32168162_ES
inflamacion bilateral de la articulacion del tobillo	SINTOMA	1	0.5	1	inflamación bilateral de el articulación de+el tobillo			inflamación bilateral de la articulación del tobillo	inflamación bilateral de la articulación del tobillo	32606044_ES
inflamacion alrededor de sus musculos masticatorios	SINTOMA	1	0.5	1	inflamación alrededor de su músculo masticatorio			inflamación alrededor de sus músculos masticatorios	inflamación alrededor de sus músculos masticatorios	32631770_ES
infiltrados y sombras difusas en ambos pulmones	SINTOMA	1	0.5	1	infiltrar y sombra difuso en ambos pulmón			infiltrados y sombras difusas en ambos pulmones	infiltrados y sombras difusas en ambos pulmones	32085846_ES
infiltrados vagos en la base del pulmon	SINTOMA	1	0.5	1	infiltrar vago en el base de+el pulmón			infiltrados vagos en la base del pulmón	infiltrados vagos en la base del pulmón	32222713_ES
infiltrados pulmonares intersticiales	SINTOMA	1	0.5	1	infiltrar pulmonar intersticial			infiltrados pulmonares intersticiales	infiltrados pulmonares intersticiales	32247016_ES
infiltrados pulmonares apicales y de linfoadenopatias	SINTOMA	1	0.5	1	infiltrar pulmonar apical y de linfoadenopatía			infiltrados pulmonares apicales y de linfoadenopatías	infiltrados pulmonares apicales y de linfoadenopatías	32601756_ES
infiltrados perifericos en vidrio esmerilado	SINTOMA	1	0.5	1	infiltrar periférico en vidrio esmerilar			infiltrados periféricos en vidrio esmerilado	infiltrados periféricos en vidrio esmerilado	32622823_ES
infiltrados peribronquiales	SINTOMA	1	0.5	1	infiltrar peribronquiales			infiltrados peribronquiales	infiltrados peribronquiales	32612435_ES
infiltrados parcheados bilaterales en ambos pulmones	SINTOMA	1	0.5	1	infiltrar parchear bilateral en ambos pulmón			infiltrados parcheados bilaterales en ambos pulmones	infiltrados parcheados bilaterales en ambos pulmones	32427774-B_ES
infiltrados inflamatorios tlinfociticos difusos	SINTOMA	1	0.5	1	infiltrar inflamatorio tlinfocíticos difuso			infiltrados inflamatorios T-linfocíticos difusos	infiltrados inflamatorios tlinfocíticos difusos	32267502_ES
infiltrados inflamatorios mononucleares intersticiales	SINTOMA	1	0.5	1	infiltrar inflamatorio mononuclear intersticial			infiltrados inflamatorios mononucleares intersticiales	infiltrados inflamatorios mononucleares intersticiales	32085846_ES
infiltrados bilaterales predominantemente en el lobulo inferior	SINTOMA	1	0.5	1	infiltrar bilateral predominantemente en el lóbulo inferior			infiltrados bilaterales predominantemente en el lóbulo inferior	infiltrados bilaterales predominantemente en el lóbulo inferior	32363351_ES
infiltrados algodonosos basicamente perifericos en ambos campos pulmonares	SINTOMA	1	0.5	1	infiltrar algodonoso básicamente periférico en ambos campo pulmonar			infiltrados algodonosos básicamente periféricos en ambos campos pulmonares	infiltrados algodonosos básicamente periféricos en ambos campos pulmonares	32586778_ES
infiltrado linfohistiocitico moderado en la dermis superficial	SINTOMA	1	0.5	1	infiltrar linfohistiocítico moderar en el dermis superficial			infiltrado linfohistiocítico moderado en la dermis superficial	infiltrado linfohistiocítico moderado en la dermis superficial	32352486_ES
inestabilidad vertebral	SINTOMA	1	0.5	1	inestabilidad vertebral			inestabilidad vertebral	inestabilidad vertebral	32644205_ES
inestabilidad hemodinamica	SINTOMA	1	0.5	1	inestabilidad hemodinámico			inestabilidad hemodinámica	inestabilidad hemodinámica	32222713_ES
inestabilidad cardiovascular	SINTOMA	1	0.5	1	inestabilidad cardiovascular			inestabilidad cardiovascular	inestabilidad cardiovascular	32637327A_ES
incomoda	SINTOMA	1	0.5	1	incómodo			incómoda	incómoda	32426200_ES
inapetencia	SINTOMA	1	0.5	1	inapetencia			inapetencia	inapetencia	32276139_C_ES
imposibilidad para la deambulacion	SINTOMA	1	0.5	1	imposibilidad para el deambulación			imposibilidad para la deambulación	imposibilidad para la deambulación	32364123_ES
hormigueo en las cuatro extremidades	SINTOMA	1	0.5	1	hormiguear en el 4 extremidad			hormigueo en las cuatro extremidades	hormigueo en las cuatro extremidades	32359804_ES
hormigueo distal	SINTOMA	1	0.5	1	hormigueo distal			hormigueo distal	hormigueo distal	32588185_ES
hipoventilacion con crepitantes bilaterales	SINTOMA	1	0.5	1	hipoventilación con crepitante bilateral			hipoventilación con crepitantes bilaterales	hipoventilación con crepitantes bilaterales	32602267_ES
hipotermia	SINTOMA	1	0.5	1	hipotermia	3051004, 386689009	C0020672, C0020672	hipotermia	hipotermia	32320556_ES
hipotenso	SINTOMA	1	0.5	1	hipotenso			hipotenso	hipotenso	32617223_ES
hipotension ortostatica	SINTOMA	1	0.5	1	hipotensión ortostático			hipotensión ortostática	hipotensión ortostática	32640066_ES
hipotensa	SINTOMA	1	0.5	1	hipotenso			hipotensa	hipotensa	3229222_ES
hiporexia	SINTOMA	1	0.5	1	hiporexia			hiporexia	hiporexia	32415334_ES
hipoperfusion periferica con auscultacion respiratoria normal	SINTOMA	1	0.5	1	hipoperfusión periférico con auscultación respiratorio normal			hipoperfusión periférica con auscultación respiratoria normal	hipoperfusión periférica con auscultación respiratoria normal	3229222_ES
hipoperfusion	SINTOMA	1	0.5	1	hipoperfusión			hipoperfusión	hipoperfusión	3229222_ES
hipogeusia	SINTOMA	1	0.5	1	hipogeusia	697990000	C0151934	hipogeusia	hipogeusia	32586958_ES
hipoestesia en los pies	SINTOMA	1	0.5	1	hipoestesia en el pie			hipoestesia en los pies	hipoestesia en los pies	32601756_ES
hipoestesia en las divisiones oftalmicas o maxilares del nervio trigemino	SINTOMA	1	0.5	1	hipoestesia en el división oftálmico o maxilar de+el nervio trigémino			hipoestesia en las divisiones oftálmicas o maxilares del nervio trigémino	hipoestesia en las divisiones oftálmicas o maxilares del nervio trigémino	32592761_ES
hipoestesia completa en todas las extremidades	SINTOMA	1	0.5	1	hipoestesia completo en todo el extremidad			hipoestesia completa en todas las extremidades	hipoestesia completa en todas las extremidades	32399694­­_ES
hipocinesia de los segmentos inferior e inferolateral del ventriculo	SINTOMA	1	0.5	1	hipocinesia de el segmento inferior y inferolateral de+el ventrículo			hipocinesia de los segmentos inferior e inferolateral del ventrículo	hipocinesia de los segmentos inferior e inferolateral del ventrículo	32593338_ES
hipoalbuminemia	SINTOMA	1	0.5	1	hipoalbuminemia	119247004	C0239981	hipoalbuminemia	hipoalbuminemia	32589931_ES
hipertermico	SINTOMA	1	0.5	1	hipertérmico			hipertérmico	hipertérmico	32651243_ES
hiperproteinorraquia	SINTOMA	1	0.5	1	hiperproteinorraquia			hiperproteinorraquia	hiperproteinorraquia	32418288_ES
hiperglucemia	SINTOMA	1	0.5	1	hiperglucemia	80394007	C0020456	hiperglucemia	hiperglucemia	32589794_ES
hiperemia faringea	SINTOMA	1	0.5	1	hiperemia faríngeo			hiperemia faríngea	hiperemia faríngea	32179908_ES
hiperactividad	SINTOMA	1	0.5	1	hiperactividad	28277004	C0474395, C1536696	hiperactividad	hiperactividad	32637266B_ES
hinchazon en las manos	SINTOMA	1	0.5	1	hinchazón en el mano			hinchazón en las manos	hinchazón en las manos	32640066_ES
hinchazon de las manos y las extremidades inferiores	SINTOMA	1	0.5	1	hinchazón de el mano y el extremidad inferior			hinchazón de las manos y las extremidades inferiores	hinchazón de las manos y las extremidades inferiores	32265235_ES
hinchazon de labios y manos	SINTOMA	1	0.5	1	hinchazón de labio y mano			hinchazón de labios y manos	hinchazón de labios y manos	32641443_ES
hepatomegalia a la palpacion 2 cm por debajo del reborde costal	SINTOMA	1	0.5	1	hepatomegalia a el palpación 2 cm por debajo de+el reborde costal			hepatomegalia a la palpación 2 cm por debajo del reborde costal	hepatomegalia a la palpación 2 cm por debajo del reborde costal	32292053_ES
hemorragias	SINTOMA	1	0.5	1	hemorragia	131148009, 50960005	C0019080, C0019080	hemorragias	hemorragias	32401344_ES
hemodinamicamente inestable	SINTOMA	1	0.5	1	hemodinámicamente inestable			hemodinámicamente inestable	hemodinámicamente inestable	32329981_ES
hemodinamicamente estable	SINTOMA	1	0.5	1	hemodinámicamente estable			hemodinámicamente estable	hemodinámicamente estable	32639064_ES
hemocultivos y los cultivos de orina y esputo fueron negativos	SINTOMA	1	0.5	1	hemocultivo y el cultivo de orina y esputo ser negativo			hemocultivos y los cultivos de orina y esputo fueron negativos	hemocultivos y los cultivos de orina y esputo fueron negativos	32250095_ES
heces semiliquidas	SINTOMA	1	0.5	1	hez semilíquido			heces semilíquidas	heces semilíquidas	32606105_ES
halitosis	SINTOMA	1	0.5	1	halitosis	79879001	C0018520	halitosis	halitosis	32623310_ES
gran realce simetrico de contraste en las raices de los nervios raquideos en todos los segmentos de la columna	SINTOMA	1	0.5	1	gran realce simétrico de contraste en el raíz de el nervio raquídeo en todo el segmento de el columna			gran realce simétrico de contraste en las raíces de los nervios raquídeos en todos los segmentos de la columna	gran realce simétrico de contraste en las raíces de los nervios raquídeos en todos los segmentos de la columna	32399694­­_ES
funcion ventricular izquierda sistolica	SINTOMA	1	0.5	1	función ventricular izquierda sistólico			función ventricular izquierda sistólica	función ventricular izquierda sistólica	32639461_ES
fuerza muscular en las extremidades	SINTOMA	1	0.5	1	fuerza muscular en el extremidad			fuerza muscular en las extremidades	fuerza muscular en las extremidades	32399694­­_ES
fuerza muscular	SINTOMA	1	0.5	1	fuerza muscular	44432004	C1540845	fuerza muscular	fuerza muscular	32246917_ES
frialdad cutanea	SINTOMA	1	0.5	1	frialdad cutáneo			frialdad cutánea	frialdad cutánea	3229222_ES
fraccion de expulsion del VI reducida	SINTOMA	1	0.5	1	fracción de expulsión de+el VI reducir			fracción de expulsión del VI reducida	fracción de expulsión del VI reducida	32363336_ES
fotofobia	SINTOMA	1	0.5	1	fotofobia	409668002	C0085636	fotofobia	fotofobia	32196627_ES
flacidez de la mano	SINTOMA	1	0.5	1	flacidez de el mano			flacidez de la mano	flacidez de la mano	32426200_ES
fiebres persistentes	SINTOMA	1	0.5	1	fiebre persistente			fiebres persistentes	fiebres persistentes	32631770_ES
fatiga aguda	SINTOMA	1	0.5	1	fatigar agudo			fatiga aguda	fatiga aguda	32399950_ES
faringitis	SINTOMA	1	0.5	1	faringitis	37616004, 405737000	C0031350, C0031350	faringitis	faringitis	32318729_ES
falta de realce de parte del intestino delgado	SINTOMA	1	0.5	1	faltar de realce de parte de+el intestino delgado			falta de realce de parte del intestino delgado	falta de realce de parte del intestino delgado	32424482_ES
expectoracion verde	SINTOMA	1	0.5	1	expectoración verde			expectoración verde	expectoración verde	32205138_ES
expectoracion purulenta	SINTOMA	1	0.5	1	expectoración purulento			expectoración purulenta	expectoración purulenta	32623310_ES
expectoracion con esputo blanco pegajoso	SINTOMA	1	0.5	1	expectoración con esputo blanco pegajoso			expectoración con esputo blanco pegajoso	expectoración con esputo blanco pegajoso	32277408_ES
expectoracion con el fonendoscopio	SINTOMA	1	0.5	1	expectoración con el fonendoscopio			expectoración con el fonendoscopio	expectoración con el fonendoscopio	32292053_ES
expectoracion blanca	SINTOMA	1	0.5	1	expectoración blanco			expectoración blanca	expectoración blanca	32208010_ES
expansion toracica asimetrica	SINTOMA	1	0.5	1	expansión torácico asimétrico			expansión torácica asimétrica	expansión torácica asimétrica	32423911_ES
exantemas	SINTOMA	1	0.5	1	exantema	112625008, 271807003	C0015230, C0015230	exantemas	exantemas	32593338_ES
exantema pruriginoso	SINTOMA	1	0.5	1	exantema pruriginoso			exantema pruriginoso	exantema pruriginoso	32641443_ES
exantema persistente	SINTOMA	1	0.5	1	exantema persistente			exantema persistente	exantema persistente	32265235_ES
exantema palido maculopapular	SINTOMA	1	0.5	1	exantema pálido maculopapular			exantema pálido maculopapular	exantema pálido maculopapular	32427161_ES
exantema generalizado morbiliforme en el tronco y las extremidades	SINTOMA	1	0.5	1	exantema generalizar morbiliforme en el tronco y el extremidad			exantema generalizado morbiliforme en el tronco y las extremidades	exantema generalizado morbiliforme en el tronco y las extremidades	32282312_ES
exantema eritematoso generalizado	SINTOMA	1	0.5	1	exantema eritematoso generalizar			exantema eritematoso generalizado	exantema eritematoso generalizado	32640066_ES
exantema eritematoso en la zona ventral	SINTOMA	1	0.5	1	exantema eritematoso en el zona ventral			exantema eritematoso en la zona ventral	exantema eritematoso en la zona ventral	32622819B_ES
exantema en las extremidades inferiores	SINTOMA	1	0.5	1	exantema en el extremidad inferior			exantema en las extremidades inferiores	exantema en las extremidades inferiores	32554425_ES
exantema en la cadera	SINTOMA	1	0.5	1	exantema en el cadera			exantema en la cadera	exantema en la cadera	32602610_ES
exantema dorsal pruriginoso pasajero	SINTOMA	1	0.5	1	exantema dorsal pruriginoso pasajero			exantema dorsal pruriginoso pasajero	exantema dorsal pruriginoso pasajero	32399950_ES
exantema cutaneo	SINTOMA	1	0.5	1	exantema cutáneo			exantema cutáneo	exantema cutáneo	32584431_ES
estridor	SINTOMA	1	0.5	1	estridor	70407001	C0038450	estridor	estridor	32620682_ES
estrenimiento	SINTOMA	1	0.5	1	estreñimiento			estreñimiento	estreñimiento	32562891_ES
estertores leves en dos tercios del pulmon	SINTOMA	1	0.5	1	estertor leve en 2 tercio de+el pulmón			estertores leves en dos tercios del pulmón	estertores leves en dos tercios del pulmón	32606044_ES
estertores inspiratorios basales	SINTOMA	1	0.5	1	estertor inspiratorio basal			estertores inspiratorios basales	estertores inspiratorios basales	32612435_ES
estertores humedos en las bases de ambos pulmones	SINTOMA	1	0.5	1	estertor húmedo en el base de ambos pulmón			estertores húmedos en las bases de ambos pulmones	estertores húmedos en las bases de ambos pulmones	32032497_ES
estertores gruesos en ambos pulmones	SINTOMA	1	0.5	1	estertor grueso en ambos pulmón			estertores gruesos en ambos pulmones	estertores gruesos en ambos pulmones	32266524_ES
estertores bronquiales	SINTOMA	1	0.5	1	estertor bronquial			estertores bronquiales	estertores bronquiales	32623310_ES
esputo parduzco	SINTOMA	1	0.5	1	esputo parduzco			esputo parduzco	esputo parduzco	32553608­_A_ES
esplenomegalia a la palpacion	SINTOMA	1	0.5	1	esplenomegalia a el palpación			esplenomegalia a la palpación	esplenomegalia a la palpación	32292053_ES
espasmos	SINTOMA	1	0.5	1	espasmo	45352006	C0037763	espasmos	espasmos	32605766_ES
erupcion de placas eritematosas pruriginosas extendidas	SINTOMA	1	0.5	1	erupción de placa eritematoso pruriginoso extender			erupción de placas eritematosas pruriginosas extendidas	erupción de placas eritematosas pruriginosas extendidas	32294273_ES
eructos	SINTOMA	1	0.5	1	eructo			eructos	eructos	32562891_ES
eritema que empeoraba progresivamente en el pulgar y en el cuarto dedo de la mano	SINTOMA	1	0.5	1	eritema que empeorar progresivamente en el pulgar y en el 4 dedo de el mano			eritema que empeoraba progresivamente en el pulgar y en el cuarto dedo de la mano	eritema que empeoraba progresivamente en el pulgar y en el cuarto dedo de la mano	32292054_ES
eritema infiltrado bien delimitado en el tronco	SINTOMA	1	0.5	1	eritema infiltrar bien delimitar en el tronco			eritema infiltrado bien delimitado en el tronco	eritema infiltrado bien delimitado en el tronco	32425356_ES
eritema faringeo	SINTOMA	1	0.5	1	eritema faríngeo			eritema faríngeo	eritema faríngeo	32292867_ES
eritema calorico hinchado y doloroso	SINTOMA	1	0.5	1	eritema calórico hinchar y doloroso			eritema calórico, hinchado y doloroso	eritema calórico hinchado y doloroso	32427645_ES
equimosis cutanea	SINTOMA	1	0.5	1	equimosis cutáneo			equimosis cutánea	equimosis cutánea	32277408_ES
epistaxis en las extremidades inferiores	SINTOMA	1	0.5	1	epistaxis en el extremidad inferior			epistaxis en las extremidades inferiores	epistaxis en las extremidades inferiores	32294340_ES
entumecimiento y frio en la extremidad inferior	SINTOMA	1	0.5	1	entumecimiento y frío en el extremidad inferior			entumecimiento y frío en la extremidad inferior	entumecimiento y frío en la extremidad inferior	32589931_ES
entumecimiento facial	SINTOMA	1	0.5	1	entumecimiento facial	309557009	C0239511	entumecimiento facial	entumecimiento facial	32586958_ES
entumecimiento	SINTOMA	1	0.5	1	entumecimiento	44077006	C0028643	entumecimiento	entumecimiento	32360439-D_ES
enlentecimiento generalizado	SINTOMA	1	0.5	1	enlentecimiento generalizar			enlentecimiento generalizado	enlentecimiento generalizado	32418288_ES
engrosamiento pleural	SINTOMA	1	0.5	1	engrosamiento pleural	73725006	C0264545, C2720436	engrosamiento pleural	engrosamiento pleural	32073161_ES
engrosamiento mucoso apreciado en los senos esfenoidales	SINTOMA	1	0.5	1	engrosamiento mucoso apreciar en el seno esfenoidal			engrosamiento mucoso apreciado en los senos esfenoidales	engrosamiento mucoso apreciado en los senos esfenoidales	32563170_ES
engrosamiento miocardico	SINTOMA	1	0.5	1	engrosamiento miocárdico			engrosamiento miocárdico	engrosamiento miocárdico	32622819B_ES
engrosamiento de la pared miocardica	SINTOMA	1	0.5	1	engrosamiento de el pared miocárdico			engrosamiento de la pared miocárdica	engrosamiento de la pared miocárdica	32282027_ES
engrosamiento centrilobular y septal bibasal	SINTOMA	1	0.5	1	engrosamiento centrilobular y septal bibasal			engrosamiento centrilobular y septal bibasal	engrosamiento centrilobular y septal bibasal	32222713_ES
en la piel de antebrazos y piernas	SINTOMA	1	0.5	1	en el piel de antebrazo y pierna			en la piel de antebrazos y piernas	en la piel de antebrazos y piernas	32636116_ES
empeoramiento del estado general	SINTOMA	1	0.5	1	empeoramiento de+el estado general			empeoramiento del estado general	empeoramiento del estado general	32351657_ES
empeoramiento de la funcion motora	SINTOMA	1	0.5	1	empeoramiento de el función motor			empeoramiento de la función motora	empeoramiento de la función motora	32364123_ES
embarazo	SINTOMA	1	0.5	1	embarazo	289908002	C0032961	embarazo	embarazo	32161941_ES
embarazada	SINTOMA	1	0.5	1	embarazar	161732006, 77386006	C0032961, C0549169, C0549206, C0600457	embarazada	embarazada	32161941_ES
elevacion difusa del segmento ST y el roce pericardico	SINTOMA	1	0.5	1	elevación difuso de+el segmento ST y el roce pericárdico			elevación difusa del segmento ST y el roce pericárdico	elevación difusa del segmento ST y el roce pericárdico	32607304_Es
elevacion del segmento ST inferolateral	SINTOMA	1	0.5	1	elevación de+el segmento ST inferolateral			elevación del segmento ST inferolateral	elevación del segmento ST inferolateral	32593338_ES
elevacion del segmento ST difusa	SINTOMA	1	0.5	1	elevación de+el segmento ST difuso			elevación del segmento ST difusa	elevación del segmento ST difusa	32635747_ES
elevacion del segmento ST ascendente en I y aVL	SINTOMA	1	0.5	1	elevación de+el segmento ST ascendente en I y avl			elevación del segmento ST ascendente en I y aVL	elevación del segmento ST ascendente en I y aVL	32363351_ES
elevacion del segmento ST	SINTOMA	1	0.5	1	elevación de+el segmento ST			elevación del segmento ST	elevación del segmento ST	32277408_ES
elevacion del dimerod	SINTOMA	1	0.5	1	elevación de+el dímerod			elevación del dímeroD	elevación del dímerod	32631646_ES
elevacion de troponinas	SINTOMA	1	0.5	1	elevación de troponina			elevación de troponinas	elevación de troponinas	3229222_ES
elevacion de los neutrofilos	SINTOMA	1	0.5	1	elevación de el neutrófilo			elevación de los neutrófilos	elevación de los neutrófilos	32653210_ES
elevacion de la aspartatoaminotransferasa	SINTOMA	1	0.5	1	elevación de el aspartatoaminotransferasa			elevación de la aspartato-aminotransferasa	elevación de la aspartatoaminotransferasa	32586752_ES
elevacion de la amilasa plasmatica	SINTOMA	1	0.5	1	elevación de el amilasa plasmático			elevación de la amilasa plasmática	elevación de la amilasa plasmática	32653210_ES
elevacion de ST en V3	SINTOMA	1	0.5	1	elevación de ST en V3			elevación de ST en V3	elevación de ST en V3	32427645_ES
elevacion concaviforme y difusa del ST	SINTOMA	1	0.5	1	elevación concaviforme y difuso de+el ST			elevación concaviforme y difusa del ST	elevación concaviforme y difusa del ST	3229222_ES
elevacion concava del ST y descenso del PR	SINTOMA	1	0.5	1	elevación cóncavo de+el ST y descenso de+el PR			elevación cóncava del ST y descenso del PR	elevación cóncava del ST y descenso del PR	3229222_ES
edemas con fovea	SINTOMA	1	0.5	1	edema con fóvea			edemas con fóvea	edemas con fóvea	32292867_ES
edema subepicardico en la pared del ventriculo	SINTOMA	1	0.5	1	edema subepicárdico en el pared de+el ventrículo			edema subepicárdico en la pared del ventrículo	edema subepicárdico en la pared del ventrículo	32556106_ES
edema parietal miocardico	SINTOMA	1	0.5	1	edema parietal miocárdico			edema parietal miocárdico	edema parietal miocárdico	32282027_ES
edema papilar dermico	SINTOMA	1	0.5	1	edema papilar dérmico			edema papilar dérmico	edema papilar dérmico	32352486_ES
edema palpebral	SINTOMA	1	0.5	1	edema palpebral	193967004	C0560024	edema palpebral	edema palpebral	32423738_ES
edema en la pierna	SINTOMA	1	0.5	1	edema en el pierna	102574007	C0235886	edema en la pierna	edema en la pierna	32399449_ES
edema con fovea bilateral en las extremidades inferiores	SINTOMA	1	0.5	1	edema con fóvea bilateral en el extremidad inferior			edema con fóvea bilateral en las extremidades inferiores	edema con fóvea bilateral en las extremidades inferiores	32607304_Es
edema bilateral pretibial	SINTOMA	1	0.5	1	edema bilateral pretibial			edema bilateral pretibial	edema bilateral pretibial	32622819B_ES
edema	SINTOMA	1	0.5	1	edema	267038008, 423666004, 79654002	C0013604, C0013604, C0013604	edema	edema	32631646_ES
dorsalgia en la zona dorsallumbar	SINTOMA	1	0.5	1	dorsalgia en el zona dorsallumbar			dorsalgia en la zona dorsal-lumbar	dorsalgia en la zona dorsallumbar	32644205_ES
dolor toracico opresivo	SINTOMA	1	0.5	1	dolor torácico opresivo			dolor torácico opresivo	dolor torácico opresivo	32267502_ES
dolor toracico intenso que radiaba a su brazo	SINTOMA	1	0.5	1	dolor torácico intenso que radiar a su brazo			dolor torácico intenso que radiaba a su brazo	dolor torácico intenso que radiaba a su brazo	32593338_ES
dolor toracico agudo al respirar	SINTOMA	1	0.5	1	dolor torácico agudo a+el respirar			dolor torácico agudo al respirar	dolor torácico agudo al respirar	32399449-B_ES
dolor significativo a la palpacion	SINTOMA	1	0.5	1	dolor significativo a el palpación			dolor significativo a la palpación	dolor significativo a la palpación	32293714_ES
dolor retroorbital	SINTOMA	1	0.5	1	dolor retroorbital			dolor retroorbital	dolor retroorbital	32653906_ES
dolor pleural	SINTOMA	1	0.5	1	dolor pleural	2237002	C0008033	dolor pleural	dolor pleural	32402687-B_ES
dolor muscular	SINTOMA	1	0.5	1	dolor muscular	68962001	C0231528	dolor muscular	dolor muscular	32208010_ES
dolor epigastrico irradiado a ambos hipocondrios	SINTOMA	1	0.5	1	dolor epigástrico irradiar a ambos hipocondrio			dolor epigástrico, irradiado a ambos hipocondrios	dolor epigástrico irradiado a ambos hipocondrios	32653210_ES
dolor en su pierna	SINTOMA	1	0.5	1	dolor en su pierna			dolor en su pierna	dolor en su pierna	32399449_ES
dolor en miembro inferior	SINTOMA	1	0.5	1	dolor en miembro inferior	287048003	C0564823	dolor en miembro inferior	dolor en miembro inferior	32631646_ES
dolor en los tobillos y una ligera inflamacion del tobillo	SINTOMA	1	0.5	1	dolor en el tobillo y uno ligero inflamación de+el tobillo			dolor en los tobillos y una ligera inflamación del tobillo	dolor en los tobillos y una ligera inflamación del tobillo	32606044_ES
dolor en los tobillos	SINTOMA	1	0.5	1	dolor en el tobillo			dolor en los tobillos	dolor en los tobillos	32606044_ES
dolor en las extremidades inferiores	SINTOMA	1	0.5	1	dolor en el extremidad inferior			dolor en las extremidades inferiores	dolor en las extremidades inferiores	32653906_ES
dolor en la region abdominal inferior	SINTOMA	1	0.5	1	dolor en el región abdominal inferior			dolor en la región abdominal inferior	dolor en la región abdominal inferior	32161941_ES
dolor en la pierna	SINTOMA	1	0.5	1	dolor en el pierna	316941000119108	C4751096	dolor en la pierna	dolor en la pierna	32399449-B_ES
dolor e inflamacion persistente en ambos tobillos	SINTOMA	1	0.5	1	dolor y inflamación persistente en ambos tobillo			dolor e inflamación persistente en ambos tobillos	dolor e inflamación persistente en ambos tobillos	32606044_ES
dolor de nuca	SINTOMA	1	0.5	1	dolor de nuca	297128006	C0573983	dolor de nuca	dolor de nuca	32414534_ES
dolor de muelas	SINTOMA	1	0.5	1	dolor de muela			dolor de muelas	dolor de muelas	32631770_ES
dolor con el movimiento ocular	SINTOMA	1	0.5	1	dolor con el movimiento ocular			dolor con el movimiento ocular	dolor con el movimiento ocular	32592761_ES
dolor cervical	SINTOMA	1	0.5	1	dolor cervical			dolor cervical	dolor cervical	32414534_ES
dolor articular	SINTOMA	1	0.5	1	dolor articular	57676002	C0003862	dolor articular	dolor articular	32606044_ES
dolor abdominal intenso generalizado	SINTOMA	1	0.5	1	dolor abdominal intenso generalizar	102614006	C0344304	dolor abdominal intenso generalizado	dolor abdominal intenso generalizado	32640066_ES
dolor abdominal en el area epigastrica	SINTOMA	1	0.5	1	dolor abdominal en el área epigástrico			dolor abdominal en el área epigástrica	dolor abdominal en el área epigástrica	32351657_ES
dolor abdominal difuso a la palpacion	SINTOMA	1	0.5	1	dolor abdominal difuso a el palpación			dolor abdominal difuso a la palpación	dolor abdominal difuso a la palpación	32639461_ES
dolor a la palpacion sinusal	SINTOMA	1	0.5	1	dolor a el palpación sinusal			dolor a la palpación sinusal	dolor a la palpación sinusal	32292867_ES
dolor a la palpacion en la pared toracica	SINTOMA	1	0.5	1	dolor a el palpación en el pared torácico			dolor a la palpación en la pared torácica	dolor a la palpación en la pared torácica	32593338_ES
dolor a la palpacion	SINTOMA	1	0.5	1	dolor a el palpación			dolor a la palpación	dolor a la palpación	32292867_ES
dispepsia	SINTOMA	1	0.5	1	dispepsia	87548005, 162031009	C0013395, C0013395, C0221512, C1282765	dispepsia	dispepsia	32360439_ES
disneico	SINTOMA	1	0.5	1	disneico			disneico	disneico	32196627_ES
disnea subita	SINTOMA	1	0.5	1	disnea súbito			disnea súbita	disnea súbita	32247642_ES
disnea espiratoria	SINTOMA	1	0.5	1	disnea espiratorio	34560001	C0277856	disnea espiratoria	disnea espiratoria	32073161_ES
disnea de esfuerzo y opresion toracica	SINTOMA	1	0.5	1	disnea de esfuerzo y opresión torácico			disnea de esfuerzo y opresión torácica	disnea de esfuerzo y opresión torácica	32277408_ES
disnea aguda	SINTOMA	1	0.5	1	disnea agudo			disnea aguda	disnea aguda	32352486_ES
disnea a moderados esfuerzos	SINTOMA	1	0.5	1	disnea a moderar esfuerzo			disnea a moderados esfuerzos	disnea a moderados esfuerzos	32622483_ES
disminucion simetrica de la expansion toracica	SINTOMA	1	0.5	1	disminución simétrico de el expansión torácico			disminución simétrica de la expansión torácica	disminución simétrica de la expansión torácica	32607304_Es
